,log10_var,log10_left_bound,log10_right_bound
beta,0.08278537031645007,0.029902148023258954,0.11787826656953714
gammam,-0.6020599913279624,-0.6442112805429007,-0.512691711365218
gammamRNA,0.16136800223497488,0.12123344751910117,0.2170584083365586
gammad,-1.630784142589857,-2.032034611199461,-1.4977281125123092
alphaass,-0.47237009912866135,-0.6364709673863247,-0.38011031414259466
alphadiss,0.8234742291703011,0.7375954134760463,0.9892642781202197
phi0,0.3692158574101428,0.3183147354735968,0.4037118652080256
fm,-0.5590909179347823,-3.0,1.325239699372665
fd,1.7505083948513462,1.6901992062448348,1.8167796024689573
Km,-3.2006594505464183,-6.0,-2.4306670581295893
Kd,-2.769551078621726,-2.8484194604913124,-2.700136736506952
kbm,-2.889410289700751,-3.0,2.0
kbd,-1.8356471442155629,-3.0,2.0
