,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,7.806E-02,3.379E+01,3.203E+02,1.109E-01,1.923E+01,5.246E+02,1.616E-01,1.173E+01,7.806E+02,2.458E-01,7.153E+00,1.109E+03,4.104E-01,4.070E+00,1.534E+03
gammam,4.202E-01,4.007E+00,1.389E+03,2.517E-01,7.012E+00,1.059E+03,1.658E-01,1.141E+01,7.779E+02,1.141E-01,1.849E+01,5.433E+02,8.044E-02,3.166E+01,3.466E+02
gammamRNA,4.078E-01,4.099E+00,1.529E+03,2.446E-01,7.190E+00,1.106E+03,1.610E-01,1.178E+01,7.780E+02,1.106E-01,1.932E+01,5.227E+02,7.785E-02,3.396E+01,3.188E+02
gammad,1.178E-01,1.714E+01,6.620E+02,1.176E-01,1.733E+01,6.280E+02,1.173E-01,1.780E+01,5.580E+02,1.165E-01,1.904E+01,4.363E+02,1.146E-01,2.285E+01,2.703E+02
alphaass,7.818E-02,3.337E+01,3.309E+02,1.112E-01,1.916E+01,5.280E+02,1.620E-01,1.173E+01,7.630E+02,2.464E-01,7.176E+00,1.045E+03,4.116E-01,4.094E+00,1.378E+03
alphadiss,4.050E-01,4.165E+00,1.368E+03,2.444E-01,7.245E+00,1.039E+03,1.612E-01,1.180E+01,7.600E+02,1.110E-01,1.921E+01,5.268E+02,7.819E-02,3.336E+01,3.309E+02
phi0,7.744E-02,3.430E+01,3.159E+02,1.101E-01,1.944E+01,5.200E+02,1.605E-01,1.183E+01,7.754E+02,2.440E-01,7.210E+00,1.104E+03,4.072E-01,4.105E+00,1.528E+03
fm,1.173E-01,1.779E+01,5.600E+02,1.173E-01,1.779E+01,5.600E+02,1.173E-01,1.778E+01,5.600E+02,1.174E-01,1.777E+01,5.601E+02,1.179E-01,1.768E+01,5.605E+02
fd,1.118E-01,5.232E+01,2.070E+02,1.128E-01,3.856E+01,2.765E+02,1.139E-01,3.024E+01,3.466E+02,1.151E-01,2.446E+01,4.209E+02,1.164E-01,2.015E+01,5.012E+02
Km,1.174E-01,1.770E+01,5.627E+02,1.173E-01,1.772E+01,5.620E+02,1.173E-01,1.783E+01,5.586E+02,1.171E-01,1.839E+01,5.428E+02,1.159E-01,2.144E+01,4.697E+02
Kd,1.111E-01,4.379E+01,4.515E+02,1.168E-01,1.884E+01,5.542E+02,1.258E-01,8.652E+00,6.223E+02,1.415E-01,3.969E+00,6.702E+02,1.744E-01,1.702E+00,7.046E+02
kbm,1.173E-01,1.779E+01,5.600E+02,1.173E-01,1.779E+01,5.600E+02,1.173E-01,1.779E+01,5.600E+02,1.173E-01,1.779E+01,5.600E+02,1.173E-01,1.779E+01,5.600E+02
kbd,1.173E-01,1.779E+01,5.600E+02,1.173E-01,1.779E+01,5.600E+02,1.173E-01,1.779E+01,5.600E+02,1.173E-01,1.779E+01,5.600E+02,1.173E-01,1.779E+01,5.600E+02
