,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,3.735E-01,4.060E+01,2.333E+02,4.765E-01,2.572E+01,3.441E+02,6.222E-01,1.732E+01,4.669E+02,8.447E-01,1.166E+01,6.086E+02,1.244E+00,7.419E+00,7.747E+02
gammam,1.223E+00,7.565E+00,7.639E+02,8.436E-01,1.169E+01,6.071E+02,6.272E-01,1.712E+01,4.716E+02,4.838E-01,2.506E+01,3.530E+02,3.816E-01,3.856E+01,2.456E+02
gammamRNA,1.270E+00,7.250E+00,7.827E+02,8.601E-01,1.141E+01,6.169E+02,6.335E-01,1.690E+01,4.753E+02,4.854E-01,2.496E+01,3.526E+02,3.808E-01,3.889E+01,2.423E+02
gammad,7.451E-01,1.358E+01,5.652E+02,7.440E-01,1.367E+01,5.511E+02,7.413E-01,1.388E+01,5.196E+02,7.349E-01,1.443E+01,4.557E+02,7.201E-01,1.590E+01,3.465E+02
alphaass,3.756E-01,4.008E+01,2.373E+02,4.772E-01,2.566E+01,3.463E+02,6.201E-01,1.739E+01,4.662E+02,8.364E-01,1.181E+01,6.033E+02,1.217E+00,7.605E+00,7.622E+02
alphadiss,1.245E+00,7.409E+00,7.711E+02,8.518E-01,1.155E+01,6.116E+02,6.305E-01,1.701E+01,4.738E+02,4.848E-01,2.501E+01,3.535E+02,3.814E-01,3.875E+01,2.445E+02
phi0,6.105E-01,1.778E+01,4.581E+02,7.262E-01,1.410E+01,5.388E+02,8.801E-01,1.110E+01,6.273E+02,1.099E+00,8.538E+00,7.247E+02,1.454E+00,6.237E+00,8.319E+02
fm,7.439E-01,1.368E+01,5.500E+02,7.439E-01,1.367E+01,5.500E+02,7.442E-01,1.367E+01,5.500E+02,7.464E-01,1.362E+01,5.503E+02,7.618E-01,1.331E+01,5.518E+02
fd,6.574E-01,3.131E+01,2.735E+02,7.030E-01,1.866E+01,4.276E+02,7.668E-01,1.188E+01,6.133E+02,8.634E-01,7.637E+00,8.435E+02,1.036E+00,4.719E+00,1.132E+03
Km,7.452E-01,1.355E+01,5.540E+02,7.448E-01,1.359E+01,5.528E+02,7.432E-01,1.374E+01,5.479E+02,7.366E-01,1.439E+01,5.279E+02,7.110E-01,1.758E+01,4.475E+02
Kd,5.967E-01,6.297E+01,3.710E+02,6.361E-01,3.386E+01,4.567E+02,6.933E-01,1.930E+01,5.189E+02,7.842E-01,1.102E+01,5.671E+02,9.562E-01,5.971E+00,6.055E+02
kbm,7.439E-01,1.367E+01,5.500E+02,7.439E-01,1.367E+01,5.500E+02,7.439E-01,1.367E+01,5.500E+02,7.439E-01,1.367E+01,5.500E+02,7.439E-01,1.367E+01,5.500E+02
kbd,7.439E-01,1.367E+01,5.500E+02,7.439E-01,1.367E+01,5.500E+02,7.439E-01,1.367E+01,5.500E+02,7.439E-01,1.367E+01,5.500E+02,7.439E-01,1.367E+01,5.500E+02
