,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,3.679E+00,1.048E+02,4.182E+02,4.242E+00,7.439E+01,5.348E+02,4.982E+00,5.503E+01,6.445E+02,6.022E+00,4.076E+01,7.534E+02,7.711E+00,2.906E+01,8.638E+02
gammam,7.733E+00,3.132E+01,7.324E+02,5.951E+00,4.408E+01,6.640E+02,4.858E+00,5.950E+01,5.913E+02,4.085E+00,8.006E+01,5.123E+02,3.500E+00,1.112E+02,4.218E+02
gammamRNA,7.585E+00,2.968E+01,8.576E+02,5.919E+00,4.182E+01,7.444E+02,4.889E+00,5.684E+01,6.326E+02,4.157E+00,7.766E+01,5.195E+02,3.599E+00,1.118E+02,3.975E+02
gammad,4.750E+00,3.985E+01,1.538E+03,4.620E+00,4.445E+01,1.238E+03,4.476E+00,5.117E+01,9.622E+02,4.319E+00,6.187E+01,7.111E+02,4.148E+00,8.200E+01,4.791E+02
alphaass,3.684E+00,1.049E+02,4.254E+02,4.261E+00,7.368E+01,5.369E+02,5.022E+00,5.408E+01,6.360E+02,6.100E+00,3.979E+01,7.287E+02,7.885E+00,2.809E+01,8.174E+02
alphadiss,7.868E+00,2.817E+01,8.168E+02,6.060E+00,4.018E+01,7.259E+02,4.973E+00,5.500E+01,6.307E+02,4.210E+00,7.561E+01,5.286E+02,3.631E+00,1.095E+02,4.125E+02
phi0,3.700E+00,1.031E+02,4.234E+02,4.266E+00,7.354E+01,5.389E+02,5.009E+00,5.451E+01,6.480E+02,6.057E+00,4.042E+01,7.564E+02,7.762E+00,2.881E+01,8.663E+02
fm,4.155E+00,7.735E+01,5.228E+02,4.164E+00,7.712E+01,5.233E+02,4.199E+00,7.623E+01,5.250E+02,4.340E+00,7.287E+01,5.316E+02,4.977E+00,6.087E+01,5.558E+02
fd,4.058E+00,9.358E+01,4.501E+02,4.364E+00,6.133E+01,6.147E+02,4.773E+00,4.276E+01,7.755E+02,5.367E+00,3.016E+01,9.407E+02,6.380E+00,2.061E+01,1.114E+03
Km,6.299E+00,1.951E+01,1.670E+03,6.295E+00,1.954E+01,1.668E+03,6.271E+00,1.968E+01,1.661E+03,6.139E+00,2.053E+01,1.617E+03,5.536E+00,2.582E+01,1.377E+03
Kd,4.002E+00,1.010E+02,4.437E+02,4.313E+00,6.562E+01,5.698E+02,4.732E+00,4.516E+01,6.780E+02,5.348E+00,3.133E+01,7.762E+02,6.425E+00,2.094E+01,8.676E+02
kbm,4.183E+00,7.664E+01,5.242E+02,4.183E+00,7.664E+01,5.242E+02,4.183E+00,7.664E+01,5.242E+02,4.183E+00,7.664E+01,5.242E+02,4.183E+00,7.664E+01,5.242E+02
kbd,4.183E+00,7.664E+01,5.242E+02,4.183E+00,7.664E+01,5.242E+02,4.183E+00,7.664E+01,5.242E+02,4.183E+00,7.664E+01,5.242E+02,4.183E+00,7.664E+01,5.242E+02
