,log10_var,log10_left_bound,log10_right_bound
beta,0.7176705030022621,0.571701872469914,0.9171105532530478
gammam,-0.6861327796308465,-0.8895000157961042,-0.5387214402570317
gammamRNA,-1.7258421507363202,-1.9299064937824562,-1.5794346133432562
gammad,-1.442492798094342,-3.3010299956639813,-1.0
alphaass,-1.2992962828549806,-1.5866942918402425,-0.8958038825152503
alphadiss,2.9079485216122722,2.5069695936317515,3.0
phi0,-1.4509967379742121,-1.6011148174343885,-1.2451513088084094
fm,-0.958607314841775,-3.0,2.0
fd,1.9211660506377388,1.7721854377766355,2.0
Km,-4.3223930472795065,-6.0,-3.180502204366645
Kd,-2.0570004066339593,-2.330391980002113,-1.6577352431107246
kbm,-2.595166283380062,-3.0,2.0
kbd,-2.202040356262804,-3.0,2.0
