,log10_var,log10_left_bound,log10_right_bound
beta,-1.0324520237811379,-1.134498099397971,-0.8288588313216388
gammam,-2.317854923626168,-2.528360630788405,-2.195624292888069
gammamRNA,-0.19044028536473223,-0.39073116345884806,-0.09278698070590655
gammad,-2.694648630553376,-3.3010299956639813,-2.3140146608001766
alphaass,-0.4775557664936802,-0.7184112018726097,-0.0485017575345144
alphadiss,2.7671558660821804,2.341940760721629,3.0
phi0,-0.15552282425431854,-0.2527901753190322,0.0475964221966359
fm,1.2405492482825997,-3.0,2.0
fd,1.9822712330395684,1.880095748768249,2.0
Km,-4.555955204081924,-6.0,-2.8472707907667347
Kd,-2.360513510731414,-2.52045188184185,-1.9598756968230389
kbm,-1.7375489102695705,-3.0,2.0
kbd,0.42651126136457523,-3.0,2.0
