,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.627E+00,7.903E+01,2.659E+02,3.058E+00,5.638E+01,3.442E+02,3.625E+00,4.212E+01,4.178E+02,4.419E+00,3.155E+01,4.916E+02,5.690E+00,2.280E+01,5.676E+02
gammam,5.793E+00,2.227E+01,5.756E+02,4.396E+00,3.150E+01,5.016E+02,3.554E+00,4.264E+01,4.281E+02,2.965E+00,5.778E+01,3.533E+02,2.521E+00,8.221E+01,2.721E+02
gammamRNA,5.680E+00,2.285E+01,5.671E+02,4.459E+00,3.117E+01,4.947E+02,3.684E+00,4.108E+01,4.243E+02,3.126E+00,5.413E+01,3.542E+02,2.698E+00,7.379E+01,2.810E+02
gammad,6.807E+00,1.828E+01,6.276E+02,6.251E+00,2.097E+01,5.420E+02,5.693E+00,2.486E+01,4.486E+02,5.133E+00,3.105E+01,3.498E+02,4.577E+00,4.284E+01,2.457E+02
alphaass,2.569E+00,7.842E+01,2.822E+02,3.010E+00,5.624E+01,3.597E+02,3.592E+00,4.197E+01,4.319E+02,4.418E+00,3.129E+01,5.030E+02,5.769E+00,2.238E+01,5.747E+02
alphadiss,5.852E+00,2.200E+01,5.778E+02,4.463E+00,3.087E+01,5.062E+02,3.621E+00,4.146E+01,4.349E+02,3.029E+00,5.557E+01,3.626E+02,2.582E+00,7.742E+01,2.851E+02
phi0,2.715E+00,7.261E+01,2.846E+02,3.150E+00,5.337E+01,3.577E+02,3.718E+00,4.050E+01,4.279E+02,4.512E+00,3.067E+01,4.987E+02,5.778E+00,2.238E+01,5.715E+02
fm,6.568E+00,1.922E+01,6.024E+02,6.568E+00,1.922E+01,6.024E+02,6.570E+00,1.922E+01,6.024E+02,6.582E+00,1.918E+01,6.025E+02,6.670E+00,1.891E+01,6.032E+02
fd,4.480E+00,6.221E+01,2.862E+02,4.798E+00,4.468E+01,3.677E+02,5.219E+00,3.329E+01,4.481E+02,5.826E+00,2.486E+01,5.308E+02,6.866E+00,1.791E+01,6.174E+02
Km,6.581E+00,1.916E+01,6.033E+02,6.587E+00,1.914E+01,6.033E+02,6.610E+00,1.908E+01,6.032E+02,6.703E+00,1.883E+01,6.026E+02,7.099E+00,1.785E+01,6.003E+02
Kd,3.899E+00,9.893E+01,3.805E+02,4.183E+00,6.702E+01,4.500E+02,4.568E+00,4.704E+01,5.046E+02,5.130E+00,3.299E+01,5.506E+02,6.093E+00,2.226E+01,5.905E+02
kbm,6.641E+00,1.899E+01,6.030E+02,6.641E+00,1.899E+01,6.030E+02,6.641E+00,1.899E+01,6.030E+02,6.641E+00,1.899E+01,6.030E+02,6.641E+00,1.899E+01,6.030E+02
kbd,6.641E+00,1.899E+01,6.030E+02,6.641E+00,1.899E+01,6.030E+02,6.641E+00,1.899E+01,6.030E+02,6.641E+00,1.899E+01,6.030E+02,6.641E+00,1.899E+01,6.030E+02
