,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.615E+01,1.456E+02,4.091E+02,1.762E+01,1.187E+02,4.674E+02,1.946E+01,9.835E+01,5.194E+02,2.189E+01,8.126E+01,5.680E+02,2.551E+01,6.553E+01,6.147E+02
gammam,2.685E+01,6.362E+01,5.940E+02,2.185E+01,8.295E+01,5.535E+02,1.881E+01,1.035E+02,5.097E+02,1.661E+01,1.282E+02,4.606E+02,1.490E+01,1.618E+02,4.019E+02
gammamRNA,2.430E+01,6.993E+01,6.017E+02,2.120E+01,8.538E+01,5.560E+02,1.901E+01,1.026E+02,5.081E+02,1.731E+01,1.234E+02,4.566E+02,1.592E+01,1.513E+02,3.981E+02
gammad,2.611E+01,5.148E+01,8.625E+02,2.330E+01,6.290E+01,7.534E+02,2.135E+01,7.629E+01,6.455E+02,1.982E+01,9.411E+01,5.369E+02,1.854E+01,1.219E+02,4.222E+02
alphaass,1.524E+01,1.605E+02,3.963E+02,1.683E+01,1.275E+02,4.572E+02,1.884E+01,1.036E+02,5.082E+02,2.156E+01,8.398E+01,5.540E+02,2.576E+01,6.602E+01,5.965E+02
alphadiss,2.506E+01,6.839E+01,5.911E+02,2.115E+01,8.637E+01,5.483E+02,1.856E+01,1.063E+02,5.020E+02,1.661E+01,1.309E+02,4.502E+02,1.506E+01,1.658E+02,3.875E+02
phi0,1.516E+01,1.776E+02,3.526E+02,1.670E+01,1.337E+02,4.336E+02,1.865E+01,1.062E+02,4.985E+02,2.128E+01,8.491E+01,5.573E+02,2.533E+01,6.612E+01,6.129E+02
fm,1.965E+01,9.672E+01,5.240E+02,1.968E+01,9.650E+01,5.243E+02,1.980E+01,9.573E+01,5.253E+02,2.023E+01,9.306E+01,5.290E+02,2.196E+01,8.379E+01,5.416E+02
fd,1.765E+01,1.454E+02,3.975E+02,1.881E+01,1.114E+02,4.796E+02,2.029E+01,8.841E+01,5.517E+02,2.237E+01,7.037E+01,6.194E+02,2.580E+01,5.434E+01,6.849E+02
Km,2.798E+01,4.624E+01,8.071E+02,2.511E+01,5.468E+01,7.541E+02,2.283E+01,6.541E+01,6.853E+02,2.083E+01,8.127E+01,5.954E+02,1.899E+01,1.097E+02,4.740E+02
Kd,1.732E+01,1.505E+02,4.144E+02,1.846E+01,1.168E+02,4.790E+02,1.994E+01,9.298E+01,5.328E+02,2.200E+01,7.398E+01,5.806E+02,2.535E+01,5.711E+01,6.243E+02
kbm,1.966E+01,9.666E+01,5.241E+02,1.966E+01,9.666E+01,5.241E+02,1.966E+01,9.666E+01,5.241E+02,1.966E+01,9.666E+01,5.241E+02,1.966E+01,9.666E+01,5.241E+02
kbd,1.966E+01,9.666E+01,5.241E+02,1.966E+01,9.666E+01,5.241E+02,1.966E+01,9.666E+01,5.241E+02,1.966E+01,9.666E+01,5.241E+02,1.966E+01,9.666E+01,5.241E+02
