,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.491E-01,3.589E+01,2.556E+02,3.229E-01,2.269E+01,3.713E+02,4.297E-01,1.504E+01,5.008E+02,5.971E-01,9.914E+00,6.507E+02,9.079E-01,6.106E+00,8.262E+02
gammam,9.085E-01,6.110E+00,8.185E+02,5.927E-01,1.001E+01,6.452E+02,4.243E-01,1.530E+01,4.960E+02,3.174E-01,2.327E+01,3.661E+02,2.438E-01,3.734E+01,2.492E+02
gammamRNA,8.762E-01,6.353E+00,8.127E+02,5.788E-01,1.029E+01,6.367E+02,4.168E-01,1.568E+01,4.868E+02,3.130E-01,2.384E+01,3.573E+02,2.411E-01,3.846E+01,2.409E+02
gammad,4.820E-01,1.280E+01,5.860E+02,4.820E-01,1.281E+01,5.832E+02,4.818E-01,1.284E+01,5.766E+02,4.813E-01,1.293E+01,5.612E+02,4.801E-01,1.313E+01,5.269E+02
alphaass,2.865E-01,2.890E+01,2.939E+02,3.654E-01,1.915E+01,4.131E+02,4.770E-01,1.312E+01,5.481E+02,6.470E-01,8.923E+00,7.040E+02,9.508E-01,5.714E+00,8.850E+02
alphadiss,9.117E-01,5.989E+00,8.669E+02,6.134E-01,9.521E+00,6.771E+02,4.472E-01,1.431E+01,5.151E+02,3.389E-01,2.155E+01,3.758E+02,2.629E-01,3.442E+01,2.523E+02
phi0,2.470E-01,3.653E+01,2.518E+02,3.198E-01,2.304E+01,3.669E+02,4.247E-01,1.528E+01,4.954E+02,5.883E-01,1.009E+01,6.440E+02,8.885E-01,6.255E+00,8.180E+02
fm,3.269E-01,2.043E+01,5.162E+02,3.270E-01,2.042E+01,5.163E+02,3.278E-01,2.036E+01,5.165E+02,3.334E-01,1.995E+01,5.184E+02,3.759E-01,1.729E+01,5.307E+02
fd,4.367E-01,2.780E+01,2.864E+02,4.663E-01,1.581E+01,4.688E+02,5.083E-01,9.667E+00,6.987E+02,5.729E-01,5.973E+00,9.957E+02,6.901E-01,3.542E+00,1.382E+03
Km,3.362E-01,1.820E+01,5.635E+02,3.436E-01,1.783E+01,5.628E+02,3.609E-01,1.703E+01,5.611E+02,4.051E-01,1.527E+01,5.573E+02,5.448E-01,1.152E+01,5.493E+02
Kd,4.050E-01,5.138E+01,3.827E+02,4.313E-01,2.672E+01,4.735E+02,4.702E-01,1.472E+01,5.403E+02,5.328E-01,8.119E+00,5.922E+02,6.542E-01,4.234E+00,6.336E+02
kbm,4.810E-01,1.298E+01,5.524E+02,4.810E-01,1.298E+01,5.524E+02,4.810E-01,1.298E+01,5.524E+02,4.810E-01,1.298E+01,5.524E+02,4.810E-01,1.298E+01,5.524E+02
kbd,4.810E-01,1.298E+01,5.524E+02,4.810E-01,1.298E+01,5.524E+02,4.810E-01,1.298E+01,5.524E+02,4.810E-01,1.298E+01,5.524E+02,4.810E-01,1.298E+01,5.524E+02
