,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.208E+00,4.899E+01,2.661E+02,1.406E+00,3.320E+01,3.651E+02,1.666E+00,2.371E+01,4.667E+02,2.033E+00,1.706E+01,5.751E+02,2.624E+00,1.188E+01,6.923E+02
gammam,2.654E+00,1.171E+01,6.924E+02,2.039E+00,1.700E+01,5.752E+02,1.662E+00,2.380E+01,4.663E+02,1.397E+00,3.359E+01,3.637E+02,1.196E+00,5.016E+01,2.630E+02
gammamRNA,2.718E+00,1.134E+01,7.062E+02,2.078E+00,1.650E+01,5.861E+02,1.692E+00,2.308E+01,4.753E+02,1.421E+00,3.242E+01,3.718E+02,1.217E+00,4.788E+01,2.713E+02
gammad,1.852E+00,1.941E+01,5.713E+02,1.848E+00,1.963E+01,5.506E+02,1.839E+00,2.016E+01,5.055E+02,1.817E+00,2.155E+01,4.172E+02,1.768E+00,2.579E+01,2.748E+02
alphaass,1.309E+00,4.716E+01,2.721E+02,1.508E+00,3.079E+01,3.843E+02,1.771E+00,2.153E+01,4.972E+02,2.145E+00,1.526E+01,6.152E+02,2.765E+00,1.046E+01,7.399E+02
alphadiss,2.769E+00,1.043E+01,7.405E+02,2.148E+00,1.523E+01,6.160E+02,1.774E+00,2.147E+01,4.981E+02,1.511E+00,3.068E+01,3.853E+02,1.311E+00,4.691E+01,2.733E+02
phi0,1.201E+00,4.984E+01,2.622E+02,1.401E+00,3.345E+01,3.630E+02,1.665E+00,2.374E+01,4.663E+02,2.039E+00,1.698E+01,5.766E+02,2.648E+00,1.173E+01,6.961E+02
fm,1.842E+00,1.995E+01,5.230E+02,1.848E+00,1.987E+01,5.233E+02,1.869E+00,1.962E+01,5.243E+02,1.940E+00,1.879E+01,5.274E+02,2.216E+00,1.614E+01,5.374E+02
fd,1.584E+00,4.487E+01,2.725E+02,1.706E+00,2.802E+01,4.036E+02,1.869E+00,1.890E+01,5.436E+02,2.107E+00,1.298E+01,6.990E+02,2.513E+00,8.670E+00,8.734E+02
Km,2.848E+00,6.929E+00,9.747E+02,2.418E+00,9.349E+00,8.507E+02,2.117E+00,1.280E+01,7.097E+02,1.878E+00,1.858E+01,5.508E+02,1.677E+00,3.081E+01,3.719E+02
Kd,1.530E+00,5.084E+01,3.247E+02,1.646E+00,3.219E+01,4.209E+02,1.804E+00,2.158E+01,5.065E+02,2.031E+00,1.464E+01,5.857E+02,2.415E+00,9.653E+00,6.601E+02
kbm,1.843E+00,1.994E+01,5.231E+02,1.843E+00,1.994E+01,5.231E+02,1.843E+00,1.994E+01,5.231E+02,1.843E+00,1.994E+01,5.231E+02,1.843E+00,1.994E+01,5.231E+02
kbd,1.843E+00,1.994E+01,5.231E+02,1.843E+00,1.994E+01,5.231E+02,1.843E+00,1.994E+01,5.231E+02,1.843E+00,1.994E+01,5.231E+02,1.843E+00,1.994E+01,5.231E+02
