,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,7.145E-01,5.765E+01,3.282E+02,8.888E-01,3.838E+01,4.536E+02,1.129E+00,2.675E+01,5.855E+02,1.486E+00,1.864E+01,7.299E+02,2.094E+00,1.237E+01,8.901E+02
gammam,2.117E+00,1.237E+01,8.433E+02,1.477E+00,1.892E+01,7.057E+02,1.109E+00,2.745E+01,5.754E+02,8.641E-01,3.978E+01,4.508E+02,6.881E-01,6.059E+01,3.275E+02
gammamRNA,2.187E+00,1.178E+01,9.080E+02,1.506E+00,1.832E+01,7.369E+02,1.126E+00,2.688E+01,5.837E+02,8.744E-01,3.943E+01,4.444E+02,6.951E-01,6.132E+01,3.116E+02
gammad,1.098E+00,2.842E+01,5.331E+02,1.089E+00,3.018E+01,4.605E+02,1.077E+00,3.291E+01,3.824E+02,1.061E+00,3.748E+01,3.005E+02,1.041E+00,4.642E+01,2.151E+02
alphaass,6.866E-01,6.152E+01,3.229E+02,8.537E-01,4.071E+01,4.431E+02,1.083E+00,2.838E+01,5.637E+02,1.418E+00,1.986E+01,6.893E+02,1.972E+00,1.337E+01,8.214E+02
alphadiss,2.155E+00,1.209E+01,8.515E+02,1.497E+00,1.857E+01,7.127E+02,1.122E+00,2.700E+01,5.811E+02,8.738E-01,3.919E+01,4.552E+02,6.956E-01,5.976E+01,3.306E+02
phi0,6.943E-01,6.148E+01,3.109E+02,8.665E-01,4.003E+01,4.394E+02,1.105E+00,2.760E+01,5.735E+02,1.458E+00,1.908E+01,7.203E+02,2.061E+00,1.260E+01,8.836E+02
fm,1.103E+00,2.767E+01,5.725E+02,1.103E+00,2.766E+01,5.726E+02,1.105E+00,2.761E+01,5.727E+02,1.115E+00,2.729E+01,5.739E+02,1.195E+00,2.515E+01,5.815E+02
fd,1.026E+00,4.755E+01,3.692E+02,1.098E+00,2.832E+01,5.623E+02,1.200E+00,1.805E+01,7.829E+02,1.353E+00,1.162E+01,1.043E+03,1.629E+00,7.175E+00,1.353E+03
Km,1.110E+00,2.658E+01,5.923E+02,1.110E+00,2.660E+01,5.919E+02,1.109E+00,2.671E+01,5.900E+02,1.105E+00,2.730E+01,5.791E+02,1.083E+00,3.104E+01,5.188E+02
Kd,9.605E-01,7.583E+01,4.168E+02,1.027E+00,4.244E+01,5.132E+02,1.124E+00,2.510E+01,5.846E+02,1.276E+00,1.486E+01,6.412E+02,1.563E+00,8.343E+00,6.874E+02
kbm,1.103E+00,2.767E+01,5.725E+02,1.103E+00,2.767E+01,5.725E+02,1.103E+00,2.767E+01,5.725E+02,1.103E+00,2.767E+01,5.725E+02,1.103E+00,2.767E+01,5.725E+02
kbd,1.103E+00,2.767E+01,5.725E+02,1.103E+00,2.767E+01,5.725E+02,1.103E+00,2.767E+01,5.725E+02,1.103E+00,2.767E+01,5.725E+02,1.103E+00,2.767E+01,5.725E+02
