,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,4.329E+00,8.741E+01,3.002E+02,4.923E+00,6.528E+01,3.644E+02,5.693E+00,5.017E+01,4.228E+02,6.761E+00,3.846E+01,4.789E+02,8.462E+00,2.841E+01,5.340E+02
gammam,7.998E+00,3.035E+01,5.266E+02,5.957E+00,4.301E+01,4.866E+02,4.752E+00,5.775E+01,4.427E+02,3.918E+00,7.676E+01,3.932E+02,3.296E+00,1.045E+02,3.339E+02
gammamRNA,8.525E+00,2.815E+01,5.355E+02,6.717E+00,3.883E+01,4.770E+02,5.609E+00,5.143E+01,4.174E+02,4.820E+00,6.814E+01,3.549E+02,4.216E+00,9.407E+01,2.844E+02
gammad,9.754E+00,2.182E+01,6.346E+02,8.464E+00,2.806E+01,5.428E+02,7.599E+00,3.576E+01,4.539E+02,6.933E+00,4.655E+01,3.662E+02,6.389E+00,6.452E+01,2.755E+02
alphaass,3.208E+00,1.108E+02,3.221E+02,3.813E+00,8.025E+01,3.849E+02,4.620E+00,6.006E+01,4.362E+02,5.778E+00,4.469E+01,4.813E+02,7.696E+00,3.171E+01,5.223E+02
alphadiss,7.576E+00,3.229E+01,5.205E+02,5.728E+00,4.518E+01,4.798E+02,4.597E+00,6.049E+01,4.350E+02,3.802E+00,8.061E+01,3.840E+02,3.205E+00,1.110E+02,3.216E+02
phi0,4.265E+00,9.102E+01,2.915E+02,4.861E+00,6.697E+01,3.587E+02,5.635E+00,5.103E+01,4.191E+02,6.713E+00,3.886E+01,4.768E+02,8.443E+00,2.850E+01,5.335E+02
fm,8.332E+00,2.898E+01,5.308E+02,8.332E+00,2.898E+01,5.308E+02,8.334E+00,2.897E+01,5.308E+02,8.343E+00,2.894E+01,5.309E+02,8.409E+00,2.869E+01,5.313E+02
fd,5.980E+00,8.422E+01,2.871E+02,6.418E+00,5.970E+01,3.643E+02,6.999E+00,4.435E+01,4.342E+02,7.832E+00,3.311E+01,5.019E+02,9.254E+00,2.386E+01,5.691E+02
Km,8.339E+00,2.892E+01,5.316E+02,8.330E+00,2.899E+01,5.306E+02,8.293E+00,2.930E+01,5.266E+02,8.146E+00,3.057E+01,5.101E+02,7.628E+00,3.646E+01,4.435E+02
Kd,5.636E+00,1.016E+02,3.238E+02,6.052E+00,7.068E+01,3.929E+02,6.602E+00,5.149E+01,4.484E+02,7.386E+00,3.771E+01,4.966E+02,8.688E+00,2.677E+01,5.397E+02
kbm,8.332E+00,2.898E+01,5.308E+02,8.332E+00,2.898E+01,5.308E+02,8.332E+00,2.898E+01,5.308E+02,8.332E+00,2.898E+01,5.308E+02,8.332E+00,2.898E+01,5.308E+02
kbd,8.332E+00,2.898E+01,5.308E+02,8.332E+00,2.898E+01,5.308E+02,8.332E+00,2.898E+01,5.308E+02,8.332E+00,2.898E+01,5.308E+02,8.332E+00,2.898E+01,5.308E+02
