,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,7.180E-01,1.738E+01,5.301E+02,8.480E-01,1.405E+01,5.987E+02,1.020E+00,1.123E+01,6.713E+02,1.265E+00,8.758E+00,7.484E+02,1.664E+00,6.463E+00,8.303E+02
gammam,1.330E+00,8.423E+00,7.103E+02,8.800E-01,1.348E+01,6.052E+02,6.343E-01,2.021E+01,5.012E+02,4.762E-01,3.013E+01,3.979E+02,3.661E-01,4.701E+01,2.926E+02
gammamRNA,1.365E+00,8.034E+00,7.733E+02,9.152E-01,1.280E+01,6.292E+02,6.685E-01,1.912E+01,5.001E+02,5.085E-01,2.843E+01,3.827E+02,3.961E-01,4.443E+01,2.718E+02
gammad,8.950E-01,1.152E+01,1.186E+03,8.788E-01,1.204E+01,1.008E+03,8.503E-01,1.310E+01,7.834E+02,8.022E-01,1.538E+01,5.380E+02,7.272E-01,2.133E+01,3.058E+02
alphaass,5.742E-01,2.311E+01,4.658E+02,6.981E-01,1.789E+01,5.330E+02,8.658E-01,1.374E+01,6.005E+02,1.109E+00,1.031E+01,6.685E+02,1.514E+00,7.309E+00,7.368E+02
alphadiss,1.305E+00,8.594E+00,7.068E+02,8.709E-01,1.364E+01,6.022E+02,6.292E-01,2.045E+01,4.979E+02,4.721E-01,3.062E+01,3.935E+02,3.623E-01,4.835E+01,2.860E+02
phi0,3.951E-01,4.466E+01,2.706E+02,5.061E-01,2.864E+01,3.807E+02,6.636E-01,1.931E+01,4.970E+02,9.049E-01,1.297E+01,6.247E+02,1.339E+00,8.210E+00,7.672E+02
fm,8.124E-01,1.483E+01,5.813E+02,8.124E-01,1.483E+01,5.813E+02,8.129E-01,1.482E+01,5.813E+02,8.160E-01,1.476E+01,5.816E+02,8.381E-01,1.432E+01,5.834E+02
fd,7.077E-01,3.709E+01,2.951E+02,7.579E-01,2.167E+01,4.466E+02,8.287E-01,1.354E+01,6.169E+02,9.378E-01,8.522E+00,8.149E+02,1.138E+00,5.125E+00,1.047E+03
Km,8.145E-01,1.464E+01,5.878E+02,8.143E-01,1.465E+01,5.872E+02,8.134E-01,1.474E+01,5.844E+02,8.088E-01,1.518E+01,5.696E+02,7.858E-01,1.786E+01,4.944E+02
Kd,6.567E-01,6.273E+01,3.948E+02,7.012E-01,3.419E+01,4.855E+02,7.658E-01,1.969E+01,5.525E+02,8.684E-01,1.135E+01,6.052E+02,1.063E+00,6.200E+00,6.477E+02
kbm,8.125E-01,1.483E+01,5.813E+02,8.125E-01,1.483E+01,5.813E+02,8.125E-01,1.483E+01,5.813E+02,8.125E-01,1.483E+01,5.813E+02,8.125E-01,1.483E+01,5.813E+02
kbd,8.125E-01,1.483E+01,5.813E+02,8.125E-01,1.483E+01,5.813E+02,8.125E-01,1.483E+01,5.813E+02,8.125E-01,1.483E+01,5.813E+02,8.125E-01,1.483E+01,5.813E+02
