,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.497E-01,4.189E+01,3.027E+02,3.280E-01,2.595E+01,4.597E+02,4.407E-01,1.706E+01,6.429E+02,6.157E-01,1.123E+01,8.639E+02,9.312E-01,6.986E+00,1.134E+03
gammam,9.542E-01,6.806E+00,1.139E+03,6.259E-01,1.101E+01,8.712E+02,4.464E-01,1.678E+01,6.502E+02,3.313E-01,2.554E+01,4.663E+02,2.518E-01,4.112E+01,3.084E+02
gammamRNA,9.598E-01,6.756E+00,1.152E+03,6.266E-01,1.099E+01,8.757E+02,4.456E-01,1.681E+01,6.500E+02,3.301E-01,2.569E+01,4.635E+02,2.504E-01,4.166E+01,3.041E+02
gammad,3.773E-01,2.115E+01,5.388E+02,3.769E-01,2.139E+01,5.153E+02,3.759E-01,2.198E+01,4.673E+02,3.736E-01,2.348E+01,3.808E+02,3.683E-01,2.790E+01,2.526E+02
alphaass,2.533E-01,4.081E+01,3.105E+02,3.332E-01,2.534E+01,4.693E+02,4.488E-01,1.665E+01,6.542E+02,6.294E-01,1.092E+01,8.762E+02,9.604E-01,6.741E+00,1.145E+03
alphadiss,9.316E-01,6.972E+00,1.127E+03,6.152E-01,1.122E+01,8.612E+02,4.401E-01,1.708E+01,6.416E+02,3.273E-01,2.605E+01,4.587E+02,2.491E-01,4.225E+01,3.009E+02
phi0,2.521E-01,4.109E+01,3.080E+02,3.313E-01,2.555E+01,4.658E+02,4.458E-01,1.680E+01,6.503E+02,6.241E-01,1.105E+01,8.730E+02,9.486E-01,6.844E+00,1.145E+03
fm,3.774E-01,2.109E+01,5.450E+02,3.775E-01,2.108E+01,5.450E+02,3.777E-01,2.107E+01,5.451E+02,3.790E-01,2.098E+01,5.455E+02,3.881E-01,2.039E+01,5.481E+02
fd,3.616E-01,3.369E+01,3.568E+02,3.810E-01,1.942E+01,5.859E+02,4.074E-01,1.207E+01,8.793E+02,4.452E-01,7.656E+00,1.264E+03,5.044E-01,4.799E+00,1.774E+03
Km,3.782E-01,2.070E+01,5.539E+02,3.781E-01,2.078E+01,5.521E+02,3.775E-01,2.105E+01,5.457E+02,3.755E-01,2.210E+01,5.227E+02,3.686E-01,2.667E+01,4.412E+02
Kd,3.440E-01,5.533E+01,4.190E+02,3.654E-01,2.774E+01,5.137E+02,3.974E-01,1.473E+01,5.809E+02,4.500E-01,7.812E+00,6.316E+02,5.542E-01,3.900E+00,6.708E+02
kbm,3.774E-01,2.109E+01,5.450E+02,3.774E-01,2.109E+01,5.450E+02,3.774E-01,2.109E+01,5.450E+02,3.774E-01,2.109E+01,5.450E+02,3.774E-01,2.109E+01,5.450E+02
kbd,3.774E-01,2.109E+01,5.450E+02,3.774E-01,2.109E+01,5.450E+02,3.774E-01,2.109E+01,5.450E+02,3.774E-01,2.109E+01,5.450E+02,3.774E-01,2.109E+01,5.450E+02
