,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,9.948E-02,3.594E+01,3.306E+02,1.387E-01,2.101E+01,5.233E+02,1.979E-01,1.309E+01,7.573E+02,2.941E-01,8.154E+00,1.049E+03,4.763E-01,4.776E+00,1.413E+03
gammam,4.832E-01,4.775E+00,1.234E+03,2.957E-01,8.201E+00,9.656E+02,1.976E-01,1.320E+01,7.273E+02,1.377E-01,2.122E+01,5.193E+02,9.824E-02,3.626E+01,3.366E+02
gammamRNA,4.785E-01,4.752E+00,1.417E+03,2.954E-01,8.115E+00,1.052E+03,1.987E-01,1.302E+01,7.602E+02,1.393E-01,2.088E+01,5.259E+02,9.992E-02,3.564E+01,3.330E+02
gammad,1.390E-01,1.986E+01,6.702E+02,1.389E-01,2.012E+01,6.299E+02,1.386E-01,2.074E+01,5.538E+02,1.380E-01,2.227E+01,4.309E+02,1.367E-01,2.674E+01,2.703E+02
alphaass,7.890E-02,5.970E+01,2.159E+02,8.811E-02,4.521E+01,2.777E+02,9.855E-02,3.614E+01,3.375E+02,1.104E-01,2.967E+01,3.982E+02,1.240E-01,2.474E+01,4.610E+02
alphadiss,4.841E-01,4.757E+00,1.237E+03,2.954E-01,8.197E+00,9.664E+02,1.971E-01,1.323E+01,7.263E+02,1.371E-01,2.136E+01,5.168E+02,9.765E-02,3.676E+01,3.326E+02
phi0,9.889E-02,3.635E+01,3.272E+02,1.391E-01,2.092E+01,5.252E+02,2.006E-01,1.287E+01,7.669E+02,3.023E-01,7.902E+00,1.070E+03,5.018E-01,4.515E+00,1.451E+03
fm,1.385E-01,2.105E+01,5.225E+02,1.385E-01,2.105E+01,5.225E+02,1.385E-01,2.105E+01,5.225E+02,1.387E-01,2.102E+01,5.226E+02,1.398E-01,2.081E+01,5.235E+02
fd,1.328E-01,5.160E+01,2.315E+02,1.341E-01,3.833E+01,3.054E+02,1.356E-01,3.008E+01,3.808E+02,1.372E-01,2.428E+01,4.609E+02,1.390E-01,1.995E+01,5.475E+02
Km,1.386E-01,2.084E+01,5.276E+02,1.385E-01,2.086E+01,5.270E+02,1.385E-01,2.099E+01,5.240E+02,1.383E-01,2.159E+01,5.101E+02,1.372E-01,2.489E+01,4.455E+02
Kd,1.321E-01,4.475E+01,4.295E+02,1.392E-01,1.978E+01,5.290E+02,1.501E-01,9.337E+00,5.959E+02,1.689E-01,4.408E+00,6.436E+02,2.076E-01,1.952E+00,6.785E+02
kbm,1.385E-01,2.105E+01,5.225E+02,1.385E-01,2.105E+01,5.225E+02,1.385E-01,2.105E+01,5.225E+02,1.385E-01,2.105E+01,5.225E+02,1.385E-01,2.105E+01,5.225E+02
kbd,1.385E-01,2.105E+01,5.225E+02,1.385E-01,2.105E+01,5.225E+02,1.385E-01,2.105E+01,5.225E+02,1.385E-01,2.105E+01,5.225E+02,1.385E-01,2.105E+01,5.225E+02
