,log10_var,log10_left_bound,log10_right_bound
beta,-1.8827287043442358,-1.9157112562474194,-1.871121546286447
gammam,-1.4473317838878068,-1.4624945594357774,-1.3936222059700953
gammamRNA,-1.7166987712964503,-1.7292310098580086,-1.682209431426476
gammad,-2.0861861476162833,-2.138386469212083,-1.997084940194635
alphaass,-0.23062267392386154,-0.34466457189361266,-0.20539831896343919
alphadiss,1.8704039052790271,1.8466226362102818,1.980716023904122
phi0,0.1903316981702915,0.15182977378839185,0.19981999858235838
fm,-0.8601209135987634,-3.0,1.25424581647376
fd,1.6138418218760693,1.5732904777384866,1.6289261257090355
Km,-4.251037138743839,-6.0,-3.1431097885707153
Kd,-2.889410289700751,-2.941050939188141,-2.8725904403606615
kbm,-1.5543957967264024,-3.0,2.0
kbd,-1.442492798094342,-3.0,2.0
