,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.226E+00,7.772E+01,2.827E+02,2.616E+00,5.455E+01,3.750E+02,3.130E+00,4.023E+01,4.648E+02,3.856E+00,2.977E+01,5.575E+02,5.032E+00,2.122E+01,6.556E+02
gammam,5.271E+00,2.010E+01,6.668E+02,3.952E+00,2.882E+01,5.666E+02,3.171E+00,3.942E+01,4.716E+02,2.629E+00,5.393E+01,3.796E+02,2.223E+00,7.754E+01,2.848E+02
gammamRNA,5.386E+00,1.957E+01,6.764E+02,4.066E+00,2.774E+01,5.790E+02,3.282E+00,3.743E+01,4.870E+02,2.736E+00,5.024E+01,3.986E+02,2.326E+00,6.963E+01,3.097E+02
gammad,3.502E+00,3.372E+01,5.318E+02,3.487E+00,3.435E+01,5.099E+02,3.456E+00,3.569E+01,4.695E+02,3.396E+00,3.869E+01,4.001E+02,3.284E+00,4.650E+01,2.929E+02
alphaass,2.289E+00,7.213E+01,3.024E+02,2.683E+00,5.198E+01,3.900E+02,3.202E+00,3.883E+01,4.761E+02,3.936E+00,2.898E+01,5.650E+02,5.124E+00,2.078E+01,6.584E+02
alphadiss,5.155E+00,2.063E+01,6.603E+02,3.947E+00,2.887E+01,5.661E+02,3.205E+00,3.877E+01,4.766E+02,2.682E+00,5.200E+01,3.898E+02,2.286E+00,7.236E+01,3.016E+02
phi0,2.262E+00,7.453E+01,2.929E+02,2.643E+00,5.348E+01,3.807E+02,3.142E+00,3.998E+01,4.667E+02,3.838E+00,2.996E+01,5.556E+02,4.935E+00,2.173E+01,6.493E+02
fm,3.490E+00,3.421E+01,5.148E+02,3.490E+00,3.420E+01,5.148E+02,3.492E+00,3.419E+01,5.148E+02,3.501E+00,3.407E+01,5.151E+02,3.567E+00,3.330E+01,5.173E+02
fd,3.098E+00,6.301E+01,3.163E+02,3.319E+00,4.239E+01,4.377E+02,3.614E+00,3.012E+01,5.639E+02,4.043E+00,2.158E+01,7.011E+02,4.774E+00,1.497E+01,8.530E+02
Km,3.496E+00,3.398E+01,5.173E+02,3.493E+00,3.410E+01,5.159E+02,3.481E+00,3.454E+01,5.110E+02,3.442E+00,3.617E+01,4.936E+02,3.311E+00,4.302E+01,4.314E+02
Kd,2.838E+00,9.169E+01,3.661E+02,3.046E+00,5.953E+01,4.384E+02,3.333E+00,4.028E+01,4.942E+02,3.760E+00,2.725E+01,5.405E+02,4.511E+00,1.766E+01,5.801E+02
kbm,3.490E+00,3.421E+01,5.148E+02,3.490E+00,3.421E+01,5.148E+02,3.490E+00,3.421E+01,5.148E+02,3.490E+00,3.421E+01,5.148E+02,3.490E+00,3.421E+01,5.148E+02
kbd,3.490E+00,3.421E+01,5.148E+02,3.490E+00,3.421E+01,5.148E+02,3.490E+00,3.421E+01,5.148E+02,3.490E+00,3.421E+01,5.148E+02,3.490E+00,3.421E+01,5.148E+02
