,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,4.061E+00,9.857E+01,2.878E+02,4.637E+00,7.149E+01,3.606E+02,5.380E+00,5.422E+01,4.249E+02,6.403E+00,4.128E+01,4.863E+02,7.995E+00,3.050E+01,5.467E+02
gammam,8.116E+00,2.998E+01,5.485E+02,6.028E+00,4.268E+01,5.047E+02,4.805E+00,5.748E+01,4.570E+02,3.961E+00,7.663E+01,4.036E+02,3.333E+00,1.048E+02,3.402E+02
gammamRNA,8.611E+00,2.778E+01,5.627E+02,6.754E+00,3.824E+01,5.026E+02,5.624E+00,5.039E+01,4.418E+02,4.822E+00,6.610E+01,3.788E+02,4.209E+00,8.930E+01,3.097E+02
gammad,9.702E+00,2.127E+01,7.079E+02,8.449E+00,2.716E+01,5.985E+02,7.590E+00,3.450E+01,4.938E+02,6.919E+00,4.496E+01,3.922E+02,6.362E+00,6.273E+01,2.892E+02
alphaass,6.196E+00,4.127E+01,5.093E+02,6.839E+00,3.660E+01,5.255E+02,7.651E+00,3.208E+01,5.413E+02,8.745E+00,2.756E+01,5.566E+02,1.045E+01,2.267E+01,5.716E+02
alphadiss,7.787E+00,3.143E+01,5.435E+02,5.871E+00,4.414E+01,4.995E+02,4.712E+00,5.914E+01,4.516E+02,3.901E+00,7.874E+01,3.978E+02,3.293E+00,1.080E+02,3.332E+02
phi0,4.171E+00,9.143E+01,3.044E+02,4.793E+00,6.686E+01,3.761E+02,5.612E+00,5.055E+01,4.410E+02,6.776E+00,3.806E+01,5.036E+02,8.729E+00,2.732E+01,5.654E+02
fm,7.996E+00,3.049E+01,5.468E+02,7.997E+00,3.049E+01,5.468E+02,8.004E+00,3.046E+01,5.468E+02,8.052E+00,3.026E+01,5.472E+02,8.400E+00,2.890E+01,5.496E+02
fd,5.946E+00,7.983E+01,3.127E+02,6.362E+00,5.829E+01,3.876E+02,6.906E+00,4.408E+01,4.571E+02,7.672E+00,3.345E+01,5.250E+02,8.922E+00,2.465E+01,5.929E+02
Km,8.037E+00,3.012E+01,5.516E+02,8.021E+00,3.027E+01,5.496E+02,7.967E+00,3.078E+01,5.428E+02,7.791E+00,3.260E+01,5.198E+02,7.284E+00,3.975E+01,4.429E+02
Kd,5.512E+00,1.055E+02,3.370E+02,5.925E+00,7.247E+01,4.102E+02,6.475E+00,5.219E+01,4.684E+02,7.271E+00,3.775E+01,5.186E+02,8.622E+00,2.636E+01,5.633E+02
kbm,7.998E+00,3.048E+01,5.468E+02,7.998E+00,3.048E+01,5.468E+02,7.998E+00,3.048E+01,5.468E+02,7.998E+00,3.048E+01,5.468E+02,7.998E+00,3.048E+01,5.468E+02
kbd,7.998E+00,3.048E+01,5.468E+02,7.998E+00,3.048E+01,5.468E+02,7.998E+00,3.048E+01,5.468E+02,7.998E+00,3.048E+01,5.468E+02,7.998E+00,3.048E+01,5.468E+02
