,beta,gammam,gammamRNA,gammad,alphaass,alphadiss,phi0,f1,f2,f3,f12,f13,f23,f123,kb1,kb2,kb3,ku1,ku2,ku3,bcoop12,bcoop13,bcoop23,bcoop123,ucoop12,ucoop13,ucoop23,ucoop123,DNAtot,taum,taumRNA,period,DNA0_min,DNA0_max,DNA1_min,DNA1_max,DNA2_min,DNA2_max,DNA3_min,DNA3_max,DNA12_min,DNA12_max,DNA23_min,DNA23_max,DNA13_min,DNA13_max,DNA123_min,DNA123_max,mRNA_min,mRNA_max,m_min,m_max,d_min,d_max,selected,monotonicity_type
3317,15.61,0.469,3.032,0.0005544,0.1773,264.1,0.5759,12.36,0.01433,0.04231,0.0036,62.64,0.5841,0.009537,0.02478,0.01217,0.0689,0.2594,0.08332,2.144,0.2225,2.636,3.421,1.114,9.04,0.09072,0.116,0.1711,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3318,9.79,0.376,0.9049,0.008586,0.02275,1.667,0.03822,0.01392,0.5178,0.04217,0.6686,0.01556,49.87,0.001648,0.001586,12.08,39.22,0.02343,0.01121,12.07,1.917,2.174,0.4955,8.506,0.1936,0.1129,1.326,2.829,1,0,0,340,1.33E-05,0.04074,7.28E-08,0.004927,0.04276,0.6092,0.0001288,0.002047,0.002608,0.4705,0.002245,0.3907,1.53E-05,0.002653,0.2018,0.8575,0.02089,0.8021,0.6244,16.23,0.008203,3.509,FALSE,1
3319,0.02737,0.5231,0.04358,0.002554,0.04526,1.6,1.149,36.21,0.01055,0.3403,0.01515,0.004554,1.008,41.18,1.58,0.0324,0.1467,1.503,0.01537,36.75,17.06,7.309,0.1518,3.759,0.07422,0.2614,8.961,6.792,1,0,0,297.4,0.2438,0.3801,0.01159,0.03257,0.02516,0.07241,4.28E-05,0.0001264,0.5519,0.6999,1.93E-07,1.93E-07,4.37E-05,0.0003891,2.01E-05,7.67E-05,20.11,38.25,1.061,1.986,0.03321,0.1093,FALSE,2
3320,21.29,0.08654,0.1773,0.002076,0.5396,505,0.01262,0.00139,0.302,0.1385,29.8,0.00338,25.71,0.426,31.97,30.17,0.0584,0.01139,55.35,0.01094,15.82,19.44,4.545,2.285,9.3,1.209,0.6091,2.181,1,0,0,334.7,0.006629,0.03371,0.3552,0.5904,6.85E-05,0.0001177,0.0006004,0.001525,0.002976,0.007044,3.21E-05,5.04E-05,0.3559,0.5592,0.01637,0.07716,0.009235,0.01779,2.349,4.286,0.005898,0.01962,FALSE,0
3321,1.271,0.2585,3.124,0.004432,0.0188,897.6,9.531,1.365,0.03791,52.33,0.01291,0.1082,0.1511,3.792,0.02594,0.09957,52.3,0.02334,0.01891,11.99,1.877,0.1395,2.329,0.1572,0.0663,0.2598,0.331,1.202,1,0,0,95.8,0.0463,0.5519,0.00709,0.01363,0.01482,0.4497,0.001891,0.3445,0.06839,0.2201,0.01435,0.5721,4.40E-05,0.01517,0.0005668,0.1349,1.431,56.44,7.61,209.2,0.001223,0.9164,FALSE,2
3322,9.933,0.6648,0.4331,0.01668,0.3052,810.7,1.852,62.9,0.003992,10.26,7.09,0.001166,0.005254,68.56,0.005199,0.004917,3.637,2.122,0.02584,12.17,0.1787,0.09008,14.35,0.2072,0.05673,12.12,0.1432,0.05819,1,0,0,59,0.1722,0.2241,0.0002676,0.0005177,0.02113,0.04598,0.03274,0.063,0.0001641,0.0002113,0.6963,0.7498,3.06E-07,1.33E-06,7.96E-05,0.0001607,2.464,3.74,36.89,55.61,0.5124,1.164,FALSE,2
3323,0.4068,0.135,0.2031,0.01173,0.02279,4.344,2.435,86.03,0.04286,0.5487,0.01631,0.7985,0.02347,0.007367,4.113,0.003299,0.005437,490.4,0.01812,2.441,0.5603,0.4801,11.42,0.2817,0.0695,0.1091,1.059,0.05817,1,0,0,96.2,0.02825,0.3821,0.00243,0.03353,0.03239,0.6061,0.0009579,0.007096,0.06191,0.1131,0.02018,0.04774,4.88E-05,0.005261,0.05155,0.8277,3.793,34.79,16.57,73.99,1.442,28.63,FALSE,1
3324,58.89,0.2005,9.832,0.001921,0.0109,0.2616,0.2762,0.02544,0.00146,1.586,33.43,0.0129,48.11,0.5963,0.005679,0.09505,59.23,0.01362,7.74,0.4741,0.2294,0.1821,0.7609,0.2165,0.1114,0.05083,0.3822,2.312,1,0,0,319.2,9.76E-05,9.76E-05,0.0001626,0.005218,1.21E-05,2.28E-05,0.122,0.2326,4.15E-05,5.02E-05,0.001431,0.03743,0.7465,0.8462,0.001351,0.04025,0.009655,0.05824,2.891,16.2,0.3499,10.82,FALSE,0
3325,7.857,0.1982,4.042,0.000634,0.0653,193.2,5.571,48.68,0.003741,0.08236,0.02708,2.808,0.00448,0.002722,1.292,0.03727,0.001694,17.44,0.02235,0.01481,0.4538,0.3038,2.942,18.37,0.1378,0.1559,7.242,8.241,1,0,0,49.7,0.07575,0.3196,0.00615,0.05475,0.2595,0.5786,0.009632,0.09816,0.04896,0.332,0.01855,0.07185,0.004924,0.01311,0.008013,0.2347,0.7181,3.956,32.56,125.5,0.3585,5.322,FALSE,1
3326,56.03,0.4326,0.188,0.01159,0.1505,270.1,0.07491,0.4778,3.155,0.1104,0.02911,0.002953,34.73,0.01048,1.275,14.62,0.9394,0.3777,0.4923,0.1245,0.6738,0.3127,2.705,15.74,0.07547,0.07492,4.532,0.06629,1,0,0,76.3,0.004971,0.03994,0.0005511,0.002489,0.004132,0.02424,0.001916,0.004858,0.004016,0.02032,0.0002116,0.004715,0.000335,0.005253,0.9219,0.9775,0.02186,0.09318,2.892,11.79,0.004678,0.07742,FALSE,0
3327,0.4278,0.3243,0.0139,0.05637,0.01804,0.01656,0.1146,0.002464,0.03364,0.03127,0.003864,89.56,0.01507,0.003332,0.5666,0.01992,18.43,0.2321,0.02368,312,0.4582,5.329,1.567,12.9,0.1013,0.05132,0.09316,0.05998,1,0,0,566.1,1.57E-06,0.02575,5.70E-06,0.005077,1.62E-06,0.004534,1.37E-07,0.0001904,2.84E-05,0.003087,2.56E-06,9.71E-05,3.78E-05,0.0105,0.9676,0.9999,0.146,2.677,0.1901,2.778,0.01429,1.588,FALSE,0
3328,0.7257,0.08361,3.852,0.00128,0.1646,41.32,0.3584,10.36,0.03848,0.4739,0.008106,31.29,38.12,0.005864,33.1,0.004731,7.892,24.01,0.0109,0.218,3.598,1.704,15.02,1.475,0.1994,0.1055,6.84,0.1354,1,0,0,345.8,0.009629,0.4509,0.001997,0.01149,5.47E-05,0.03058,0.05414,0.2419,0.0002324,0.005751,0.0007617,0.01824,0.01286,0.3757,0.3069,0.8126,0.1244,1.112,1.336,6.746,0.007279,0.1807,FALSE,0
3329,4.943,0.1876,0.1878,0.01199,0.05245,0.5545,0.06735,0.1934,0.01126,70.41,0.003344,93.17,3.159,0.001199,15.96,0.001968,0.01314,2.396,0.0209,1.75,2.568,13.02,2.581,4.115,0.2698,0.1645,0.2401,0.1161,1,0,0,149.2,7.34E-06,0.03011,0.0002527,0.03765,1.40E-06,0.01869,2.83E-07,2.96E-05,0.0006248,0.06422,7.92E-07,9.79E-05,0.0006849,0.02201,0.8807,0.9981,0.03074,0.6096,0.696,8.819,0.05154,7.062,FALSE,0
3330,1.463,0.8946,0.04782,0.03045,0.3248,785.2,0.1925,35.57,2.414,1.612,0.1921,0.001197,0.3467,1.84,4.283,0.3935,0.003258,1.454,5.741,0.01523,3.636,15.15,3.116,0.9034,5.592,0.05313,0.3751,19.72,1,0,0,353.8,0.0633,0.3973,0.006669,0.2271,0.0001474,0.005316,0.001089,0.09031,2.43E-06,0.006757,0.0003692,0.0005719,0.5441,0.8437,8.44E-05,0.009735,2.693,26.61,4.412,43.4,0.008055,0.7789,FALSE,2
3331,1.714,0.2068,0.7792,0.01136,0.01986,20.94,0.3617,49.95,5.067,0.001023,0.004158,0.02578,0.001065,0.01865,0.1291,0.06182,0.005366,0.1888,64.68,0.01194,0.2621,0.5753,0.7594,0.8661,0.6562,0.0967,0.1633,8.169,1,0,0,327.4,0.06899,0.8218,0.006024,0.5973,7.16E-06,0.001006,0.0151,0.2677,2.85E-08,0.001984,0.0006503,0.000803,0.03166,0.6056,2.05E-07,0.000797,0.4227,13.81,3.578,101.3,0.01239,9.725,FALSE,1
3332,4.758,0.2755,2.128,0.0008541,0.2712,1.294,0.1282,0.5385,0.01528,0.00127,0.001111,46.44,0.004512,0.00213,0.4761,0.008169,0.001376,0.04632,0.05199,0.248,7.913,16.43,0.07416,1.668,0.1015,0.2505,8.611,0.5302,1,0,0,282.2,0.007461,0.2206,0.08096,0.2998,0.0008873,0.008447,0.0001011,0.0001266,0.5128,0.8656,4.19E-08,4.19E-08,0.005938,0.0508,0.0004649,0.01026,0.03349,0.1476,0.6155,2.374,0.08277,1.177,FALSE,1
3333,3.33,0.4572,0.3134,0.01862,0.5692,38.61,0.1956,4.894,0.1012,11.16,0.07261,14.88,0.003402,1.044,0.4511,0.02876,1.091,1.268,0.02238,1.253,0.976,0.8128,0.9986,2.799,11.49,1.631,0.07349,0.155,1,0,0,88.5,0.1218,0.2267,0.0189,0.03788,0.06091,0.1637,0.04628,0.09292,0.001243,0.001486,0.5008,0.5925,0.002122,0.01255,0.03542,0.1204,0.565,1.031,4.146,7.348,0.2534,0.7955,FALSE,2
3334,0.2286,0.2204,0.9942,0.03033,0.1165,0.334,0.4446,0.05545,0.1885,0.01325,10.62,0.02309,0.002654,3.736,59.66,97.87,0.3608,613.4,0.1766,0.0462,18.59,1.767,0.05809,0.137,1.206,0.0626,0.09158,2.404,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0
3335,3.094,0.3583,1.117,0.005938,0.5952,3.406,0.02426,31.25,0.04774,0.1458,0.006824,0.03673,0.001435,75.13,17.51,0.00132,0.01844,4.079,592.6,0.0109,0.2233,16.52,0.1416,0.1706,0.6308,0.2528,0.1183,1.972,1,0,0,192.1,0.1893,0.5326,0.01643,0.2194,8.38E-09,1.15E-07,0.00905,0.1599,1.20E-10,3.61E-08,6.35E-09,6.42E-09,0.354,0.6745,5.19E-09,5.21E-09,0.02044,0.1549,0.2096,1.139,0.009066,0.2204,FALSE,2
3336,0.05033,0.3744,0.008864,0.005561,0.07859,92.51,6.03,0.1987,10.37,0.02559,78.54,0.007278,9.828,0.07985,0.01175,1.406,0.001006,0.03184,482.5,0.01695,14.53,0.7645,2.27,0.9939,1.261,0.1032,2.083,0.05887,1,0,0,516.5,0.004593,0.04285,0.02298,0.07763,0.0001756,0.0006613,0.002286,0.01752,0.007015,0.02397,0.0001125,0.0002486,0.08798,0.2424,0.6299,0.86,526.9,1015,70.72,135.9,4.249,15.69,FALSE,1
3337,0.4831,0.04047,0.04674,0.004464,0.02726,7.495,1.553,0.002738,29.5,0.00806,0.279,0.001179,28.99,0.01169,0.002951,0.7931,8.443,0.01149,2.755,0.01176,19.1,1.746,0.9505,0.0661,0.08213,0.4254,13.26,0.06354,1,0,0,302.1,5.12E-07,0.0002517,4.49E-07,4.50E-07,1.30E-06,4.71E-05,0.003237,0.1173,0.0003618,0.006041,0.0004013,0.007735,0.01596,0.2645,0.6476,0.9763,0.8334,6.656,11.62,58.01,0.491,12.23,TRUE,0
3338,53.23,0.1129,3.183,0.008931,0.01379,492.1,0.245,91.5,65.08,0.03425,2.168,0.02928,0.1161,0.4265,16.05,0.04326,0.006099,354,0.9907,0.03187,0.05298,0.3603,0.3267,0.09032,9.549,0.05759,14.2,1.395,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3339,0.06184,0.6679,0.07203,0.01634,0.0581,213.5,4.331,0.008194,54.2,0.7533,0.03119,5.71,0.008064,0.07513,0.004652,18.79,0.06605,0.04368,24.27,20.03,18.55,6.955,0.186,5.779,0.06305,0.08423,0.4366,0.08952,1,0,0,339.7,0.1307,0.9155,0.0002864,0.253,0.001482,0.2911,6.38E-06,0.001214,0.04268,0.08772,2.26E-08,0.0003743,3.18E-05,0.001722,0.005902,0.6729,38.17,768.8,3.598,70.52,0.003604,1.353,FALSE,2
3340,7.652,0.1162,0.3499,0.02458,0.02967,564,0.438,1.067,21.39,0.3348,44.72,0.04126,0.002746,1.92,16.63,9.565,0.001492,0.03326,177,0.01733,14.36,1.293,0.0618,0.262,7.405,0.08441,0.7443,0.06619,1,0,0,447.7,1.91E-06,0.01271,0.04372,0.4042,4.73E-06,4.38E-05,7.39E-07,0.002767,0.0008013,0.2718,1.57E-07,4.73E-07,0.2684,0.812,0.000926,0.4556,0.3795,16.01,25.89,953.1,0.03525,47.78,TRUE,1
3341,1.381,0.4571,0.1289,0.001384,0.03536,2.906,0.2732,0.3131,0.003591,0.6095,0.1497,41.73,8.146,0.008529,1.887,0.118,0.07183,0.1836,0.02102,1.925,0.07683,0.3423,0.1128,4.292,0.1415,0.09651,0.5999,1.575,1,0,0,246.3,0.0006121,0.2587,0.05085,0.4247,0.0107,0.3138,0.0002052,0.000454,0.5259,0.717,0.0006338,0.0008944,0.001339,0.1134,0.001313,0.3216,0.7418,9.456,2.301,27.43,0.06807,9.147,FALSE,1
3342,0.09762,0.01579,0.001951,0.01285,0.02557,229.2,0.02322,0.4657,0.2324,0.001211,0.1877,0.4718,5.257,0.01116,0.001732,0.001475,1.681,0.04716,0.0244,10.15,0.09401,3.008,7.676,0.2508,0.1193,0.1553,0.0967,0.06742,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3343,0.06088,0.2085,0.01599,0.004092,0.01553,0.9151,2.811,1.147,0.4664,3.416,0.004143,49.18,0.3645,0.002458,0.309,0.001068,0.219,0.3171,0.01936,16.95,2.297,13.11,6.899,2.122,0.05855,1.088,0.1581,0.06604,1,0,0,572.1,0.0008442,0.05383,0.0008869,0.02765,9.03E-06,0.02271,1.01E-05,0.0003785,0.00119,0.0683,1.76E-05,0.0008389,1.29E-05,0.008352,0.8771,0.9945,6.201,53.13,1.837,15,0.05905,3.799,FALSE,0
3344,1.701,0.6416,0.1523,0.004226,0.0204,2.995,2.162,0.004674,0.1249,1.763,0.5592,0.05936,88.57,0.001519,0.001607,0.03334,0.1698,0.1847,0.1236,0.3855,0.1442,1.892,0.3365,3.086,0.1473,0.1889,17.92,0.1356,1,0,0,81.2,0.000341,0.1764,0.00013,0.03365,0.009305,0.1711,0.01446,0.2936,0.0033,0.1144,0.0006075,0.05774,0.07181,0.274,0.2029,0.8855,5.198,62.38,14.32,139.5,1.412,132.2,FALSE,1
3345,0.02958,0.3236,0.01329,0.0008808,0.02834,108.3,0.4488,0.001025,0.6824,2.292,36.2,5.862,0.9242,0.01924,0.06857,0.5487,0.006541,0.03951,0.69,0.04792,6.781,0.0846,4.214,0.5819,0.05033,0.2279,0.05614,0.05987,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0
3346,2.271,0.01861,2.21,0.00119,0.8289,393.5,0.9811,0.006395,0.002489,0.1746,51.54,0.1046,0.02817,0.08764,21.67,0.5387,0.001084,4.237,117.4,0.02064,1.537,1.984,5.997,1.65,0.07092,0.09329,0.8377,0.09082,1,0,0,495,0.0008031,0.05574,0.0129,0.1231,1.16E-05,0.0001104,2.89E-05,0.009019,0.0009907,0.02672,4.55E-06,6.81E-05,0.01506,0.2257,0.6609,0.9585,0.06961,0.6483,10.43,47.71,0.2292,4.794,FALSE,0
3347,16.6,0.6215,0.3331,0.003606,0.1262,8.263,0.0261,0.08936,56.9,0.00752,0.02984,0.0051,0.01745,4.177,0.02037,2.224,0.008109,0.3828,19.95,0.0427,5.357,2.873,1.024,9.74,1.17,0.1301,7.47,6.916,1,0,0,109.4,0.1716,0.8614,0.03007,0.03743,0.005994,0.1574,0.06675,0.2275,0.0001924,0.07576,0.0002069,0.005102,0.02359,0.4355,0.000451,0.165,0.08097,0.7042,2.219,17.27,0.07678,4.543,FALSE,3
3348,6.792,0.1305,1.803,0.01621,0.03318,84,0.5584,0.1603,72.23,0.003373,2.62,0.4715,42.29,0.002506,0.002527,0.0151,3.076,0.02598,0.3907,41.24,12.95,1.103,0.8201,0.7884,2.81,0.1899,0.06353,0.1254,1,0,0,320,0.2577,0.9003,0.008944,0.2348,0.005495,0.03088,0.007342,0.101,0.001959,0.01771,0.0008248,0.08755,0.005024,0.0272,0.02005,0.5919,0.3653,1.913,19.4,93.39,0.1488,3.444,FALSE,1
3349,3.228,0.03435,0.2217,0.008174,0.01647,13.08,0.3744,0.02748,0.006744,11.04,30.05,93.13,0.008079,0.001545,1.131,20.71,0.001193,936.4,0.3306,0.01892,1.379,1.101,1.853,10.93,0.09003,1.999,0.5288,0.08803,1,0,0,227.2,6.77E-05,0.004577,8.10E-07,7.13E-06,0.04199,0.3695,2.03E-05,0.001296,0.004632,0.03328,0.05433,0.3102,1.65E-07,9.40E-07,0.3901,0.8805,0.2564,1.65,29.12,98.73,1.067,12.26,TRUE,3
3350,0.5367,0.2307,0.01248,0.00104,0.01833,0.006591,0.01828,9.896,0.003221,0.01701,7.811,25.65,5.124,0.04157,0.05005,0.0023,0.004009,27.83,0.137,0.03338,9.632,4.124,0.1174,2.509,0.05093,0.1302,0.1121,0.0977,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0
3351,0.2913,0.9957,0.2977,0.009984,0.3965,503.8,8.265,0.03925,52.94,0.007522,3.061,49.47,0.01014,1.103,0.003404,36.88,0.02099,261,210.1,0.0582,6.037,2.051,16.92,2.31,0.07506,0.3097,0.323,0.3197,1,0,0,73.5,0.2296,0.8341,2.46E-07,7.99E-06,0.003317,0.1118,0.02911,0.3549,1.19E-07,0.0001617,0.07387,0.6267,9.51E-07,6.52E-06,0.0001306,0.04621,21.37,161,6.332,46.14,0.0316,1.675,FALSE,3
3352,1.813,0.08101,1.06,0.01956,0.05469,81.3,0.05851,0.0664,6.162,0.001276,0.4159,0.002284,69.04,0.005225,0.01369,61.71,46.48,0.01007,5.3,0.5152,3.151,0.07198,3.597,1.707,1.281,2.282,16.69,0.05265,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3353,19.34,0.9282,7.935,0.034,0.4561,724.8,6.312,34.82,0.003451,0.02151,0.02068,91.51,0.2201,6.24,2.116,0.01054,1.059,3.035,0.01153,0.2864,0.115,0.05975,12.66,0.3931,0.3216,0.2778,0.2304,2.87,1,0,0,66.6,0.03757,0.1724,0.002724,0.02619,0.005225,0.1143,0.02354,0.1127,0.000731,0.00104,0.7058,0.8411,0.0001048,0.01186,0.0001534,0.004538,0.3213,1.701,6.768,34.95,0.02884,0.7687,FALSE,2
3354,2.463,0.5668,2.179,0.001473,0.01594,0.933,7.186,0.001343,0.00577,0.3168,40.88,0.009642,0.06124,0.1632,0.5133,7.641,0.0151,75.76,12.79,0.06117,1.285,6.516,1.309,0.1637,0.224,0.4045,0.733,0.2829,1,0,0,42.2,0.003147,0.2524,0.0003374,0.003238,0.02967,0.2863,0.004819,0.2532,0.004957,0.08618,0.1045,0.3576,0.01061,0.03665,0.09705,0.7982,1.522,11.89,7.526,35.52,1.026,20.43,TRUE,3
3355,6.199,0.14,0.1655,0.06755,0.01595,74.88,1.513,0.06527,0.3384,0.01655,0.003131,6.917,0.283,0.04493,0.1862,0.01488,26.41,1.069,0.01161,0.6915,2.396,0.1011,0.135,3.424,0.2396,0.7747,5.667,0.4013,1,0,0,304.6,0.002081,0.01484,0.001796,0.003344,0.007779,0.04577,0.3937,0.7349,0.0617,0.1275,0.03356,0.06275,0.01881,0.05401,0.09528,0.4151,1.736,3.741,75.87,158.4,1.225,5.341,FALSE,3
3356,68.11,0.9944,1.513,0.00073,0.04926,30.74,0.5715,1.044,4.884,0.882,10.78,0.01439,26.45,0.005057,0.004554,0.01781,3.34,0.01762,0.6476,0.1151,1.483,1.168,1.454,0.6259,1.246,3.966,2.058,0.06357,1,0,0,63.5,0.004051,0.01419,0.003602,0.01163,0.0005726,0.0006783,0.5919,0.7331,0.0004277,0.001017,0.02289,0.06196,0.1404,0.1804,0.07237,0.1728,0.4729,0.8339,32.48,56.93,1.691,5.193,FALSE,1
3357,5.609,0.04369,0.1242,0.007818,0.5944,65.74,0.01323,0.2355,0.03917,0.4519,0.5378,81.11,6.092,0.0261,82.71,0.003896,0.02496,15.48,0.02657,2.391,1.014,0.6112,1.544,1.901,0.7014,0.1428,0.3673,0.05002,1,0,0,305.9,0.0003728,0.1433,0.01586,0.3937,0.0001507,0.06152,3.19E-05,0.0006952,0.01363,0.1102,5.85E-05,0.002056,0.001512,0.05926,0.4223,0.9604,0.02981,0.4889,5.017,36.75,0.2277,12.21,FALSE,1
3358,79.52,0.4389,1.736,0.08544,0.0195,811,0.5746,0.005229,12.48,42.89,0.3173,0.01784,0.005263,0.05186,10.72,0.04446,39.06,0.01191,39.06,4.899,0.4968,1.631,0.1393,0.1722,3.477,0.6654,0.7212,0.05253,1,0,0,24.7,0.05173,0.09561,0.6719,0.8123,5.81E-07,1.46E-06,0.004145,0.009996,8.33E-07,2.17E-06,5.89E-09,4.17E-08,0.1002,0.2603,6.54E-08,5.30E-07,0.08567,0.1677,16.21,28.72,0.006326,0.01982,FALSE,2
3359,0.03652,0.153,0.01499,0.001034,0.1306,3.235,0.2038,0.3083,0.02908,0.03689,0.05748,53.82,2.048,0.0121,0.01788,0.001076,0.3488,0.03111,0.531,1.225,0.1324,0.4827,1.464,1.078,0.119,5.313,0.1112,0.08259,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3360,1.239,0.4707,0.3627,0.0007576,0.5161,7.599,0.08136,93.45,0.005878,0.01122,1.146,0.002635,0.0127,0.007256,0.05656,0.00334,0.05336,0.2672,0.4396,0.3248,4.939,0.39,5.823,5.407,11.82,0.06579,0.05026,0.1866,1,0,0,119.1,0.1777,0.5237,0.02728,0.115,0.002479,0.002697,0.02491,0.08596,4.42E-05,0.0006088,0.01738,0.08496,0.02696,0.1162,0.2815,0.6439,0.6549,2.446,1.827,6.019,0.2292,2.455,FALSE,1
3361,0.09877,0.01363,4.158,0.05433,0.02344,0.01117,2.278,0.02949,0.01127,1.368,0.1804,0.03096,38.45,0.001411,0.02777,3.801,0.6098,0.01623,561.8,0.3407,3.522,0.111,16.6,0.1938,0.07212,0.2453,0.1174,0.1205,1,0,0,396.8,0.05836,0.09338,0.04273,0.07544,0.0002013,0.0002669,0.05355,0.07018,0.00798,0.009665,0.02019,0.0362,0.01766,0.02594,0.7094,0.782,0.514,0.8516,0.9903,1.297,0.3719,0.5803,FALSE,0
3362,0.8914,0.7651,0.3515,0.01258,0.4583,377.1,8.447,0.001019,0.1725,61.52,0.04513,0.09969,1.223,0.01982,0.005064,0.004246,0.1102,4.373,29.73,10.63,4.38,11.5,5.257,3.579,0.05514,0.198,0.1145,0.2067,1,0,0,54.6,0.2463,0.7852,0.002319,0.003622,9.68E-05,0.0007748,0.004696,0.0607,6.90E-05,0.001206,0.0004523,0.001643,0.004026,0.0148,0.1809,0.7188,20.04,95.92,23.76,107,0.6865,13.92,FALSE,1
3363,0.07335,0.4752,0.3742,0.00238,0.06081,1.647,0.9156,0.01117,0.001055,64.18,75.5,20.65,0.007552,0.00109,0.0371,0.2767,56.72,12.32,0.01825,3.741,0.1543,0.919,15.69,7.183,0.3099,12.13,0.06797,0.9788,1,0,0,121.4,0.06756,0.1646,1.58E-06,8.63E-06,0.007915,0.05167,0.008159,0.04245,3.79E-07,3.81E-07,0.7858,0.8983,8.66E-09,2.87E-07,3.03E-06,2.30E-05,1.564,6.823,0.2581,0.9992,0.004483,0.03157,FALSE,0
3364,0.191,0.2637,0.4106,0.05608,0.03309,293.7,4.153,1.162,0.003035,70.81,0.001546,0.001339,0.1817,14.19,0.01833,0.01647,41.99,358.8,0.01092,17.15,1.931,2.089,18.65,0.2535,2.544,0.7765,0.6642,0.05253,1,0,0,122,0.0204,0.6053,1.29E-08,6.88E-06,0.007531,0.6861,0.0006333,0.3262,2.04E-08,5.19E-07,0.03605,0.9188,7.21E-11,4.35E-05,1.49E-08,0.0006386,3.338,203.1,2.652,115.9,0.0008185,1.512,FALSE,2
3365,3.461,0.06071,4.513,0.001148,0.4296,123.6,0.05699,0.004899,0.01407,0.09787,0.06637,0.0981,40.56,0.6944,0.06489,1.69,1.652,0.1111,0.06431,0.9683,0.7648,1.252,3.061,3.241,0.9005,0.5154,0.4853,0.06165,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0
3366,0.6973,0.2553,1.317,0.009713,0.03988,0.7108,2.982,4.965,0.03914,3.136,0.03167,0.02745,10.07,0.008902,0.001384,33.52,5.704,0.283,1.089,15.58,6.186,1.874,2.648,16.56,0.5046,0.07722,2.56,0.4127,1,0,0,106.8,0.005803,0.0838,6.24E-06,0.0005882,0.1401,0.364,0.001665,0.004335,0.00214,0.02046,0.007084,0.07543,5.03E-05,0.0004833,0.5444,0.816,0.3457,1.798,1.134,4.184,0.0905,0.9238,FALSE,0
3367,0.02548,0.7866,0.00578,0.001501,0.01548,95.72,0.4751,52.82,0.00345,18.89,0.00273,49.94,0.3514,0.1891,40.96,0.3027,35.56,5.142,0.01409,0.3932,1.909,6.422,19.42,1.681,1.562,0.1868,0.06819,0.2217,1,0,0,920.6,0.09244,0.1847,0.001185,0.002222,0.002483,0.007755,0.01383,0.0246,5.07E-05,8.19E-05,0.1336,0.2179,0.0046,0.01265,0.5837,0.7309,79.33,112,2.571,3.625,0.001076,0.002115,FALSE,0
3368,0.8511,0.3064,0.1732,0.01953,0.01145,694,0.3527,61.11,0.04377,0.02078,54.31,0.8773,2.04,0.003694,12.74,0.02043,0.04538,1.253,0.03933,0.2423,0.3895,1.427,6.303,13.45,0.06051,0.4125,0.1379,0.4098,1,0,0,306.5,0.2028,0.3947,0.04893,0.2238,0.001591,0.0226,0.001198,0.002972,0.006283,0.02892,0.0007055,0.005336,0.0006253,0.01059,0.4825,0.5912,10.03,28.87,27.92,80,0.01286,0.1056,FALSE,0
3369,23.95,0.2053,0.508,0.007278,0.5406,14.78,0.01043,0.4547,0.299,0.004617,0.2382,86.07,0.03345,97.78,14.19,0.01434,0.1621,0.1593,0.02035,3.732,0.6466,11.47,0.4053,0.1653,0.08481,3.72,17.96,1.128,1,0,0,330.6,1.49E-05,0.06548,0.0242,0.3827,5.62E-05,0.04456,1.18E-05,3.90E-05,0.5837,0.9405,1.06E-06,1.06E-06,0.0003132,0.1741,8.58E-06,0.008414,0.006445,0.3142,0.8103,24.6,0.02422,22.13,FALSE,0
3370,4.021,0.3323,0.4775,0.002884,0.01532,111.3,1.467,0.003932,2.008,32.61,0.3951,0.05718,0.03506,0.01807,0.002768,0.0219,4.226,0.1138,77.44,47.14,0.3991,3.377,0.3654,2.4,18.28,0.112,0.2316,0.1422,1,0,0,68.5,0.1136,0.8083,0.008531,0.1968,6.33E-05,0.001168,0.0201,0.3705,2.80E-07,1.65E-06,3.10E-06,0.002798,0.09212,0.7241,6.79E-06,0.002103,3.939,35.93,49.5,388.3,0.3375,20.76,FALSE,1
3371,0.02451,0.5709,0.111,0.001614,0.2682,1.118,4.828,0.001323,0.01621,82.39,0.001635,0.002178,89.14,11.37,0.01204,0.01352,13.92,0.01118,0.06927,150,0.8736,0.1141,0.2317,0.8438,0.2396,0.0516,2.637,6.315,1,0,0,125.7,0.01422,0.2533,0.09355,0.3936,0.0254,0.02819,0.004771,0.06097,0.2712,0.6361,6.59E-05,0.00511,0.02522,0.2528,0.0002697,0.01684,24.98,201.9,1.129,7.143,0.3148,12.19,FALSE,3
