,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.102E+01,1.300E+02,3.542E+02,1.261E+01,1.013E+02,4.469E+02,1.457E+01,8.225E+01,5.350E+02,1.713E+01,6.718E+01,6.244E+02,2.090E+01,5.362E+01,7.172E+02
gammam,2.074E+01,5.669E+01,6.347E+02,1.666E+01,7.113E+01,5.775E+02,1.383E+01,8.732E+01,5.156E+02,1.166E+01,1.080E+02,4.473E+02,9.902E+00,1.391E+02,3.669E+02
gammamRNA,2.084E+01,5.381E+01,7.159E+02,1.722E+01,6.679E+01,6.269E+02,1.472E+01,8.111E+01,5.412E+02,1.280E+01,9.891E+01,4.567E+02,1.124E+01,1.245E+02,3.691E+02
gammad,2.652E+01,3.174E+01,3.302E+03,2.489E+01,3.405E+01,2.946E+03,2.292E+01,3.757E+01,2.397E+03,2.047E+01,4.359E+01,1.713E+03,1.751E+01,5.555E+01,1.037E+03
alphaass,1.005E+01,1.353E+02,3.753E+02,1.185E+01,1.057E+02,4.542E+02,1.408E+01,8.558E+01,5.220E+02,1.700E+01,6.963E+01,5.835E+02,2.130E+01,5.518E+01,6.404E+02
alphadiss,2.110E+01,5.573E+01,6.384E+02,1.692E+01,6.994E+01,5.822E+02,1.407E+01,8.567E+01,5.217E+02,1.187E+01,1.054E+02,4.550E+02,1.010E+01,1.343E+02,3.777E+02
phi0,1.100E+01,1.305E+02,3.528E+02,1.263E+01,1.010E+02,4.482E+02,1.467E+01,8.153E+01,5.389E+02,1.735E+01,6.618E+01,6.309E+02,2.141E+01,5.225E+01,7.267E+02
f1,1.451E+01,8.268E+01,5.328E+02,1.451E+01,8.268E+01,5.328E+02,1.451E+01,8.268E+01,5.328E+02,1.451E+01,8.268E+01,5.328E+02,1.452E+01,8.267E+01,5.328E+02
f2,1.448E+01,8.273E+01,5.327E+02,1.448E+01,8.273E+01,5.327E+02,1.448E+01,8.273E+01,5.327E+02,1.448E+01,8.272E+01,5.327E+02,1.452E+01,8.267E+01,5.328E+02
f3,2.493E-02,1.123E+02,5.268E+02,2.664E-02,1.122E+02,5.268E+02,3.612E-02,1.119E+02,5.269E+02,1.487E-01,1.103E+02,5.273E+02,2.116E+00,1.033E+02,5.289E+02
f12,1.451E+01,8.269E+01,5.327E+02,1.451E+01,8.269E+01,5.327E+02,1.451E+01,8.269E+01,5.327E+02,1.451E+01,8.268E+01,5.328E+02,1.452E+01,8.262E+01,5.328E+02
f13,1.451E+01,8.269E+01,5.327E+02,1.452E+01,8.264E+01,5.328E+02,1.455E+01,8.239E+01,5.330E+02,1.472E+01,8.111E+01,5.343E+02,1.566E+01,7.465E+01,5.404E+02
f23,1.446E+01,8.312E+01,5.323E+02,1.447E+01,8.302E+01,5.324E+02,1.452E+01,8.260E+01,5.328E+02,1.475E+01,8.085E+01,5.345E+02,1.586E+01,7.341E+01,5.416E+02
f123,1.410E+01,1.091E+02,4.056E+02,1.458E+01,7.992E+01,5.505E+02,1.521E+01,6.188E+01,6.998E+02,1.611E+01,4.871E+01,8.619E+02,1.758E+01,3.793E+01,1.041E+03
kb1,1.386E+01,1.361E+02,4.303E+02,1.426E+01,9.613E+01,5.045E+02,1.482E+01,7.143E+01,5.578E+02,1.565E+01,5.386E+01,5.990E+02,1.708E+01,4.006E+01,6.321E+02
kb2,,,,,,,,,,1.916E+00,6.479E+00,6.568E+02,1.228E+00,6.747E+00,6.570E+02
