,log10_var,log10_left_bound,log10_right_bound
beta,-1.6595558851598817,-1.8324376622271292,-1.5317670183705627
gammam,-2.0888423912600236,-2.263243652307909,-1.7502214567393557
gammamRNA,-2.416801226031377,-2.548932198258643,-2.246628508719268
gammad,-2.237321436272564,-3.3010299956639813,-1.9618240852275008
alphaass,-0.4710832997223453,-1.1429705215240489,-0.12881183976782878
alphadiss,1.658964842664435,1.3177320661020984,2.332101630623889
phi0,-1.0931264652779296,-1.2667077277833259,-0.9663941988255549
f1,-0.9030899869919435,-3.0,-0.021389805395757557
f2,-2.9507819773298185,-3.0,0.8444952220880599
f3,-0.41005039867429227,-3.0,0.6490537804306213
f12,-0.7544873321858502,-3.0,-0.20305187994161256
f13,-1.8210230527068305,-3.0,-0.30231564796886173
f23,-0.39040559077477993,-3.0,2.0
f123,1.503790683057181,1.3322595925891827,1.7325121650855118
kb1,-0.13608262304213956,-2.3651276908501613,2.0
kb2,-0.038578905933551705,-0.40586452990468347,0.41134182916506423
kb3,1.0569048513364727,0.6963791272430948,1.7089667314671146
ku1,-0.11182050608167508,-2.0,2.115683821025618
ku2,0.9106244048892013,-2.0,1.2819782704264724
ku3,1.7737864449811935,1.121481561424874,2.1330286974281094
bcoop12,0.9689496809813426,0.600964694337667,1.3010299956639813
bcoop23,-0.494850021680094,-0.7184389988396878,-0.26685744135320943
bcoop13,-0.494850021680094,-0.8570011818681684,1.3010299956639813
bcoop123,-0.059981844992336796,-0.27813484022758683,0.17128383886918597
ucoop12,0.5646660642520893,0.1820526144646139,0.9299716083509576
ucoop23,0.9863237770507653,0.7584818973467573,1.2076015870131829
ucoop13,-0.6401645176601121,-1.2726334321560024,-0.2799819419456807
ucoop123,0.1643528557844371,-0.06747529063611345,0.38191996458950617
