,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,8.849E-01,5.481E+01,5.106E+02,1.034E+00,3.139E+01,7.627E+02,1.224E+00,1.960E+01,1.038E+03,1.487E+00,1.261E+01,1.349E+03,1.910E+00,7.965E+00,1.705E+03
gammam,2.018E+00,9.740E+00,8.252E+02,1.504E+00,1.609E+01,7.613E+02,1.189E+00,2.585E+01,6.833E+02,9.630E-01,4.225E+01,5.869E+02,7.896E-01,7.393E+01,4.623E+02
gammamRNA,1.898E+00,8.046E+00,1.697E+03,1.483E+00,1.268E+01,1.345E+03,1.223E+00,1.966E+01,1.036E+03,1.034E+00,3.139E+01,7.628E+02,8.859E-01,5.456E+01,5.123E+02
gammad,1.029E+00,1.720E+01,5.424E+03,1.016E+00,1.855E+01,3.746E+03,9.963E-01,2.103E+01,2.441E+03,9.675E-01,2.604E+01,1.467E+03,9.267E-01,3.885E+01,7.561E+02
alphaass,7.878E-01,7.448E+01,4.606E+02,9.598E-01,4.261E+01,5.851E+02,1.183E+00,2.611E+01,6.815E+02,1.494E+00,1.629E+01,7.595E+02,1.997E+00,9.902E+00,8.234E+02
alphadiss,2.220E+00,8.430E+00,8.395E+02,1.669E+00,1.333E+01,7.877E+02,1.302E+00,2.133E+01,7.168E+02,1.031E+00,3.577E+01,6.212E+02,8.198E-01,6.574E+01,4.894E+02
phi0,8.778E-01,5.677E+01,4.971E+02,1.027E+00,3.199E+01,7.530E+02,1.220E+00,1.979E+01,1.032E+03,1.486E+00,1.263E+01,1.348E+03,1.917E+00,7.914E+00,1.710E+03
f1,8.871E-01,4.958E+01,5.546E+02,8.872E-01,4.958E+01,5.546E+02,8.881E-01,4.955E+01,5.546E+02,8.939E-01,4.941E+01,5.547E+02,9.353E-01,4.843E+01,5.555E+02
f2,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02,9.093E-01,4.904E+01,5.550E+02,9.094E-01,4.904E+01,5.550E+02
f3,8.993E-01,4.928E+01,5.548E+02,9.115E-01,4.899E+01,5.551E+02,9.470E-01,4.817E+01,5.557E+02,1.060E+00,4.587E+01,5.574E+02,1.531E+00,3.924E+01,5.620E+02
f12,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02
f13,9.073E-01,5.162E+01,5.340E+02,9.378E-01,2.764E+01,8.347E+02,9.794E-01,1.644E+01,1.173E+03,1.039E+00,1.022E+01,1.567E+03,1.133E+00,6.433E+00,2.030E+03
f23,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02,9.093E-01,4.903E+01,5.551E+02
f123,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02
kb1,9.036E-01,5.572E+01,5.251E+02,9.422E-01,2.806E+01,6.803E+02,9.976E-01,1.566E+01,7.973E+02,1.084E+00,9.094E+00,8.897E+02,1.241E+00,5.245E+00,9.642E+02
kb2,9.092E-01,4.904E+01,5.551E+02,9.092E-01,4.905E+01,5.545E+02,9.092E-01,4.912E+01,5.513E+02,9.088E-01,4.952E+01,5.324E+02,9.067E-01,5.217E+01,4.368E+02
kb3,7.034E+00,7.588E+01,4.918E+02,4.234E+00,5.626E+01,5.373E+02,2.225E+00,5.083E+01,5.506E+02,1.094E+00,4.922E+01,5.546E+02,5.221E-01,4.873E+01,5.558E+02
ku1,1.250E+00,5.133E+00,9.667E+02,1.087E+00,8.963E+00,8.920E+02,9.987E-01,1.551E+01,7.990E+02,9.425E-01,2.794E+01,6.812E+02,9.035E-01,5.586E+01,5.245E+02
ku2,9.059E-01,5.335E+01,4.057E+02,9.085E-01,4.991E+01,5.155E+02,9.091E-01,4.923E+01,5.459E+02,9.092E-01,4.908E+01,5.531E+02,9.092E-01,4.905E+01,5.547E+02
ku3,6.789E-02,4.853E+01,5.563E+02,2.176E-01,4.857E+01,5.562E+02,6.915E-01,4.886E+01,5.555E+02,2.096E+00,5.060E+01,5.511E+02,5.439E+00,6.201E+01,5.236E+02
bcoop12,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.549E+02,9.092E-01,4.904E+01,5.547E+02
bcoop23,9.092E-01,4.904E+01,5.548E+02,9.092E-01,4.905E+01,5.543E+02,9.092E-01,4.907E+01,5.529E+02,9.092E-01,4.913E+01,5.492E+02,9.092E-01,4.930E+01,5.392E+02
bcoop13,9.165E-01,4.162E+01,5.930E+02,9.535E-01,2.262E+01,7.261E+02,1.007E+00,1.320E+01,8.298E+02,1.089E+00,7.926E+00,9.132E+02,1.239E+00,4.707E+00,9.810E+02
bcoop123,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.549E+02,9.092E-01,4.904E+01,5.547E+02
ucoop12,9.092E-01,4.904E+01,5.549E+02,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02
ucoop23,9.092E-01,4.908E+01,5.523E+02,9.092E-01,4.905E+01,5.541E+02,9.092E-01,4.904E+01,5.548E+02,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.551E+02
ucoop13,1.229E+00,4.834E+00,9.780E+02,1.076E+00,8.448E+00,9.036E+02,9.940E-01,1.467E+01,8.106E+02,9.418E-01,2.658E+01,6.923E+02,9.058E-01,5.349E+01,5.346E+02
ucoop123,9.092E-01,4.904E+01,5.549E+02,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02,9.092E-01,4.904E+01,5.550E+02
