,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,5.867E-01,4.791E+01,2.453E+02,9.348E-01,3.631E+01,4.180E+02,1.493E+00,2.881E+01,6.809E+02,2.403E+00,2.296E+01,1.090E+03,3.976E+00,1.769E+01,1.728E+03
gammam,4.020E+00,1.761E+01,1.677E+03,2.413E+00,2.294E+01,1.076E+03,1.490E+00,2.884E+01,6.770E+02,9.272E-01,3.645E+01,4.157E+02,5.782E-01,4.832E+01,2.427E+02
gammamRNA,3.982E+00,1.768E+01,1.731E+03,2.399E+00,2.298E+01,1.088E+03,1.486E+00,2.887E+01,6.778E+02,9.280E-01,3.645E+01,4.147E+02,5.808E-01,4.825E+01,2.422E+02
gammad,1.195E+00,3.213E+01,5.334E+02,1.191E+00,3.239E+01,4.995E+02,1.182E+00,3.304E+01,4.347E+02,1.160E+00,3.469E+01,3.341E+02,1.112E+00,3.931E+01,2.146E+02
alphaass,5.869E-01,4.781E+01,2.473E+02,9.368E-01,3.625E+01,4.204E+02,1.499E+00,2.877E+01,6.809E+02,2.416E+00,2.292E+01,1.077E+03,4.004E+00,1.765E+01,1.671E+03
alphadiss,3.996E+00,1.767E+01,1.669E+03,2.412E+00,2.294E+01,1.075E+03,1.497E+00,2.878E+01,6.800E+02,9.358E-01,3.627E+01,4.199E+02,5.863E-01,4.784E+01,2.470E+02
phi0,5.837E-01,4.808E+01,2.438E+02,9.298E-01,3.641E+01,4.156E+02,1.485E+00,2.889E+01,6.771E+02,2.389E+00,2.303E+01,1.084E+03,3.950E+00,1.776E+01,1.719E+03
f1,1.117E+00,3.429E+01,5.418E+02,1.117E+00,3.428E+01,5.418E+02,1.120E+00,3.418E+01,5.418E+02,1.138E+00,3.367E+01,5.419E+02,1.247E+00,3.075E+01,5.424E+02
f2,1.196E+00,3.207E+01,5.422E+02,1.196E+00,3.205E+01,5.422E+02,1.200E+00,3.195E+01,5.422E+02,1.219E+00,3.144E+01,5.423E+02,1.336E+00,2.864E+01,5.427E+02
f3,1.196E+00,3.206E+01,5.422E+02,1.196E+00,3.205E+01,5.422E+02,1.200E+00,3.196E+01,5.422E+02,1.218E+00,3.149E+01,5.423E+02,1.329E+00,2.881E+01,5.427E+02
