,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.714E+00,3.448E+01,2.142E+02,2.100E+00,2.455E+01,3.391E+02,2.574E+00,1.874E+01,4.979E+02,3.183E+00,1.462E+01,7.055E+02,4.060E+00,1.124E+01,9.790E+02
gammam,4.761E+00,9.529E+00,1.138E+03,4.048E+00,1.128E+01,9.687E+02,3.547E+00,1.298E+01,8.214E+02,3.150E+00,1.479E+01,6.930E+02,2.818E+00,1.680E+01,5.812E+02
gammamRNA,4.079E+00,1.118E+01,9.842E+02,3.197E+00,1.455E+01,7.100E+02,2.585E+00,1.864E+01,5.018E+02,2.110E+00,2.438E+01,3.424E+02,1.723E+00,3.412E+01,2.171E+02
gammad,2.786E+00,1.704E+01,5.669E+02,2.779E+00,1.715E+01,5.421E+02,2.762E+00,1.741E+01,4.906E+02,2.722E+00,1.809E+01,3.994E+02,2.631E+00,1.989E+01,2.725E+02
alphaass,1.713E+00,3.444E+01,2.154E+02,2.096E+00,2.459E+01,3.394E+02,2.567E+00,1.880E+01,4.961E+02,3.169E+00,1.469E+01,6.993E+02,4.031E+00,1.133E+01,9.639E+02
alphadiss,4.066E+00,1.122E+01,9.735E+02,3.186E+00,1.461E+01,7.047E+02,2.574E+00,1.873E+01,4.987E+02,2.099E+00,2.455E+01,3.401E+02,1.712E+00,3.449E+01,2.150E+02
phi0,1.690E+00,3.545E+01,2.066E+02,2.073E+00,2.501E+01,3.303E+02,2.542E+00,1.902E+01,4.873E+02,3.144E+00,1.482E+01,6.924E+02,4.003E+00,1.141E+01,9.628E+02
f1,2.771E+00,1.707E+01,5.709E+02,2.772E+00,1.707E+01,5.709E+02,2.778E+00,1.705E+01,5.709E+02,2.816E+00,1.693E+01,5.709E+02,3.064E+00,1.620E+01,5.709E+02
f2,2.785E+00,1.703E+01,5.709E+02,2.788E+00,1.702E+01,5.709E+02,2.802E+00,1.697E+01,5.709E+02,2.866E+00,1.678E+01,5.709E+02,3.184E+00,1.587E+01,5.709E+02
f3,2.791E+00,1.701E+01,5.709E+02,2.801E+00,1.698E+01,5.709E+02,2.836E+00,1.687E+01,5.709E+02,2.950E+00,1.653E+01,5.709E+02,3.382E+00,1.536E+01,5.710E+02
f12,2.787E+00,1.702E+01,5.709E+02,2.787E+00,1.702E+01,5.709E+02,2.788E+00,1.701E+01,5.709E+02,2.791E+00,1.694E+01,5.710E+02,2.815E+00,1.650E+01,5.718E+02
f13,2.787E+00,1.702E+01,5.709E+02,2.787E+00,1.702E+01,5.709E+02,2.790E+00,1.698E+01,5.710E+02,2.803E+00,1.672E+01,5.714E+02,2.897E+00,1.512E+01,5.744E+02
f23,2.577E+00,2.205E+01,5.621E+02,2.580E+00,2.197E+01,5.623E+02,2.590E+00,2.168E+01,5.627E+02,2.627E+00,2.064E+01,5.645E+02,2.787E+00,1.702E+01,5.709E+02
f123,2.747E+00,2.483E+01,2.996E+02,2.793E+00,1.638E+01,6.125E+02,2.861E+00,1.185E+01,1.141E+03,2.969E+00,8.876E+00,2.042E+03,3.169E+00,6.642E+00,3.573E+03
kb1,2.711E+00,4.571E+01,4.278E+02,2.744E+00,2.501E+01,5.216E+02,2.799E+00,1.583E+01,5.790E+02,2.894E+00,1.068E+01,6.159E+02,3.085E+00,7.310E+00,6.402E+02
kb2,2.767E+00,5.571E+01,5.392E+02,2.780E+00,2.091E+01,5.685E+02,2.848E+00,8.556E+00,5.749E+02,,,,,,
kb3,4.576E+00,6.931E+01,5.295E+02,4.302E+00,3.351E+01,5.615E+02,3.551E+00,2.049E+01,5.693E+02,2.331E+00,1.595E+01,5.713E+02,1.244E+00,1.462E+01,5.718E+02
ku1,3.082E+00,7.347E+00,6.399E+02,2.892E+00,1.073E+01,6.155E+02,2.798E+00,1.592E+01,5.784E+02,2.744E+00,2.518E+01,5.207E+02,2.710E+00,4.615E+01,4.262E+02
