,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,5.567E+00,9.193E+01,3.133E+02,6.237E+00,6.626E+01,4.039E+02,7.076E+00,5.029E+01,4.880E+02,8.198E+00,3.859E+01,5.710E+02,9.906E+00,2.895E+01,6.549E+02
gammam,9.801E+00,2.972E+01,6.275E+02,8.062E+00,3.977E+01,5.588E+02,6.918E+00,5.199E+01,4.874E+02,6.062E+00,6.862E+01,4.117E+02,5.379E+00,9.504E+01,3.266E+02
gammamRNA,1.014E+01,2.801E+01,6.635E+02,8.326E+00,3.762E+01,5.789E+02,7.161E+00,4.914E+01,4.953E+02,6.297E+00,6.473E+01,4.108E+02,5.612E+00,8.941E+01,3.205E+02
gammad,8.582E+00,3.095E+01,1.031E+03,8.532E+00,3.144E+01,9.890E+02,8.418E+00,3.264E+01,9.017E+02,8.173E+00,3.568E+01,7.404E+02,7.688E+00,4.453E+01,4.935E+02
alphaass,5.435E+00,9.190E+01,3.350E+02,6.135E+00,6.675E+01,4.192E+02,7.016E+00,5.063E+01,4.946E+02,8.206E+00,3.866E+01,5.660E+02,1.006E+01,2.869E+01,6.348E+02
alphadiss,1.187E+01,2.320E+01,6.718E+02,1.037E+01,2.753E+01,6.429E+02,9.370E+00,3.166E+01,6.138E+02,8.602E+00,3.592E+01,5.843E+02,7.978E+00,4.046E+01,5.544E+02
phi0,5.687E+00,8.556E+01,3.321E+02,6.369E+00,6.301E+01,4.189E+02,7.227E+00,4.828E+01,5.008E+02,8.381E+00,3.721E+01,5.822E+02,1.017E+01,2.790E+01,6.646E+02
f1,7.707E+00,4.244E+01,5.444E+02,7.707E+00,4.244E+01,5.444E+02,7.708E+00,4.244E+01,5.444E+02,7.710E+00,4.242E+01,5.444E+02,7.728E+00,4.234E+01,5.445E+02
f2,7.403E+00,4.398E+01,5.434E+02,7.407E+00,4.396E+01,5.434E+02,7.428E+00,4.385E+01,5.435E+02,7.534E+00,4.330E+01,5.438E+02,8.132E+00,4.047E+01,5.457E+02
f3,5.726E+00,5.519E+01,5.354E+02,5.768E+00,5.483E+01,5.356E+02,5.882E+00,5.389E+01,5.363E+02,6.205E+00,5.140E+01,5.382E+02,7.273E+00,4.467E+01,5.429E+02
f12,7.801E+00,4.199E+01,5.447E+02,7.801E+00,4.199E+01,5.447E+02,7.801E+00,4.199E+01,5.447E+02,7.801E+00,4.199E+01,5.447E+02,7.801E+00,4.199E+01,5.447E+02
f13,7.108E+00,7.902E+01,3.423E+02,7.428E+00,5.513E+01,4.513E+02,7.854E+00,4.068E+01,5.561E+02,8.463E+00,3.049E+01,6.618E+02,9.485E+00,2.246E+01,7.707E+02
f23,7.797E+00,4.208E+01,5.439E+02,7.801E+00,4.198E+01,5.448E+02,7.817E+00,4.158E+01,5.482E+02,7.887E+00,3.989E+01,5.631E+02,8.228E+00,3.362E+01,6.257E+02
f123,7.800E+00,4.213E+01,5.301E+02,7.800E+00,4.212E+01,5.308E+02,7.800E+00,4.207E+01,5.354E+02,7.802E+00,4.178E+01,5.691E+02,7.817E+00,3.993E+01,9.333E+02
kb1,6.970E+00,8.811E+01,3.684E+02,7.287E+00,6.091E+01,4.572E+02,7.711E+00,4.428E+01,5.326E+02,8.325E+00,3.262E+01,6.000E+02,9.360E+00,2.357E+01,6.615E+02
kb2,7.685E+00,3.441E+01,2.077E+03,7.689E+00,3.457E+01,1.925E+03,7.698E+00,3.503E+01,1.616E+03,7.723E+00,3.640E+01,1.135E+03,7.790E+00,4.108E+01,5.934E+02
