,log10_var,log10_left_bound,log10_right_bound
beta,0.13987908640123647,0.0019571921605317797,0.6739447202101051
gammam,-0.05650548409389743,-0.5940381740103439,0.0
gammamRNA,-0.043351420794796675,-0.5775115644988618,0.09929428126699193
gammad,-1.7212463990471711,-3.3010299956639813,-1.0
alphaass,-1.3001622741327543,-1.5981400558496675,-0.22600477030823268
alphadiss,0.4424797690644486,-0.6635513286134846,0.7371940144261625
phi0,0.4014005407815441,0.2560032424139116,0.9298516258728373
f1,1.5224442335063197,-3.0,2.0
f2,0.11058971029924898,-3.0,2.0
f3,-0.9507819773298184,-3.0,2.0
f12,-2.567030709125594,-3.0,2.0
f13,-2.3565473235138126,-3.0,0.24291597205937054
f23,0.10380372095595687,-3.0,1.7222368731869078
f123,1.7299742856995557,1.5867817047848227,2.0
kb1,1.3856062735983121,-0.057703603552694896,2.0
kb2,0.49968708261840383,0.2296916924554606,1.2586344373094847
kb3,1.6875289612146342,-0.8164537944341987,2.0
ku1,-0.8326826652518239,-2.0,0.608316188382895
ku2,0.10720996964786837,-0.6541842576663028,0.38123402525739647
ku3,-1.9244530386074692,-2.0,0.5810548062309013
bcoop12,-1.0814454694497264,-1.3010299956639813,-0.26712280070968963
bcoop23,0.4608978427565479,0.1890378833127553,1.2189858401066147
bcoop13,-1.0969100130080565,-1.3010299956639813,1.3010299956639813
bcoop123,-0.5451551399914898,-0.8079397577838794,0.2661566872008559
ucoop12,1.1903316981702914,0.37771958318919074,1.3010299956639813
ucoop23,0.9106244048892013,0.15468784220012521,1.1820782922247908
ucoop13,-0.2907300390241692,-1.3010299956639813,1.1549113987297175
ucoop123,-0.826813731587726,-1.3010299956639813,-0.564989210461051
