,log10_var,log10_left_bound,log10_right_bound
beta,0.6857417386022636,0.6359086399367919,0.8572001154949545
gammam,-2.5243288116755704,-2.7435835000438624,-2.440513206600405
gammamRNA,0.4727564493172124,0.29979689959535905,0.5263046224334331
gammad,-2.7986028756795487,-3.3010299956639813,-2.689703092191139
alphaass,-1.8927900303521317,-2.0,-1.4602579335724455
alphadiss,0.7604224834232121,0.3234202612285223,0.9310153020687097
phi0,-1.3516399890190685,-1.4048257711698482,-1.1816972554376122
f1,-0.4001169279263122,-3.0,2.0
f2,0.5118833609788743,-3.0,1.101898356528266
f3,-1.679853713888946,-3.0,2.0
f12,-1.4762535331884354,-3.0,0.3739009351589252
f13,-0.8416375079047503,-3.0,2.0
f23,-2.05453141486818,-3.0,2.0
f123,1.9385197251764918,1.8854692203161973,2.0
kb1,-0.9208187539523752,-1.5989891994405654,2.0
kb2,0.4623979978989561,-1.4750571317847372,2.0
kb3,-2.2668027348934308,-2.3384040303139937,-1.962626368050442
ku1,0.2741578492636798,-2.0,0.9529564317224313
ku2,-0.3233063903751334,-2.0,1.614207198544744
ku3,0.06818586174616162,-0.23477105159556128,0.13976335535587447
bcoop12,1.2227164711475833,0.5572755082187528,1.3010299956639813
bcoop23,0.33041377334919086,0.2571262602880523,0.6299398732041457
bcoop13,0.9429995933660404,0.8684907984177781,1.2366964077510698
bcoop123,-0.35556141053216145,-0.4257329070849137,-0.0611281723215189
ucoop12,0.9758911364017928,-1.3010299956639813,1.3010299956639813
ucoop23,0.5820633629117087,0.2767962754863527,0.6578918749598
ucoop13,0.3010299956639812,0.003772770710550675,0.37524874566398125
ucoop123,0.4014005407815441,0.10547023268847423,0.4751982695023691
