,log10_var,log10_left_bound,log10_right_bound
beta,0.6201360549737575,0.5664027960338658,0.8680597495507623
gammam,-0.28399665636520083,-0.5731024810294518,-0.19968514900678186
gammamRNA,0.6294095991027189,0.37776108197743274,0.6844191117359091
gammad,-1.6882461389442456,-3.3010299956639813,-1.5618884493724505
alphaass,-0.5590909179347823,-0.7251331754383914,0.0
alphadiss,-0.008330992620051497,-0.618935311509123,0.1591249317738381
phi0,0.3074960379132129,0.25792092772367126,0.5590697428900535
f1,-2.6757175447023074,-3.0,2.0
f2,-0.7619538968712045,-3.0,0.07148726927450075
f3,-1.9281179926938745,-3.0,2.0
f12,0.8000293592441343,-3.0,2.0
f13,0.9111576087399766,-3.0,2.0
f23,1.649334858712142,1.59939083190957,2.0
f123,0.6148972160331346,-3.0,2.0
kb1,-0.1985962899826449,-3.0,1.4975863946719348
kb2,1.3961993470957363,0.08678450250179143,2.0
kb3,-1.7166987712964503,-1.7943986503781106,-1.2702593681036152
ku1,2.6364878963533656,0.9385553171223968,3.0
ku2,1.711807229041191,-2.0,3.0
ku3,2.4727564493172123,2.022860048653469,2.551019163871689
bcoop12,-1.0888423912600234,-1.3010299956639813,1.3010299956639813
bcoop23,0.5965970956264602,0.5187647344602506,1.0451227311972255
bcoop13,0.5105450102066121,-1.3010299956639813,1.3010299956639813
bcoop123,0.8937617620579434,-1.3010299956639813,1.3010299956639813
ucoop12,1.2329961103921538,-1.3010299956639813,1.3010299956639813
ucoop23,-0.8860566476931632,-1.3010299956639813,-0.8134385364879455
ucoop13,1.146128035678238,-1.3010299956639813,1.3010299956639813
ucoop123,1.1367205671564067,-1.3010299956639813,1.3010299956639813
