,log10_var,log10_left_bound,log10_right_bound
beta,-1.563837352959244,-1.8602916521197579,-0.4929891124308578
gammam,-0.712198270069774,-1.8069471447434173,-0.408957600391628
gammamRNA,-0.7399286120149252,-1.8037512770625876,-0.4442766798952016
gammad,-2.503070351926785,-3.3010299956639813,-1.014678421405535
alphaass,-1.6675615400843946,-2.0,0.0
alphadiss,0.1553360374650618,-2.2142473734828214,0.7581603342131884
phi0,0.9095560292411753,0.6168956083311743,1.0
f1,-2.4934949675951277,-3.0,2.0
f2,-2.2865094569060576,-3.0,0.4637217083158953
f3,-1.0589857562944303,-3.0,2.0
f12,-1.0017406615763014,-3.0,2.0
f13,0.9768083373380663,-3.0,2.0
f23,-2.208309350979882,-3.0,2.0
f123,1.5352941200427705,1.2385512430477845,2.0
kb1,-1.027334407733889,-1.9558742665935234,1.6422778678361323
kb2,0.8785217955012065,-2.996212381059081,2.0
kb3,0.35024801833416286,-0.7196065734580942,2.0
ku1,2.456366033129043,-0.21136089881246412,3.0
ku2,0.14921911265537988,-2.0,3.0
ku3,2.885361220031512,-2.0,3.0
bcoop12,1.1430148002540952,0.21217742680873408,1.3010299956639813
bcoop23,-0.6345120151091004,-1.3010299956639813,1.3010299956639813
bcoop13,0.8609366207000937,0.020641002230463,1.3010299956639813
bcoop123,-0.7351821769904635,-1.3010299956639813,1.3010299956639813
ucoop12,0.2787536009528289,-1.3010299956639813,1.2091848508266514
ucoop23,-0.8794260687941501,-1.3010299956639813,0.18950844718044163
ucoop13,-0.7375489102695706,-1.3010299956639813,0.10256856854288926
ucoop123,-0.7958800173440752,-1.3010299956639813,0.04370309333297865
