,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.400E-01,4.451E+01,2.792E+02,2.897E-01,2.554E+01,3.878E+02,3.545E-01,1.546E+01,5.026E+02,4.439E-01,9.445E+00,6.320E+02,5.806E-01,5.646E+00,7.820E+02
gammam,6.647E-01,4.543E+00,7.845E+02,4.783E-01,8.188E+00,6.529E+02,3.689E-01,1.408E+01,5.286E+02,2.936E-01,2.422E+01,4.113E+02,2.378E-01,4.370E+01,2.965E+02
gammamRNA,7.539E-01,3.670E+00,9.096E+02,5.736E-01,5.770E+00,7.755E+02,4.642E-01,8.623E+00,6.576E+02,3.870E-01,1.267E+01,5.529E+02,3.282E-01,1.859E+01,4.585E+02
gammad,3.873E-01,1.211E+01,6.486E+02,3.868E-01,1.222E+01,6.312E+02,3.858E-01,1.248E+01,5.936E+02,3.833E-01,1.315E+01,5.213E+02,3.775E-01,1.500E+01,4.056E+02
alphaass,3.757E-01,1.352E+01,5.378E+02,4.357E-01,9.865E+00,6.098E+02,5.138E-01,7.139E+00,6.844E+02,6.229E-01,5.061E+00,7.615E+02,7.996E-01,3.412E+00,8.407E+02
alphadiss,6.746E-01,4.434E+00,7.896E+02,4.836E-01,8.015E+00,6.578E+02,3.720E-01,1.382E+01,5.327E+02,2.954E-01,2.385E+01,4.145E+02,2.388E-01,4.316E+01,2.988E+02
phi0,2.443E-01,4.203E+01,2.896E+02,3.005E-01,2.321E+01,4.084E+02,3.764E-01,1.348E+01,5.370E+02,4.870E-01,7.840E+00,6.849E+02,6.770E-01,4.348E+00,8.603E+02
f1,3.843E-01,1.286E+01,5.490E+02,3.846E-01,1.286E+01,5.490E+02,3.861E-01,1.284E+01,5.490E+02,3.964E-01,1.271E+01,5.491E+02,4.722E-01,1.188E+01,5.494E+02
f2,3.843E-01,1.286E+01,5.490E+02,3.843E-01,1.286E+01,5.490E+02,3.843E-01,1.286E+01,5.490E+02,3.843E-01,1.286E+01,5.490E+02,3.844E-01,1.286E+01,5.490E+02
f3,3.297E-01,1.365E+01,5.487E+02,3.400E-01,1.348E+01,5.488E+02,3.643E-01,1.313E+01,5.489E+02,4.290E-01,1.233E+01,5.492E+02,6.536E-01,1.046E+01,5.499E+02
f12,3.843E-01,1.287E+01,5.489E+02,3.843E-01,1.287E+01,5.489E+02,3.843E-01,1.287E+01,5.489E+02,3.843E-01,1.287E+01,5.489E+02,3.843E-01,1.287E+01,5.489E+02
f13,3.615E-01,3.979E+01,3.342E+02,3.736E-01,1.952E+01,4.645E+02,3.924E-01,1.006E+01,6.019E+02,4.240E-01,5.215E+00,7.555E+02,4.874E-01,2.608E+00,9.314E+02
