,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.775E+00,1.010E+02,4.476E+02,3.352E+00,7.027E+01,6.354E+02,4.111E+00,5.114E+01,8.527E+02,5.171E+00,3.738E+01,1.117E+03,6.853E+00,2.640E+01,1.444E+03
gammam,3.139E+00,8.639E+01,5.141E+02,2.958E+00,8.850E+01,5.091E+02,2.623E+00,9.307E+01,4.983E+02,2.093E+00,1.031E+02,4.748E+02,1.447E+00,1.269E+02,4.226E+02
gammamRNA,6.917E+00,2.611E+01,1.454E+03,5.204E+00,3.707E+01,1.124E+03,4.132E+00,5.077E+01,8.584E+02,3.366E+00,6.977E+01,6.397E+02,2.785E+00,1.002E+02,4.512E+02
gammad,6.730E+00,2.417E+01,1.649E+03,5.176E+00,3.424E+01,1.250E+03,4.169E+00,4.717E+01,9.351E+02,3.431E+00,6.553E+01,6.832E+02,2.859E+00,9.547E+01,4.726E+02
alphaass,2.640E+00,9.282E+01,4.989E+02,2.826E+00,9.018E+01,5.051E+02,2.967E+00,8.839E+01,5.093E+02,3.070E+00,8.717E+01,5.122E+02,3.143E+00,8.634E+01,5.142E+02
alphadiss,3.254E+00,8.515E+01,5.170E+02,3.220E+00,8.551E+01,5.161E+02,3.078E+00,8.708E+01,5.124E+02,2.670E+00,9.237E+01,4.999E+02,1.850E+00,1.098E+02,4.598E+02
phi0,2.796E+00,9.931E+01,4.553E+02,3.374E+00,6.950E+01,6.420E+02,4.132E+00,5.076E+01,8.585E+02,5.190E+00,3.720E+01,1.121E+03,6.867E+00,2.633E+01,1.446E+03
f1,2.953E+00,8.856E+01,5.089E+02,2.953E+00,8.856E+01,5.089E+02,2.953E+00,8.856E+01,5.089E+02,2.954E+00,8.855E+01,5.089E+02,2.956E+00,8.855E+01,5.089E+02
f2,1.993E+00,9.055E+01,5.086E+02,2.166E+00,9.014E+01,5.087E+02,2.655E+00,8.911E+01,5.088E+02,4.223E+00,8.648E+01,5.093E+02,9.633E+00,7.932E+01,5.104E+02
f3,2.951E+00,8.856E+01,5.089E+02,2.952E+00,8.856E+01,5.089E+02,2.952E+00,8.856E+01,5.089E+02,2.954E+00,8.855E+01,5.089E+02,2.970E+00,8.852E+01,5.089E+02
f12,2.936E+00,8.947E+01,5.080E+02,2.939E+00,8.934E+01,5.082E+02,2.950E+00,8.874E+01,5.088E+02,3.004E+00,8.590E+01,5.116E+02,3.298E+00,7.301E+01,5.243E+02
