,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.014E-01,3.940E+01,3.182E+02,2.582E-01,2.344E+01,4.853E+02,3.409E-01,1.483E+01,6.760E+02,4.719E-01,9.376E+00,8.989E+02,7.174E-01,5.564E+00,1.160E+03
gammam,6.976E-01,5.834E+00,1.030E+03,4.616E-01,9.759E+00,8.305E+02,3.339E-01,1.539E+01,6.457E+02,2.528E-01,2.428E+01,4.764E+02,1.971E-01,4.076E+01,3.191E+02
gammamRNA,6.963E-01,5.764E+00,1.143E+03,4.649E-01,9.566E+00,8.888E+02,3.385E-01,1.499E+01,6.710E+02,2.577E-01,2.351E+01,4.842E+02,2.019E-01,3.914E+01,3.200E+02
gammad,2.772E-01,2.017E+01,5.891E+02,2.748E-01,2.104E+01,5.223E+02,2.710E-01,2.260E+01,4.364E+02,2.651E-01,2.560E+01,3.346E+02,2.560E-01,3.248E+01,2.227E+02
alphaass,1.986E-01,3.998E+01,3.242E+02,2.552E-01,2.387E+01,4.822E+02,3.378E-01,1.512E+01,6.527E+02,4.688E-01,9.564E+00,8.388E+02,7.138E-01,5.679E+00,1.040E+03
alphadiss,7.208E-01,5.614E+00,1.044E+03,4.733E-01,9.444E+00,8.439E+02,3.405E-01,1.494E+01,6.575E+02,2.567E-01,2.362E+01,4.858E+02,1.992E-01,3.968E+01,3.262E+02
phi0,2.023E-01,3.894E+01,3.214E+02,2.592E-01,2.326E+01,4.881E+02,3.421E-01,1.475E+01,6.784E+02,4.733E-01,9.341E+00,9.008E+02,7.188E-01,5.551E+00,1.161E+03
f1,2.750E-01,2.095E+01,5.284E+02,2.750E-01,2.095E+01,5.284E+02,2.751E-01,2.095E+01,5.284E+02,2.751E-01,2.095E+01,5.284E+02,2.756E-01,2.094E+01,5.284E+02
f2,2.748E-01,2.095E+01,5.284E+02,2.748E-01,2.095E+01,5.284E+02,2.749E-01,2.095E+01,5.284E+02,2.756E-01,2.094E+01,5.284E+02,2.799E-01,2.088E+01,5.284E+02
f3,7.940E-02,2.621E+01,5.240E+02,8.109E-02,2.610E+01,5.240E+02,8.667E-02,2.576E+01,5.243E+02,1.082E-01,2.469E+01,5.253E+02,2.495E-01,2.132E+01,5.281E+02
f12,2.750E-01,2.095E+01,5.284E+02,2.750E-01,2.095E+01,5.284E+02,2.750E-01,2.095E+01,5.284E+02,2.750E-01,2.095E+01,5.284E+02,2.750E-01,2.095E+01,5.285E+02
f13,2.690E-01,2.964E+01,3.968E+02,2.827E-01,1.502E+01,6.855E+02,3.029E-01,8.251E+00,1.053E+03,3.353E-01,4.582E+00,1.522E+03,3.972E-01,2.431E+00,2.110E+03
f23,2.750E-01,2.097E+01,5.280E+02,2.750E-01,2.097E+01,5.281E+02,2.750E-01,2.094E+01,5.285E+02,2.752E-01,2.078E+01,5.319E+02,2.763E-01,1.972E+01,5.545E+02
f123,2.750E-01,2.096E+01,5.245E+02,2.750E-01,2.096E+01,5.245E+02,2.750E-01,2.096E+01,5.251E+02,2.750E-01,2.095E+01,5.292E+02,2.750E-01,2.089E+01,5.591E+02
kb1,2.861E-01,1.379E+01,5.710E+02,3.021E-01,8.879E+00,6.083E+02,3.250E-01,5.680E+00,6.392E+02,3.606E-01,3.552E+00,6.650E+02,4.263E-01,2.097E+00,6.867E+02
kb2,2.750E-01,2.065E+01,6.145E+02,2.750E-01,2.065E+01,6.130E+02,2.750E-01,2.068E+01,6.040E+02,2.750E-01,2.085E+01,5.529E+02,2.753E-01,2.206E+01,3.654E+02
kb3,1.218E+00,2.714E+01,5.067E+02,6.610E-01,2.185E+01,5.254E+02,3.440E-01,2.103E+01,5.281E+02,2.330E-01,2.091E+01,5.285E+02,2.075E-01,2.090E+01,5.286E+02
ku1,3.892E-01,2.721E+00,6.769E+02,3.242E-01,5.754E+00,6.384E+02,2.921E-01,1.148E+01,5.874E+02,2.730E-01,2.297E+01,5.180E+02,2.605E-01,4.893E+01,4.184E+02
ku2,2.759E-01,2.533E+01,2.058E+02,2.754E-01,2.236E+01,3.392E+02,2.751E-01,2.135E+01,4.525E+02,2.750E-01,2.094E+01,5.302E+02,2.750E-01,2.077E+01,5.743E+02
ku3,3.437E-01,2.103E+01,5.281E+02,5.241E-01,2.140E+01,5.269E+02,8.287E-01,2.268E+01,5.225E+02,1.218E+00,2.714E+01,5.068E+02,1.537E+00,4.277E+01,4.505E+02
bcoop12,2.750E-01,2.094E+01,5.710E+02,2.750E-01,2.094E+01,5.688E+02,2.750E-01,2.094E+01,5.630E+02,2.750E-01,2.095E+01,5.481E+02,2.750E-01,2.095E+01,5.133E+02
bcoop23,2.750E-01,2.083E+01,5.597E+02,2.750E-01,2.104E+01,5.088E+02,2.750E-01,2.149E+01,4.270E+02,2.750E-01,2.259E+01,3.166E+02,2.749E-01,2.565E+01,1.928E+02
bcoop13,2.606E-01,4.850E+01,4.197E+02,2.731E-01,2.290E+01,5.184E+02,2.921E-01,1.151E+01,5.872E+02,3.238E-01,5.793E+00,6.380E+02,3.876E-01,2.757E+00,6.764E+02
bcoop123,2.750E-01,2.096E+01,4.765E+02,2.750E-01,2.100E+01,3.875E+02,2.750E-01,2.109E+01,2.783E+02,2.750E-01,2.135E+01,1.770E+02,2.750E-01,2.217E+01,1.002E+02
