,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,6.687E-01,2.348E+01,2.231E+02,8.333E-01,1.595E+01,5.131E+02,1.050E+00,1.166E+01,1.032E+03,1.351E+00,8.662E+00,1.727E+03,1.832E+00,6.242E+00,2.574E+03
gammam,1.798E+00,6.377E+00,2.350E+03,1.340E+00,8.757E+00,1.626E+03,1.047E+00,1.171E+01,1.003E+03,8.351E-01,1.590E+01,5.179E+02,6.730E-01,2.311E+01,2.325E+02
gammamRNA,1.782E+00,6.425E+00,2.501E+03,1.326E+00,8.844E+00,1.674E+03,1.035E+00,1.187E+01,9.959E+02,8.240E-01,1.623E+01,4.930E+02,6.629E-01,2.393E+01,2.154E+02
gammad,8.510E-01,1.545E+01,5.627E+02,8.487E-01,1.568E+01,4.687E+02,8.442E-01,1.616E+01,3.500E+02,8.353E-01,1.723E+01,2.305E+02,8.184E-01,1.994E+01,1.312E+02
alphaass,6.688E-01,2.342E+01,2.269E+02,8.313E-01,1.601E+01,5.098E+02,1.044E+00,1.175E+01,9.964E+02,1.338E+00,8.767E+00,1.623E+03,1.801E+00,6.367E+00,2.353E+03
alphadiss,1.783E+00,6.433E+00,2.331E+03,1.331E+00,8.824E+00,1.608E+03,1.040E+00,1.180E+01,9.879E+02,8.297E-01,1.606E+01,5.065E+02,6.685E-01,2.344E+01,2.265E+02
phi0,6.614E-01,2.405E+01,2.134E+02,8.234E-01,1.625E+01,4.916E+02,1.036E+00,1.186E+01,9.977E+02,1.330E+00,8.818E+00,1.681E+03,1.792E+00,6.387E+00,2.516E+03
f1,7.619E-01,1.812E+01,5.488E+02,7.633E-01,1.807E+01,5.489E+02,7.685E-01,1.790E+01,5.490E+02,7.899E-01,1.721E+01,5.498E+02,8.893E-01,1.453E+01,5.526E+02
f2,8.431E-01,1.567E+01,5.514E+02,8.433E-01,1.567E+01,5.514E+02,8.444E-01,1.564E+01,5.515E+02,8.525E-01,1.543E+01,5.517E+02,9.126E-01,1.401E+01,5.532E+02
f3,8.510E-01,1.547E+01,5.516E+02,8.522E-01,1.544E+01,5.517E+02,8.570E-01,1.531E+01,5.518E+02,8.774E-01,1.481E+01,5.523E+02,9.761E-01,1.275E+01,5.546E+02
f12,8.337E-01,3.793E+01,1.722E+02,8.337E-01,3.774E+01,1.734E+02,8.341E-01,3.648E+01,1.815E+02,8.362E-01,3.017E+01,2.356E+02,8.515E-01,1.513E+01,5.647E+02
