,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,9.535E+00,1.064E+02,3.167E+02,1.069E+01,8.131E+01,4.179E+02,1.212E+01,6.519E+01,5.196E+02,1.401E+01,5.274E+01,6.278E+02,1.683E+01,4.173E+01,7.456E+02
gammam,1.672E+01,4.261E+01,6.952E+02,1.395E+01,5.345E+01,6.040E+02,1.207E+01,6.567E+01,5.147E+02,1.064E+01,8.126E+01,4.259E+02,9.473E+00,1.046E+02,3.339E+02
gammamRNA,1.701E+01,4.121E+01,7.514E+02,1.410E+01,5.224E+01,6.328E+02,1.219E+01,6.463E+01,5.238E+02,1.074E+01,8.060E+01,4.216E+02,9.571E+00,1.052E+02,3.203E+02
gammad,1.258E+01,5.594E+01,8.702E+02,1.252E+01,5.672E+01,8.250E+02,1.239E+01,5.848E+01,7.412E+02,1.213E+01,6.256E+01,6.050E+02,1.163E+01,7.331E+01,4.187E+02
alphaass,9.453E+00,1.052E+02,3.321E+02,1.062E+01,8.149E+01,4.248E+02,1.206E+01,6.574E+01,5.142E+02,1.396E+01,5.343E+01,6.041E+02,1.675E+01,4.252E+01,6.959E+02
alphadiss,1.740E+01,4.066E+01,7.117E+02,1.466E+01,5.009E+01,6.315E+02,1.281E+01,6.015E+01,5.528E+02,1.139E+01,7.204E+01,4.751E+02,1.024E+01,8.753E+01,3.971E+02
phi0,9.672E+00,1.022E+02,3.303E+02,1.084E+01,7.917E+01,4.293E+02,1.228E+01,6.384E+01,5.299E+02,1.420E+01,5.179E+01,6.373E+02,1.709E+01,4.098E+01,7.540E+02
f1,6.391E+00,8.377E+01,5.011E+02,6.462E+00,8.346E+01,5.012E+02,6.662E+00,8.261E+01,5.014E+02,7.271E+00,8.021E+01,5.019E+02,9.510E+00,7.308E+01,5.034E+02
f2,1.189E+01,6.725E+01,5.044E+02,1.189E+01,6.724E+01,5.044E+02,1.189E+01,6.724E+01,5.044E+02,1.190E+01,6.721E+01,5.044E+02,1.200E+01,6.700E+01,5.045E+02
f3,1.189E+01,6.724E+01,5.044E+02,1.191E+01,6.719E+01,5.044E+02,1.200E+01,6.699E+01,5.045E+02,1.239E+01,6.617E+01,5.046E+02,1.416E+01,6.263E+01,5.052E+02
f12,1.024E+01,9.663E+01,4.681E+02,1.026E+01,9.612E+01,4.687E+02,1.033E+01,9.448E+01,4.707E+02,1.056E+01,8.925E+01,4.771E+02,1.144E+01,7.340E+01,4.967E+02
f13,1.189E+01,6.724E+01,5.044E+02,1.190E+01,6.709E+01,5.046E+02,1.195E+01,6.652E+01,5.053E+02,1.213E+01,6.441E+01,5.080E+02,1.289E+01,5.672E+01,5.177E+02
f23,1.189E+01,6.726E+01,5.044E+02,1.189E+01,6.725E+01,5.044E+02,1.189E+01,6.724E+01,5.044E+02,1.190E+01,6.711E+01,5.046E+02,1.197E+01,6.626E+01,5.057E+02
f123,1.176E+01,7.886E+01,4.137E+02,1.206E+01,5.766E+01,6.133E+02,1.247E+01,4.465E+01,8.504E+02,1.307E+01,3.525E+01,1.139E+03,1.409E+01,2.761E+01,1.494E+03
kb1,2.208E+01,9.036E+01,4.898E+02,1.253E+01,6.786E+01,5.040E+02,7.319E+00,6.431E+01,5.063E+02,5.613E+00,6.373E+01,5.067E+02,5.232E+00,6.363E+01,5.067E+02
kb2,1.104E+01,1.407E+02,4.145E+02,1.134E+01,9.851E+01,4.660E+02,1.177E+01,7.168E+01,4.990E+02,1.247E+01,5.243E+01,5.221E+02,1.375E+01,3.735E+01,5.388E+02
kb3,,,,,,,2.445E+00,7.253E+00,6.879E+02,7.048E-01,7.673E+00,6.890E+02,2.176E-01,7.728E+00,6.892E+02
ku1,6.927E+00,6.415E+01,5.064E+02,9.255E+00,6.528E+01,5.057E+02,1.344E+01,6.883E+01,5.034E+02,1.947E+01,8.018E+01,4.963E+02,2.524E+01,1.162E+02,4.722E+02
ku2,1.376E+01,3.728E+01,5.388E+02,1.248E+01,5.227E+01,5.223E+02,1.178E+01,7.139E+01,4.994E+02,1.134E+01,9.795E+01,4.667E+02,1.105E+01,1.395E+02,4.159E+02
ku3,1.316E+01,2.642E+01,6.117E+02,1.246E+01,3.606E+01,5.858E+02,1.210E+01,4.918E+01,5.504E+02,1.188E+01,6.892E+01,5.004E+02,1.173E+01,1.034E+02,4.253E+02
bcoop12,1.105E+01,1.385E+02,4.171E+02,1.135E+01,9.742E+01,4.673E+02,1.179E+01,7.109E+01,4.997E+02,1.249E+01,5.210E+01,5.225E+02,1.378E+01,3.717E+01,5.390E+02
bcoop23,1.149E+01,1.107E+02,4.077E+02,1.176E+01,7.591E+01,4.829E+02,1.215E+01,5.539E+01,5.358E+02,1.274E+01,4.128E+01,5.758E+02,1.380E+01,3.050E+01,6.069E+02
bcoop13,1.155E+01,1.106E+02,4.134E+02,1.178E+01,7.574E+01,4.849E+02,1.212E+01,5.507E+01,5.338E+02,1.266E+01,4.089E+01,5.696E+02,1.363E+01,3.011E+01,5.966E+02
bcoop123,1.150E+01,1.076E+02,4.137E+02,1.178E+01,7.452E+01,4.863E+02,1.217E+01,5.464E+01,5.379E+02,1.277E+01,4.087E+01,5.771E+02,1.384E+01,3.026E+01,6.076E+02
ucoop12,1.165E+01,7.727E+01,4.922E+02,1.141E+01,9.202E+01,4.739E+02,1.122E+01,1.105E+02,4.511E+02,1.107E+01,1.349E+02,4.213E+02,1.094E+01,1.708E+02,3.789E+02
ucoop23,1.379E+01,3.062E+01,6.065E+02,1.275E+01,4.123E+01,5.760E+02,1.216E+01,5.503E+01,5.368E+02,1.177E+01,7.494E+01,4.853E+02,1.150E+01,1.080E+02,4.128E+02
ucoop13,1.363E+01,3.011E+01,5.966E+02,1.266E+01,4.082E+01,5.698E+02,1.213E+01,5.488E+01,5.343E+02,1.179E+01,7.530E+01,4.859E+02,1.155E+01,1.095E+02,4.155E+02
ucoop123,1.385E+01,3.020E+01,6.078E+02,1.277E+01,4.087E+01,5.770E+02,1.217E+01,5.476E+01,5.376E+02,1.177E+01,7.486E+01,4.854E+02,1.150E+01,1.085E+02,4.119E+02
