,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,5.139E+00,6.888E+01,2.447E+02,5.617E+00,5.022E+01,3.132E+02,6.221E+00,3.834E+01,3.779E+02,7.041E+00,2.951E+01,4.426E+02,8.322E+00,2.217E+01,5.090E+02
gammam,7.961E+00,2.369E+01,4.994E+02,6.679E+00,3.193E+01,4.458E+02,5.851E+00,4.204E+01,3.897E+02,5.238E+00,5.588E+01,3.296E+02,4.754E+00,7.809E+01,2.612E+02
gammamRNA,8.347E+00,2.207E+01,5.100E+02,7.079E+00,2.921E+01,4.452E+02,6.265E+00,3.771E+01,3.819E+02,5.664E+00,4.900E+01,3.189E+02,5.188E+00,6.620E+01,2.528E+02
gammad,9.889E+00,1.604E+01,7.746E+02,8.988E+00,1.889E+01,6.283E+02,8.277E+00,2.260E+01,4.909E+02,7.654E+00,2.821E+01,3.634E+02,7.084E+00,3.863E+01,2.441E+02
alphaass,4.782E+00,7.623E+01,2.659E+02,5.271E+00,5.489E+01,3.334E+02,5.891E+00,4.138E+01,3.930E+02,6.734E+00,3.145E+01,4.488E+02,8.051E+00,2.329E+01,5.022E+02
alphadiss,8.132E+00,2.294E+01,5.045E+02,6.767E+00,3.116E+01,4.506E+02,5.905E+00,4.116E+01,3.941E+02,5.275E+00,5.478E+01,3.338E+02,4.779E+00,7.640E+01,2.655E+02
phi0,5.103E+00,7.110E+01,2.384E+02,5.598E+00,5.073E+01,3.108E+02,6.232E+00,3.819E+01,3.788E+02,7.106E+00,2.900E+01,4.469E+02,8.530E+00,2.136E+01,5.168E+02
f1,8.375E+00,2.195E+01,5.112E+02,8.396E+00,2.191E+01,5.112E+02,8.456E+00,2.177E+01,5.113E+02,8.638E+00,2.138E+01,5.114E+02,9.233E+00,2.017E+01,5.120E+02
f2,7.577E+00,2.389E+01,5.102E+02,7.999E+00,2.283E+01,5.107E+02,8.545E+00,2.158E+01,5.114E+02,9.292E+00,2.006E+01,5.120E+02,1.045E+01,1.806E+01,5.128E+02
f3,8.357E+00,2.199E+01,5.112E+02,8.373E+00,2.196E+01,5.112E+02,8.424E+00,2.184E+01,5.112E+02,8.585E+00,2.149E+01,5.114E+02,9.148E+00,2.034E+01,5.119E+02
f12,6.373E+00,6.619E+01,2.418E+02,6.684E+00,4.761E+01,3.137E+02,7.089E+00,3.606E+01,3.823E+02,7.656E+00,2.767E+01,4.516E+02,8.570E+00,2.089E+01,5.231E+02
f13,7.833E+00,2.593E+01,4.686E+02,7.833E+00,2.593E+01,4.686E+02,7.836E+00,2.591E+01,4.688E+02,7.853E+00,2.575E+01,4.705E+02,7.980E+00,2.468E+01,4.815E+02
f23,8.440E+00,2.159E+01,5.152E+02,8.552E+00,2.098E+01,5.221E+02,8.732E+00,2.010E+01,5.323E+02,9.037E+00,1.881E+01,5.472E+02,9.626E+00,1.688E+01,5.691E+02
f123,8.378E+00,2.195E+01,5.111E+02,8.378E+00,2.195E+01,5.112E+02,8.378E+00,2.194E+01,5.116E+02,8.379E+00,2.193E+01,5.148E+02,8.385E+00,2.185E+01,5.375E+02
kb1,6.326E+00,6.865E+01,2.450E+02,6.640E+00,4.879E+01,3.181E+02,7.052E+00,3.663E+01,3.863E+02,7.633E+00,2.787E+01,4.539E+02,8.581E+00,2.084E+01,5.227E+02
kb2,7.610E+00,2.287E+01,5.075E+02,5.355E+00,2.562E+01,4.949E+02,3.971E+00,2.728E+01,4.865E+02,3.031E+00,2.835E+01,4.808E+02,2.363E+00,2.905E+01,4.769E+02
kb3,8.611E+00,1.795E+01,4.723E+03,8.586E+00,1.826E+01,3.201E+03,8.539E+00,1.889E+01,1.839E+03,8.456E+00,2.027E+01,8.805E+02,8.313E+00,2.384E+01,3.381E+02
ku1,8.583E+00,2.083E+01,5.229E+02,7.635E+00,2.785E+01,4.542E+02,7.054E+00,3.657E+01,3.866E+02,6.642E+00,4.869E+01,3.185E+02,6.328E+00,6.842E+01,2.457E+02
ku2,1.592E+00,2.977E+01,4.729E+02,2.149E+00,2.926E+01,4.758E+02,2.995E+00,2.839E+01,4.806E+02,4.338E+00,2.685E+01,4.887E+02,6.698E+00,2.398E+01,5.027E+02
ku3,8.464E+00,2.011E+01,9.417E+02,8.591E+00,1.819E+01,3.440E+03,8.626E+00,1.777E+01,6.331E+03,8.635E+00,1.767E+01,7.785E+03,8.638E+00,1.764E+01,8.243E+03
bcoop12,6.348E+00,6.648E+01,2.518E+02,6.664E+00,4.780E+01,3.231E+02,7.079E+00,3.606E+01,3.904E+02,7.667E+00,2.751E+01,4.573E+02,8.634E+00,2.057E+01,5.255E+02
bcoop23,9.178E+00,1.662E+01,2.082E+03,8.957E+00,1.765E+01,1.398E+03,8.688E+00,1.928E+01,8.749E+02,8.369E+00,2.205E+01,5.027E+02,8.003E+00,2.774E+01,2.534E+02
bcoop13,8.376E+00,2.196E+01,5.110E+02,8.552E+00,2.099E+01,5.220E+02,8.803E+00,1.978E+01,5.359E+02,9.186E+00,1.826E+01,5.534E+02,9.853E+00,1.627E+01,5.753E+02
bcoop123,8.378E+00,2.195E+01,5.112E+02,8.378E+00,2.195E+01,5.112E+02,8.378E+00,2.194E+01,5.111E+02,8.379E+00,2.194E+01,5.108E+02,8.379E+00,2.194E+01,5.101E+02
ucoop12,8.698E+00,2.027E+01,5.287E+02,7.691E+00,2.726E+01,4.596E+02,7.089E+00,3.586E+01,3.917E+02,6.666E+00,4.769E+01,3.237E+02,6.346E+00,6.661E+01,2.515E+02
ucoop23,8.106E+00,2.569E+01,3.102E+02,8.549E+00,2.033E+01,6.888E+02,8.913E+00,1.788E+01,1.294E+03,9.198E+00,1.654E+01,2.161E+03,9.409E+00,1.574E+01,3.251E+03
ucoop13,9.269E+00,1.798E+01,5.567E+02,8.641E+00,2.053E+01,5.272E+02,8.325E+00,2.226E+01,5.076E+02,8.144E+00,2.345E+01,4.946E+02,8.033E+00,2.426E+01,4.859E+02
ucoop123,8.379E+00,2.194E+01,5.101E+02,8.379E+00,2.194E+01,5.108E+02,8.378E+00,2.194E+01,5.111E+02,8.378E+00,2.195E+01,5.112E+02,8.378E+00,2.195E+01,5.112E+02
