,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.209E+00,8.164E+01,4.219E+02,3.071E+00,5.997E+01,6.404E+02,4.228E+00,4.642E+01,9.118E+02,5.816E+00,3.634E+01,1.257E+03,8.190E+00,2.776E+01,1.699E+03
gammam,8.760E+00,2.839E+01,1.055E+03,6.134E+00,3.707E+01,9.156E+02,4.347E+00,4.736E+01,7.617E+02,3.040E+00,6.138E+01,5.973E+02,2.081E+00,8.420E+01,4.255E+02
gammamRNA,8.145E+00,2.788E+01,1.692E+03,5.789E+00,3.648E+01,1.252E+03,4.209E+00,4.659E+01,9.074E+02,3.057E+00,6.020E+01,6.369E+02,2.199E+00,8.206E+01,4.191E+02
gammad,2.782E+00,5.625E+01,1.349E+03,2.770E+00,5.706E+01,1.205E+03,2.744E+00,5.883E+01,9.891E+02,2.691E+00,6.289E+01,7.197E+02,2.587E+00,7.343E+01,4.443E+02
alphaass,1.553E+00,1.199E+02,2.870E+02,1.751E+00,1.012E+02,3.464E+02,1.970E+00,8.886E+01,4.007E+02,2.211E+00,7.958E+01,4.529E+02,2.477E+00,7.215E+01,5.041E+02
alphadiss,8.691E+00,2.857E+01,1.052E+03,6.104E+00,3.720E+01,9.135E+02,4.330E+00,4.749E+01,7.599E+02,3.028E+00,6.157E+01,5.955E+02,2.071E+00,8.458E+01,4.234E+02
phi0,2.189E+00,8.244E+01,4.165E+02,3.047E+00,6.036E+01,6.347E+02,4.201E+00,4.666E+01,9.056E+02,5.784E+00,3.650E+01,1.251E+03,8.146E+00,2.788E+01,1.692E+03
f1,2.628E+00,6.874E+01,5.309E+02,2.628E+00,6.874E+01,5.309E+02,2.630E+00,6.872E+01,5.309E+02,2.639E+00,6.859E+01,5.310E+02,2.703E+00,6.769E+01,5.312E+02
f2,2.606E+00,6.906E+01,5.309E+02,2.612E+00,6.897E+01,5.309E+02,2.635E+00,6.864E+01,5.310E+02,2.733E+00,6.730E+01,5.312E+02,3.212E+00,6.169E+01,5.323E+02
f3,2.623E+00,6.881E+01,5.309E+02,2.625E+00,6.878E+01,5.309E+02,2.637E+00,6.862E+01,5.310E+02,2.697E+00,6.777E+01,5.311E+02,3.069E+00,6.321E+01,5.320E+02
f12,2.624E+00,7.015E+01,5.287E+02,2.624E+00,7.014E+01,5.287E+02,2.625E+00,7.003E+01,5.289E+02,2.627E+00,6.928E+01,5.301E+02,2.640E+00,6.438E+01,5.381E+02
f13,2.628E+00,6.880E+01,5.308E+02,2.628E+00,6.868E+01,5.310E+02,2.630E+00,6.793E+01,5.323E+02,2.643E+00,6.333E+01,5.399E+02,2.734E+00,4.092E+01,5.841E+02
f23,2.592E+00,8.386E+01,5.079E+02,2.593E+00,8.381E+01,5.080E+02,2.593E+00,8.351E+01,5.084E+02,2.597E+00,8.149E+01,5.114E+02,2.628E+00,6.895E+01,5.306E+02
f123,2.628E+00,7.128E+01,5.011E+02,2.631E+00,5.107E+01,8.817E+02,2.635E+00,3.927E+01,1.436E+03,2.641E+00,3.120E+01,2.247E+03,2.649E+00,2.524E+01,3.425E+03
