,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.082E-02,2.318E+01,3.885E+02,3.162E-02,1.208E+01,9.951E+02,4.739E-02,6.317E+00,2.400E+03,7.170E-02,3.089E+00,5.586E+03,1.150E-01,1.352E+00,1.256E+04
gammam,1.214E-01,1.251E+00,6.021E+03,7.860E-02,2.655E+00,4.154E+03,5.399E-02,5.113E+00,2.519E+03,3.765E-02,9.234E+00,1.346E+03,2.614E-02,1.622E+01,6.451E+02
gammamRNA,3.939E-02,8.547E+00,1.611E+03,3.203E-02,1.184E+01,1.024E+03,2.596E-02,1.637E+01,6.420E+02,2.092E-02,2.300E+01,3.930E+02,1.672E-02,3.419E+01,2.269E+02
gammad,2.355E-02,1.887E+01,5.562E+02,2.354E-02,1.891E+01,5.480E+02,2.354E-02,1.900E+01,5.294E+02,2.351E-02,1.922E+01,4.899E+02,2.346E-02,1.978E+01,4.169E+02
alphaass,2.197E-02,2.123E+01,4.426E+02,3.106E-02,1.246E+01,9.223E+02,4.348E-02,7.331E+00,1.755E+03,6.097E-02,4.149E+00,3.018E+03,8.737E-02,2.203E+00,4.636E+03
alphadiss,1.188E-01,1.298E+00,5.938E+03,7.402E-02,2.953E+00,3.879E+03,4.861E-02,6.101E+00,2.127E+03,3.216E-02,1.181E+01,9.893E+02,2.097E-02,2.288E+01,3.985E+02
phi0,2.072E-02,2.336E+01,3.843E+02,3.144E-02,1.219E+01,9.825E+02,4.706E-02,6.392E+00,2.364E+03,7.106E-02,3.138E+00,5.491E+03,1.135E-01,1.382E+00,1.232E+04
f1,2.342E-02,1.908E+01,5.143E+02,2.384E-02,1.906E+01,5.143E+02,2.562E-02,1.897E+01,5.143E+02,3.513E-02,1.863E+01,5.144E+02,1.613E-01,1.718E+01,5.145E+02
f2,2.353E-02,1.908E+01,5.143E+02,2.353E-02,1.908E+01,5.143E+02,2.353E-02,1.908E+01,5.143E+02,2.353E-02,1.908E+01,5.143E+02,2.353E-02,1.908E+01,5.143E+02
f3,2.341E-02,1.909E+01,5.143E+02,2.341E-02,1.909E+01,5.143E+02,2.343E-02,1.908E+01,5.143E+02,2.354E-02,1.908E+01,5.143E+02,2.437E-02,1.903E+01,5.143E+02
f12,2.353E-02,1.913E+01,5.142E+02,2.353E-02,1.913E+01,5.142E+02,2.353E-02,1.913E+01,5.142E+02,2.353E-02,1.912E+01,5.142E+02,2.353E-02,1.912E+01,5.142E+02
f13,2.324E-02,3.590E+01,4.782E+02,2.324E-02,3.588E+01,4.782E+02,2.324E-02,3.573E+01,4.785E+02,2.325E-02,3.473E+01,4.803E+02,2.335E-02,2.844E+01,4.926E+02
f23,2.353E-02,1.908E+01,5.143E+02,2.353E-02,1.908E+01,5.143E+02,2.353E-02,1.908E+01,5.143E+02,2.353E-02,1.908E+01,5.143E+02,2.353E-02,1.907E+01,5.143E+02
f123,2.353E-02,3.296E+01,1.488E+02,2.353E-02,2.580E+01,2.447E+02,2.353E-02,2.127E+01,3.880E+02,2.353E-02,1.795E+01,6.063E+02,2.353E-02,1.534E+01,9.385E+02
kb1,1.672E-01,4.030E+01,4.802E+02,1.431E-01,2.337E+01,5.079E+02,9.415E-02,1.990E+01,5.131E+02,4.676E-02,1.920E+01,5.141E+02,1.947E-02,1.907E+01,5.143E+02
kb2,2.353E-02,2.753E+01,4.915E+02,2.353E-02,9.261E+00,5.340E+02,2.355E-02,3.069E+00,5.414E+02,2.369E-02,9.736E-01,5.426E+02,2.455E-02,2.839E-01,5.429E+02
kb3,2.320E-02,1.306E+02,4.364E+02,2.323E-02,8.064E+01,4.750E+02,2.329E-02,5.125E+01,4.952E+02,2.337E-02,3.241E+01,5.069E+02,2.351E-02,1.993E+01,5.139E+02
ku1,1.220E-02,1.905E+01,5.144E+02,3.363E-02,1.912E+01,5.143E+02,7.853E-02,1.957E+01,5.136E+02,1.351E-01,2.220E+01,5.097E+02,1.659E-01,3.716E+01,4.855E+02
ku2,2.473E-02,2.538E-01,5.429E+02,2.375E-02,7.981E-01,5.427E+02,2.357E-02,2.311E+00,5.419E+02,2.353E-02,6.424E+00,5.380E+02,2.353E-02,1.740E+01,5.183E+02
