,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,7.488E-02,1.620E+01,2.545E+02,1.054E-01,9.563E+00,6.003E+02,1.503E-01,6.052E+00,1.278E+03,2.199E-01,3.854E+00,2.560E+03,3.426E-01,2.339E+00,4.903E+03
gammam,3.554E-01,2.381E+00,1.557E+03,2.250E-01,3.905E+00,1.277E+03,1.513E-01,6.132E+00,9.286E+02,1.044E-01,9.727E+00,5.652E+02,7.287E-02,1.663E+01,2.692E+02
gammamRNA,3.430E-01,2.337E+00,4.909E+03,2.199E-01,3.854E+00,2.560E+03,1.502E-01,6.057E+00,1.276E+03,1.053E-01,9.579E+00,5.986E+02,7.475E-02,1.626E+01,2.532E+02
gammad,9.850E-02,1.031E+01,6.428E+02,9.803E-02,1.060E+01,5.011E+02,9.713E-02,1.119E+01,3.545E+02,9.546E-02,1.247E+01,2.256E+02,9.246E-02,1.561E+01,1.257E+02
alphaass,6.716E-02,1.935E+01,2.163E+02,8.784E-02,1.236E+01,4.114E+02,1.155E-01,8.528E+00,6.625E+02,1.531E-01,6.048E+00,9.398E+02,2.058E-01,4.311E+00,1.207E+03
alphadiss,3.450E-01,2.458E+00,1.543E+03,2.398E-01,3.640E+00,1.325E+03,1.628E-01,5.631E+00,9.983E+02,1.103E-01,9.049E+00,6.177E+02,7.504E-02,1.582E+01,2.896E+02
phi0,7.319E-02,1.689E+01,2.385E+02,9.988E-02,1.031E+01,5.301E+02,1.376E-01,6.747E+00,1.070E+03,1.931E-01,4.483E+00,2.046E+03,2.812E-01,2.915E+00,3.755E+03
f1,9.805E-02,1.058E+01,5.075E+02,9.805E-02,1.058E+01,5.075E+02,9.805E-02,1.058E+01,5.075E+02,9.805E-02,1.058E+01,5.075E+02,9.806E-02,1.058E+01,5.075E+02
f2,9.805E-02,1.058E+01,5.075E+02,9.805E-02,1.058E+01,5.075E+02,9.806E-02,1.058E+01,5.075E+02,9.811E-02,1.058E+01,5.075E+02,9.845E-02,1.058E+01,5.075E+02
f3,1.014E-01,1.055E+01,5.075E+02,1.125E-01,1.045E+01,5.075E+02,1.411E-01,1.023E+01,5.075E+02,2.336E-01,9.783E+00,5.075E+02,6.382E-01,8.739E+00,5.075E+02
f12,9.805E-02,1.058E+01,5.075E+02,9.805E-02,1.058E+01,5.075E+02,9.805E-02,1.058E+01,5.075E+02,9.805E-02,1.058E+01,5.075E+02,9.805E-02,1.058E+01,5.075E+02
