,log10_var,log10_left_bound,log10_right_bound
beta,-1.0296531237699067,-1.19264107563668,-0.8566027731062356
gammam,-0.2628073572952627,-0.43655493715445015,-0.08623366411250807
gammamRNA,0.10720996964786837,-0.06574996030323368,0.27112063928283003
gammad,-3.1278437272517072,-3.3010299956639813,-2.325746384752528
alphaass,-1.5157001606532141,-1.8600070776888196,-1.1634182873763927
alphadiss,-2.1384655891409623,-2.5524059506083905,-1.769640178201645
phi0,0.7664128471123994,0.6016167693058991,0.9379534125142311
f1,-1.7825160557860937,-3.0,0.09027265542831009
f2,-1.5590909179347823,-3.0,0.6479625321517283
f3,-1.3746875490383261,-3.0,2.0
f12,1.3222192947339193,1.1576035208133892,1.674347551766688
f13,-1.8416375079047504,-3.0,2.0
f23,-2.8927900303521317,-3.0,2.0
f123,0.5987905067631151,-3.0,2.0
kb1,-1.583359492661719,-2.3165816302489155,2.0
kb2,-0.575118363368933,-0.9492700221459922,-0.04953268178289098
kb3,-2.978810700930062,-3.0,-0.9415824942018436
ku1,-0.8326826652518239,-2.0,-0.09534039469068202
ku2,0.7395723444500919,0.21787643901281856,1.1148386544534943
ku3,0.7965743332104297,-1.238042735385049,3.0
bcoop12,-0.6143937264016879,-0.933572304691582,-0.2515107165572154
bcoop23,1.0253058652647702,-1.3010299956639813,1.3010299956639813
bcoop13,-1.158015195409886,-1.3010299956639813,1.3010299956639813
bcoop123,-0.575118363368933,-1.3010299956639813,1.3010299956639813
ucoop12,-0.023650020996726553,-0.3879029043979359,0.2945836548807482
ucoop23,0.6211762817750351,-1.3010299956639813,1.3010299956639813
ucoop13,1.1139433523068367,-1.3010299956639813,1.3010299956639813
ucoop123,-0.6108339156354675,-1.3010299956639813,1.3010299956639813
