,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,8.035E-02,2.270E+01,4.394E+02,1.037E-01,1.111E+01,8.354E+02,1.351E-01,5.961E+00,1.423E+03,1.804E-01,3.277E+00,2.297E+03,2.566E-01,1.750E+00,3.584E+03
gammam,2.710E-01,1.637E+00,2.209E+03,1.954E-01,2.872E+00,1.775E+03,1.498E-01,4.853E+00,1.356E+03,1.179E-01,8.239E+00,9.731E+02,9.383E-02,1.451E+01,6.424E+02
gammamRNA,2.560E-01,1.757E+00,3.574E+03,1.796E-01,3.304E+00,2.283E+03,1.343E-01,6.035E+00,1.408E+03,1.030E-01,1.132E+01,8.222E+02,7.964E-02,2.336E+01,4.280E+02
gammad,8.561E-02,1.760E+01,7.303E+02,8.558E-02,1.773E+01,7.030E+02,8.548E-02,1.803E+01,6.444E+02,8.525E-02,1.880E+01,5.352E+02,8.471E-02,2.096E+01,3.716E+02
alphaass,7.879E-02,2.403E+01,4.245E+02,1.022E-01,1.165E+01,7.599E+02,1.336E-01,6.206E+00,1.171E+03,1.790E-01,3.391E+00,1.641E+03,2.553E-01,1.801E+00,2.140E+03
alphadiss,2.593E-01,1.757E+00,2.158E+03,1.821E-01,3.280E+00,1.668E+03,1.357E-01,5.995E+00,1.196E+03,1.035E-01,1.128E+01,7.786E+02,7.954E-02,2.332E+01,4.355E+02
phi0,7.906E-02,2.392E+01,4.187E+02,1.021E-01,1.157E+01,8.065E+02,1.330E-01,6.175E+00,1.382E+03,1.773E-01,3.388E+00,2.239E+03,2.511E-01,1.813E+00,3.503E+03
f1,5.886E-03,1.897E+01,5.182E+02,5.959E-03,1.897E+01,5.182E+02,6.474E-03,1.897E+01,5.182E+02,1.064E-02,1.897E+01,5.182E+02,4.362E-02,1.896E+01,5.182E+02
f2,8.517E-02,1.896E+01,5.182E+02,8.517E-02,1.896E+01,5.182E+02,8.518E-02,1.896E+01,5.182E+02,8.524E-02,1.896E+01,5.182E+02,8.562E-02,1.896E+01,5.182E+02
f3,7.983E-02,1.896E+01,5.182E+02,8.187E-02,1.896E+01,5.182E+02,9.537E-02,1.895E+01,5.182E+02,1.752E-01,1.893E+01,5.182E+02,5.606E-01,1.877E+01,5.182E+02
f12,8.521E-02,1.896E+01,5.182E+02,8.521E-02,1.896E+01,5.182E+02,8.521E-02,1.896E+01,5.182E+02,8.522E-02,1.895E+01,5.182E+02,8.525E-02,1.895E+01,5.182E+02
f13,8.511E-02,1.896E+01,5.182E+02,8.607E-02,1.891E+01,5.183E+02,8.956E-02,1.873E+01,5.184E+02,1.037E-01,1.810E+01,5.190E+02,1.923E-01,1.586E+01,5.210E+02
f23,8.064E-02,1.921E+01,5.180E+02,8.075E-02,1.921E+01,5.180E+02,8.142E-02,1.917E+01,5.180E+02,8.573E-02,1.893E+01,5.183E+02,1.227E-01,1.743E+01,5.196E+02
f123,8.450E-02,3.329E+01,3.071E+02,8.515E-02,1.966E+01,5.011E+02,8.594E-02,1.274E+01,7.425E+02,8.690E-02,8.612E+00,1.050E+03,8.808E-02,5.963E+00,1.443E+03
kb1,1.929E-02,4.234E+01,4.179E+02,3.716E-02,2.652E+01,4.794E+02,6.266E-02,2.128E+01,5.053E+02,8.230E-02,1.921E+01,5.168E+02,9.325E-02,1.832E+01,5.219E+02
kb2,8.373E-02,3.378E+01,4.534E+02,8.661E-02,1.275E+01,5.548E+02,9.141E-02,5.314E+00,6.164E+02,1.001E-01,2.296E+00,6.559E+02,1.188E-01,9.721E-01,6.818E+02
kb3,2.991E+00,1.754E+01,5.177E+02,1.269E+00,1.852E+01,5.181E+02,5.673E-01,1.882E+01,5.182E+02,2.557E-01,1.892E+01,5.182E+02,1.130E-01,1.895E+01,5.182E+02
ku1,9.977E-02,1.785E+01,5.247E+02,9.383E-02,1.828E+01,5.222E+02,7.929E-02,1.948E+01,5.153E+02,5.101E-02,2.307E+01,4.961E+02,2.291E-02,3.587E+01,4.407E+02
ku2,1.190E-01,9.651E-01,6.819E+02,1.001E-01,2.292E+00,6.559E+02,9.138E-02,5.335E+00,6.162E+02,8.657E-02,1.288E+01,5.540E+02,8.369E-02,3.440E+01,4.511E+02
ku3,1.601E-01,1.894E+01,5.182E+02,3.349E-01,1.889E+01,5.182E+02,6.947E-01,1.877E+01,5.182E+02,1.461E+00,1.843E+01,5.180E+02,3.240E+00,1.738E+01,5.176E+02
bcoop12,8.475E-02,2.500E+01,4.888E+02,8.678E-02,9.525E+00,5.785E+02,9.015E-02,3.915E+00,6.339E+02,9.625E-02,1.660E+00,6.697E+02,1.094E-01,6.975E-01,6.932E+02
bcoop23,8.371E-02,3.414E+01,4.521E+02,8.657E-02,1.286E+01,5.541E+02,9.134E-02,5.350E+00,6.160E+02,9.996E-02,2.309E+00,6.557E+02,1.185E-01,9.772E-01,6.816E+02
bcoop13,6.204E-02,1.840E+01,5.215E+02,3.355E-02,1.790E+01,5.245E+02,1.793E-02,1.772E+01,5.256E+02,9.527E-03,1.766E+01,5.260E+02,5.062E-03,1.763E+01,5.261E+02
bcoop123,8.443E-02,3.127E+01,4.627E+02,8.635E-02,1.117E+01,5.660E+02,8.959E-02,4.399E+00,6.279E+02,9.548E-02,1.801E+00,6.669E+02,1.083E-01,7.336E-01,6.921E+02
ucoop12,1.115E-01,6.386E-01,6.950E+02,9.810E-02,1.395E+00,6.753E+02,9.165E-02,2.993E+00,6.467E+02,8.797E-02,6.530E+00,6.047E+02,8.569E-02,1.486E+01,5.416E+02
ucoop23,1.182E-01,9.862E-01,6.814E+02,9.987E-02,2.323E+00,6.554E+02,9.131E-02,5.373E+00,6.158E+02,8.656E-02,1.289E+01,5.539E+02,8.371E-02,3.414E+01,4.521E+02
ucoop13,3.668E-02,1.795E+01,5.242E+02,6.540E-02,1.847E+01,5.211E+02,1.143E-01,1.987E+01,5.130E+02,1.922E-01,2.388E+01,4.918E+02,3.016E-01,3.763E+01,4.340E+02
ucoop123,9.167E-02,2.984E+00,6.469E+02,8.859E-02,5.544E+00,6.148E+02,8.650E-02,1.053E+01,5.707E+02,8.504E-02,2.085E+01,5.085E+02,8.400E-02,4.498E+01,4.155E+02
