,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,9.646E-02,2.351E+01,2.457E+02,1.598E-01,1.453E+01,4.434E+02,2.641E-01,9.843E+00,7.212E+02,4.389E-01,6.837E+00,1.114E+03,7.547E-01,4.611E+00,1.668E+03
gammam,7.599E-01,4.745E+00,1.069E+03,4.355E-01,7.035E+00,8.601E+02,2.565E-01,1.016E+01,6.467E+02,1.511E-01,1.507E+01,4.435E+02,8.863E-02,2.461E+01,2.627E+02
gammamRNA,7.625E-01,4.575E+00,1.679E+03,4.445E-01,6.776E+00,1.126E+03,2.684E-01,9.729E+00,7.316E+02,1.629E-01,1.430E+01,4.524E+02,9.871E-02,2.290E+01,2.535E+02
gammad,1.926E-01,1.199E+01,7.623E+02,1.917E-01,1.233E+01,6.050E+02,1.900E-01,1.300E+01,4.392E+02,1.870E-01,1.440E+01,2.867E+02,1.819E-01,1.783E+01,1.611E+02
alphaass,1.108E-01,1.967E+01,3.351E+02,1.807E-01,1.311E+01,5.101E+02,2.937E-01,9.234E+00,7.012E+02,4.789E-01,6.587E+00,8.977E+02,8.056E-01,4.544E+00,1.088E+03
alphadiss,7.735E-01,4.683E+00,1.075E+03,4.420E-01,6.963E+00,8.660E+02,2.600E-01,1.006E+01,6.522E+02,1.530E-01,1.492E+01,4.481E+02,8.965E-02,2.430E+01,2.663E+02
phi0,9.870E-02,2.291E+01,2.534E+02,1.626E-01,1.432E+01,4.516E+02,2.675E-01,9.752E+00,7.294E+02,4.423E-01,6.800E+00,1.121E+03,7.567E-01,4.602E+00,1.671E+03
f1,1.908E-01,1.261E+01,5.312E+02,1.910E-01,1.259E+01,5.312E+02,1.916E-01,1.248E+01,5.314E+02,1.951E-01,1.198E+01,5.321E+02,2.143E-01,9.589E+00,5.353E+02
f2,1.910E-01,1.258E+01,5.313E+02,1.910E-01,1.258E+01,5.313E+02,1.910E-01,1.257E+01,5.313E+02,1.911E-01,1.256E+01,5.313E+02,1.917E-01,1.248E+01,5.314E+02
f3,1.911E-01,1.257E+01,5.313E+02,1.911E-01,1.257E+01,5.313E+02,1.911E-01,1.257E+01,5.313E+02,1.913E-01,1.254E+01,5.313E+02,1.925E-01,1.236E+01,5.315E+02
f12,1.904E-01,3.364E+01,1.592E+02,1.905E-01,2.521E+01,2.224E+02,1.906E-01,2.016E+01,2.913E+02,1.908E-01,1.667E+01,3.693E+02,1.909E-01,1.408E+01,4.584E+02
f13,1.911E-01,1.258E+01,5.310E+02,1.911E-01,1.258E+01,5.311E+02,1.911E-01,1.257E+01,5.317E+02,1.911E-01,1.249E+01,5.359E+02,1.911E-01,1.200E+01,5.647E+02
f23,1.911E-01,1.257E+01,5.313E+02,1.911E-01,1.257E+01,5.313E+02,1.911E-01,1.257E+01,5.313E+02,1.911E-01,1.257E+01,5.313E+02,1.911E-01,1.257E+01,5.313E+02
f123,1.911E-01,1.257E+01,5.313E+02,1.911E-01,1.257E+01,5.313E+02,1.911E-01,1.257E+01,5.313E+02,1.911E-01,1.257E+01,5.313E+02,1.911E-01,1.257E+01,5.313E+02
kb1,1.965E-01,8.539E+01,4.602E+02,1.961E-01,4.539E+01,5.034E+02,1.952E-01,2.647E+01,5.211E+02,1.933E-01,1.644E+01,5.288E+02,1.892E-01,1.085E+01,5.322E+02
kb2,1.907E-01,1.789E+01,4.567E+02,1.920E-01,7.395E+00,6.346E+02,1.949E-01,3.611E+00,7.408E+02,2.012E-01,1.871E+00,7.999E+02,2.174E-01,9.603E-01,8.312E+02
kb3,1.911E-01,1.216E+01,7.264E+02,1.911E-01,1.220E+01,7.012E+02,1.911E-01,1.233E+01,6.334E+02,1.910E-01,1.273E+01,4.797E+02,1.908E-01,1.421E+01,2.430E+02
ku1,9.360E-03,3.905E+00,5.351E+02,2.810E-02,3.926E+00,5.351E+02,7.449E-02,4.063E+00,5.350E+02,1.442E-01,4.897E+00,5.348E+02,1.853E-01,8.848E+00,5.333E+02
ku2,2.176E-01,9.549E-01,8.314E+02,2.013E-01,1.861E+00,8.003E+02,1.949E-01,3.588E+00,7.416E+02,1.921E-01,7.338E+00,6.360E+02,1.907E-01,1.769E+01,4.590E+02
ku3,1.907E-01,1.464E+01,2.105E+02,1.910E-01,1.297E+01,4.177E+02,1.911E-01,1.245E+01,5.802E+02,1.911E-01,1.225E+01,6.700E+02,1.911E-01,1.218E+01,7.110E+02
bcoop12,1.902E-01,4.160E+01,2.839E+02,1.904E-01,2.544E+01,3.822E+02,1.907E-01,1.726E+01,4.644E+02,1.911E-01,1.237E+01,5.346E+02,1.916E-01,9.182E+00,5.944E+02
bcoop23,1.911E-01,1.257E+01,5.312E+02,1.911E-01,1.257E+01,5.308E+02,1.911E-01,1.257E+01,5.298E+02,1.911E-01,1.257E+01,5.269E+02,1.911E-01,1.258E+01,5.195E+02
bcoop13,1.911E-01,1.233E+01,6.771E+02,1.911E-01,1.242E+01,6.124E+02,1.911E-01,1.265E+01,4.978E+02,1.910E-01,1.320E+01,3.331E+02,1.910E-01,1.479E+01,1.622E+02
bcoop123,1.911E-01,1.257E+01,5.313E+02,1.911E-01,1.257E+01,5.312E+02,1.911E-01,1.257E+01,5.307E+02,1.911E-01,1.257E+01,5.294E+02,1.911E-01,1.257E+01,5.259E+02
ucoop12,2.034E-01,1.639E+00,8.082E+02,1.967E-01,2.835E+00,7.666E+02,1.933E-01,5.024E+00,6.974E+02,1.915E-01,9.536E+00,5.870E+02,1.905E-01,2.122E+01,4.204E+02
ucoop23,1.911E-01,1.258E+01,5.130E+02,1.911E-01,1.257E+01,5.244E+02,1.911E-01,1.257E+01,5.288E+02,1.911E-01,1.257E+01,5.305E+02,1.911E-01,1.257E+01,5.311E+02
ucoop13,1.911E-01,1.279E+01,4.449E+02,1.911E-01,1.244E+01,6.039E+02,1.911E-01,1.232E+01,6.839E+02,1.911E-01,1.227E+01,7.174E+02,1.911E-01,1.226E+01,7.304E+02
ucoop123,1.911E-01,1.257E+01,5.182E+02,1.911E-01,1.257E+01,5.264E+02,1.911E-01,1.257E+01,5.296E+02,1.911E-01,1.257E+01,5.308E+02,1.911E-01,1.257E+01,5.312E+02
