,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,5.661E-01,6.070E+01,4.477E+02,7.259E-01,3.524E+01,6.387E+02,9.362E-01,2.203E+01,8.347E+02,1.231E+00,1.406E+01,1.045E+03,1.705E+00,8.731E+00,1.274E+03
gammam,1.756E+00,8.655E+00,1.088E+03,1.283E+00,1.356E+01,9.514E+02,9.865E-01,2.060E+01,8.105E+02,7.732E-01,3.155E+01,6.652E+02,6.101E-01,5.045E+01,5.135E+02
gammamRNA,1.701E+00,8.758E+00,1.272E+03,1.232E+00,1.404E+01,1.046E+03,9.393E-01,2.191E+01,8.372E+02,7.299E-01,3.486E+01,6.428E+02,5.705E-01,5.956E+01,4.537E+02
gammad,6.721E-01,3.701E+01,7.715E+02,6.709E-01,3.740E+01,7.532E+02,6.680E-01,3.838E+01,7.120E+02,6.611E-01,4.091E+01,6.261E+02,6.451E-01,4.841E+01,4.701E+02
alphaass,6.548E-01,4.351E+01,5.600E+02,8.205E-01,2.832E+01,7.016E+02,1.036E+00,1.898E+01,8.384E+02,1.336E+00,1.276E+01,9.713E+02,1.817E+00,8.269E+00,1.100E+03
alphadiss,1.769E+00,8.571E+00,1.090E+03,1.270E+00,1.378E+01,9.462E+02,9.565E-01,2.169E+01,7.928E+02,7.320E-01,3.496E+01,6.311E+02,5.616E-01,6.077E+01,4.573E+02
phi0,5.637E-01,6.136E+01,4.443E+02,7.237E-01,3.545E+01,6.363E+02,9.344E-01,2.211E+01,8.332E+02,1.230E+00,1.407E+01,1.044E+03,1.707E+00,8.719E+00,1.275E+03
f1,6.047E-01,4.538E+01,5.588E+02,6.084E-01,4.524E+01,5.589E+02,6.210E-01,4.474E+01,5.592E+02,6.676E-01,4.306E+01,5.603E+02,8.881E-01,3.730E+01,5.640E+02
f2,6.550E-01,4.350E+01,5.600E+02,6.550E-01,4.349E+01,5.600E+02,6.556E-01,4.348E+01,5.601E+02,6.594E-01,4.334E+01,5.601E+02,6.866E-01,4.244E+01,5.607E+02
f3,6.549E-01,4.350E+01,5.600E+02,6.549E-01,4.350E+01,5.600E+02,6.550E-01,4.350E+01,5.600E+02,6.551E-01,4.349E+01,5.600E+02,6.557E-01,4.347E+01,5.601E+02
f12,6.495E-01,6.105E+01,4.445E+02,6.584E-01,3.664E+01,6.251E+02,6.697E-01,2.377E+01,8.097E+02,6.842E-01,1.603E+01,1.007E+03,7.033E-01,1.104E+01,1.220E+03
f13,6.547E-01,4.410E+01,5.551E+02,6.547E-01,4.410E+01,5.551E+02,6.547E-01,4.409E+01,5.551E+02,6.547E-01,4.405E+01,5.555E+02,6.548E-01,4.376E+01,5.579E+02
f23,6.548E-01,4.390E+01,5.567E+02,6.548E-01,4.390E+01,5.567E+02,6.548E-01,4.389E+01,5.567E+02,6.548E-01,4.388E+01,5.568E+02,6.548E-01,4.379E+01,5.576E+02
f123,6.549E-01,4.350E+01,5.601E+02,6.549E-01,4.349E+01,5.605E+02,6.549E-01,4.347E+01,5.633E+02,6.549E-01,4.329E+01,5.831E+02,6.549E-01,4.217E+01,7.488E+02
kb1,1.396E+00,1.587E+02,5.992E+02,1.288E+00,7.091E+01,5.654E+02,9.191E-01,4.686E+01,5.606E+02,4.429E-01,4.226E+01,5.599E+02,1.715E-01,4.154E+01,5.598E+02
kb2,6.479E-01,6.419E+01,5.109E+02,6.648E-01,2.894E+01,6.025E+02,6.912E-01,1.422E+01,6.589E+02,7.359E-01,7.286E+00,6.965E+02,8.253E-01,3.750E+00,7.224E+02
kb3,6.546E-01,4.372E+01,1.067E+03,6.548E-01,4.361E+01,7.100E+02,6.557E-01,4.300E+01,3.341E+02,6.606E-01,3.896E+01,1.218E+02,6.893E-01,1.650E+01,6.143E+01
ku1,2.046E-01,4.159E+01,5.598E+02,5.168E-01,4.260E+01,5.599E+02,1.006E+00,4.893E+01,5.609E+02,1.322E+00,8.019E+01,5.677E+02,1.402E+00,1.847E+02,6.158E+02
ku2,8.300E-01,3.664E+00,7.231E+02,7.374E-01,7.170E+00,6.973E+02,6.917E-01,1.407E+01,6.596E+02,6.649E-01,2.881E+01,6.029E+02,6.479E-01,6.437E+01,5.105E+02
ku3,7.208E-01,9.121E+00,5.806E+01,6.733E-01,2.621E+01,6.974E+01,6.604E-01,3.911E+01,1.238E+02,6.564E-01,4.246E+01,2.490E+02,6.552E-01,4.335E+01,4.560E+02
bcoop12,6.473E-01,6.594E+01,5.073E+02,6.644E-01,2.950E+01,6.005E+02,6.914E-01,1.440E+01,6.577E+02,7.371E-01,7.327E+00,6.957E+02,8.295E-01,3.738E+00,7.217E+02
bcoop23,6.548E-01,4.331E+01,1.230E+03,6.548E-01,4.331E+01,1.181E+03,6.548E-01,4.332E+01,1.073E+03,6.548E-01,4.335E+01,8.851E+02,6.549E-01,4.344E+01,6.441E+02
bcoop13,6.547E-01,4.342E+01,1.081E+03,6.548E-01,4.343E+01,8.925E+02,6.549E-01,4.347E+01,6.496E+02,6.552E-01,4.358E+01,4.161E+02,6.560E-01,4.391E+01,2.367E+02
bcoop123,6.549E-01,4.297E+01,1.241E+03,6.549E-01,4.298E+01,1.202E+03,6.549E-01,4.300E+01,1.114E+03,6.549E-01,4.307E+01,9.479E+02,6.549E-01,4.324E+01,7.153E+02
ucoop12,8.284E-01,3.759E+00,7.216E+02,7.373E-01,7.310E+00,6.958E+02,6.919E-01,1.425E+01,6.584E+02,6.650E-01,2.893E+01,6.023E+02,6.479E-01,6.381E+01,5.119E+02
ucoop23,6.553E-01,4.398E+01,3.074E+02,6.550E-01,4.354E+01,5.128E+02,6.548E-01,4.339E+01,7.564E+02,6.548E-01,4.334E+01,9.799E+02,6.548E-01,4.332E+01,1.131E+03
ucoop13,6.579E-01,4.497E+01,1.260E+02,6.562E-01,4.399E+01,2.163E+02,6.554E-01,4.366E+01,3.430E+02,6.550E-01,4.352E+01,5.069E+02,6.548E-01,4.346E+01,6.962E+02
ucoop123,6.549E-01,4.955E+01,1.536E+02,6.549E-01,4.610E+01,2.325E+02,6.549E-01,4.461E+01,3.295E+02,6.549E-01,4.386E+01,4.458E+02,6.549E-01,4.346E+01,5.784E+02
