,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,7.479E-01,4.312E+01,2.674E+02,1.036E+00,2.870E+01,3.999E+02,1.406E+00,2.054E+01,5.504E+02,1.902E+00,1.500E+01,7.268E+02,2.645E+00,1.074E+01,9.357E+02
gammam,2.695E+00,1.075E+01,8.075E+02,1.901E+00,1.520E+01,6.714E+02,1.378E+00,2.099E+01,5.383E+02,9.907E-01,2.958E+01,4.096E+02,6.934E-01,4.481E+01,2.838E+02
gammamRNA,2.710E+00,1.048E+01,9.508E+02,1.935E+00,1.475E+01,7.373E+02,1.424E+00,2.026E+01,5.573E+02,1.046E+00,2.838E+01,4.043E+02,7.529E-01,4.271E+01,2.700E+02
gammad,1.409E+00,1.883E+01,9.592E+02,1.399E+00,1.929E+01,8.236E+02,1.382E+00,2.023E+01,6.464E+02,1.349E+00,2.228E+01,4.489E+02,1.290E+00,2.755E+01,2.605E+02
alphaass,1.004E+00,2.916E+01,4.145E+02,1.306E+00,2.217E+01,5.166E+02,1.686E+00,1.714E+01,6.215E+02,2.189E+00,1.322E+01,7.288E+02,2.945E+00,9.849E+00,8.375E+02
alphadiss,2.681E+00,1.081E+01,8.056E+02,1.897E+00,1.523E+01,6.706E+02,1.379E+00,2.098E+01,5.386E+02,9.940E-01,2.947E+01,4.109E+02,6.980E-01,4.442E+01,2.860E+02
phi0,7.583E-01,4.229E+01,2.727E+02,1.053E+00,2.816E+01,4.073E+02,1.433E+00,2.013E+01,5.608E+02,1.947E+00,1.465E+01,7.413E+02,2.732E+00,1.040E+01,9.555E+02
f1,1.366E+00,2.119E+01,5.346E+02,1.375E+00,2.118E+01,5.346E+02,1.416E+00,2.113E+01,5.346E+02,1.596E+00,2.092E+01,5.346E+02,2.485E+00,1.995E+01,5.346E+02
f2,1.031E+00,2.162E+01,5.345E+02,1.033E+00,2.162E+01,5.345E+02,1.050E+00,2.159E+01,5.345E+02,1.150E+00,2.146E+01,5.345E+02,1.819E+00,2.067E+01,5.346E+02
f3,2.690E-01,2.352E+01,5.344E+02,2.700E-01,2.351E+01,5.344E+02,2.754E-01,2.348E+01,5.345E+02,3.072E-01,2.329E+01,5.345E+02,6.377E-01,2.226E+01,5.345E+02
f12,1.316E+00,2.215E+01,5.336E+02,1.318E+00,2.213E+01,5.336E+02,1.323E+00,2.201E+01,5.337E+02,1.350E+00,2.147E+01,5.343E+02,1.493E+00,1.904E+01,5.367E+02
f13,1.365E+00,2.120E+01,5.345E+02,1.366E+00,2.118E+01,5.346E+02,1.369E+00,2.111E+01,5.346E+02,1.390E+00,2.074E+01,5.350E+02,1.514E+00,1.872E+01,5.370E+02
f23,1.365E+00,2.119E+01,5.346E+02,1.367E+00,2.115E+01,5.346E+02,1.375E+00,2.101E+01,5.347E+02,1.408E+00,2.042E+01,5.353E+02,1.567E+00,1.797E+01,5.378E+02
f123,1.335E+00,3.761E+01,2.995E+02,1.356E+00,2.420E+01,4.675E+02,1.383E+00,1.699E+01,6.685E+02,1.419E+00,1.243E+01,9.149E+02,1.466E+00,9.304E+00,1.219E+03
kb1,1.885E+00,3.782E+01,4.558E+02,1.259E+00,1.936E+01,5.460E+02,7.345E-01,1.325E+01,5.935E+02,4.162E-01,1.081E+01,6.198E+02,2.475E-01,9.698E+00,6.346E+02
kb2,1.413E+00,3.914E+01,4.853E+02,1.356E+00,1.988E+01,5.382E+02,1.273E+00,1.377E+01,5.546E+02,1.199E+00,1.165E+01,5.599E+02,1.159E+00,1.093E+01,5.616E+02
kb3,5.921E-01,5.505E+01,4.141E+02,8.686E-01,3.161E+01,4.917E+02,1.396E+00,2.082E+01,5.361E+02,2.198E+00,1.471E+01,5.630E+02,3.309E+00,1.061E+01,5.796E+02
ku1,1.711E-02,8.514E+00,6.538E+02,4.029E-02,8.581E+00,6.526E+02,9.952E-02,8.841E+00,6.480E+02,2.861E-01,9.943E+00,6.311E+02,1.052E+00,1.649E+01,5.662E+02
ku2,1.142E+00,1.068E+01,5.622E+02,1.161E+00,1.096E+01,5.615E+02,1.218E+00,1.208E+01,5.588E+02,1.319E+00,1.622E+01,5.482E+02,1.402E+00,3.209E+01,5.043E+02
ku3,3.295E+00,1.065E+01,5.795E+02,2.187E+00,1.476E+01,5.628E+02,1.388E+00,2.092E+01,5.357E+02,8.634E-01,3.181E+01,4.910E+02,5.895E-01,5.558E+01,4.126E+02
bcoop12,1.382E+00,1.501E+01,5.680E+02,1.409E+00,1.054E+01,5.959E+02,1.449E+00,7.557E+00,6.165E+02,1.513E+00,5.455E+00,6.318E+02,1.633E+00,3.878E+00,6.433E+02
bcoop23,1.418E+00,5.570E+01,4.102E+02,1.394E+00,3.118E+01,4.915E+02,1.359E+00,1.996E+01,5.404E+02,1.311E+00,1.387E+01,5.716E+02,1.245E+00,1.025E+01,5.920E+02
bcoop13,1.331E+00,4.893E+01,4.220E+02,1.357E+00,2.447E+01,5.176E+02,1.398E+00,1.383E+01,5.788E+02,1.466E+00,8.282E+00,6.205E+02,1.602E+00,5.006E+00,6.494E+02
bcoop123,1.317E+00,5.179E+01,4.121E+02,1.349E+00,2.642E+01,5.077E+02,1.398E+00,1.508E+01,5.714E+02,1.479E+00,9.054E+00,6.164E+02,1.634E+00,5.462E+00,6.490E+02
ucoop12,1.408E+00,1.065E+01,5.952E+02,1.381E+00,1.523E+01,5.668E+02,1.363E+00,2.256E+01,5.278E+02,1.350E+00,3.540E+01,4.728E+02,1.340E+00,6.169E+01,3.904E+02
ucoop23,5.505E-01,4.244E+00,6.291E+02,8.083E-01,4.953E+00,6.244E+02,1.080E+00,6.810E+00,6.126E+02,1.280E+00,1.180E+01,5.831E+02,1.386E+00,2.767E+01,5.058E+02
ucoop13,1.604E+00,4.989E+00,6.495E+02,1.467E+00,8.264E+00,6.206E+02,1.398E+00,1.382E+01,5.789E+02,1.357E+00,2.448E+01,5.176E+02,1.331E+00,4.902E+01,4.217E+02
ucoop123,1.697E+00,4.803E+00,6.553E+02,1.538E+00,7.129E+00,6.333E+02,1.452E+00,1.041E+01,6.053E+02,1.396E+00,1.538E+01,5.694E+02,1.358E+00,2.342E+01,5.227E+02
