,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,8.301E+00,9.830E+01,3.053E+02,9.317E+00,7.376E+01,3.916E+02,1.056E+01,5.826E+01,4.721E+02,1.216E+01,4.661E+01,5.521E+02,1.451E+01,3.664E+01,6.335E+02
gammam,1.803E+01,3.067E+01,6.095E+02,1.591E+01,3.480E+01,5.996E+02,1.442E+01,3.849E+01,5.893E+02,1.322E+01,4.207E+01,5.784E+02,1.221E+01,4.568E+01,5.669E+02
gammamRNA,1.428E+01,3.740E+01,6.271E+02,1.210E+01,4.697E+01,5.493E+02,1.057E+01,5.816E+01,4.728E+02,9.374E+00,7.282E+01,3.958E+02,8.389E+00,9.527E+01,3.140E+02
gammad,1.529E+01,3.286E+01,7.043E+02,1.314E+01,4.127E+01,6.023E+02,1.168E+01,5.113E+01,5.046E+02,1.054E+01,6.439E+01,4.093E+02,9.601E+00,8.564E+01,3.114E+02
alphaass,5.462E+00,1.156E+02,3.757E+02,6.912E+00,8.513E+01,4.473E+02,8.660E+00,6.582E+01,5.025E+02,1.087E+01,5.158E+01,5.478E+02,1.400E+01,3.966E+01,5.858E+02
alphadiss,1.536E+01,3.607E+01,5.962E+02,1.216E+01,4.586E+01,5.663E+02,9.680E+00,5.834E+01,5.260E+02,7.586E+00,7.635E+01,4.714E+02,5.779E+00,1.068E+02,3.946E+02
phi0,8.445E+00,9.349E+01,3.193E+02,9.477E+00,7.120E+01,4.032E+02,1.074E+01,5.657E+01,4.826E+02,1.239E+01,4.535E+01,5.618E+02,1.486E+01,3.556E+01,6.426E+02
f1,1.257E+01,4.413E+01,5.722E+02,1.258E+01,4.412E+01,5.722E+02,1.264E+01,4.404E+01,5.722E+02,1.292E+01,4.372E+01,5.722E+02,1.427E+01,4.216E+01,5.723E+02
f2,1.267E+01,4.402E+01,5.722E+02,1.272E+01,4.395E+01,5.722E+02,1.290E+01,4.374E+01,5.722E+02,1.345E+01,4.310E+01,5.722E+02,1.530E+01,4.100E+01,5.723E+02
f3,2.520E+00,6.178E+01,5.707E+02,2.524E+00,6.176E+01,5.707E+02,2.545E+00,6.167E+01,5.707E+02,2.663E+00,6.117E+01,5.707E+02,3.484E+00,5.838E+01,5.710E+02
