,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.428E-01,2.212E+01,2.748E+02,3.376E-01,1.275E+01,4.976E+02,4.633E-01,8.179E+00,8.146E+02,6.346E-01,5.475E+00,1.272E+03,8.942E-01,3.645E+00,1.932E+03
gammam,8.956E-01,3.653E+00,1.697E+03,6.358E-01,5.480E+00,1.190E+03,4.641E-01,8.175E+00,7.956E+02,3.381E-01,1.272E+01,5.004E+02,2.431E-01,2.193E+01,2.823E+02
gammamRNA,8.771E-01,3.727E+00,1.892E+03,6.273E-01,5.553E+00,1.252E+03,4.602E-01,8.251E+00,8.067E+02,3.369E-01,1.279E+01,4.960E+02,2.435E-01,2.199E+01,2.765E+02
gammad,3.518E-01,1.196E+01,5.475E+02,3.511E-01,1.214E+01,4.926E+02,3.498E-01,1.256E+01,4.058E+02,3.470E-01,1.355E+01,2.918E+02,3.412E-01,1.629E+01,1.703E+02
alphaass,2.426E-01,2.202E+01,2.812E+02,3.373E-01,1.276E+01,4.985E+02,4.628E-01,8.206E+00,7.924E+02,6.336E-01,5.503E+00,1.185E+03,8.913E-01,3.673E+00,1.690E+03
alphadiss,1.004E+00,3.211E+00,1.862E+03,7.673E-01,4.372E+00,1.464E+03,6.074E-01,5.797E+00,1.126E+03,4.855E-01,7.705E+00,8.458E+02,3.881E-01,1.043E+01,6.168E+02
phi0,2.463E-01,2.152E+01,2.828E+02,3.419E-01,1.251E+01,5.081E+02,4.687E-01,8.053E+00,8.288E+02,6.417E-01,5.401E+00,1.291E+03,9.053E-01,3.594E+00,1.957E+03
f1,3.480E-01,1.202E+01,5.317E+02,3.480E-01,1.202E+01,5.317E+02,3.481E-01,1.202E+01,5.317E+02,3.485E-01,1.202E+01,5.317E+02,3.512E-01,1.201E+01,5.317E+02
f2,3.515E-01,1.201E+01,5.317E+02,3.526E-01,1.200E+01,5.317E+02,3.582E-01,1.198E+01,5.317E+02,3.895E-01,1.189E+01,5.317E+02,6.415E-01,1.140E+01,5.317E+02
f3,2.767E-01,1.230E+01,5.317E+02,2.779E-01,1.229E+01,5.317E+02,2.834E-01,1.227E+01,5.317E+02,3.112E-01,1.215E+01,5.317E+02,5.285E-01,1.158E+01,5.317E+02
f12,3.493E-01,1.227E+01,5.314E+02,3.493E-01,1.227E+01,5.314E+02,3.493E-01,1.227E+01,5.314E+02,3.493E-01,1.226E+01,5.314E+02,3.499E-01,1.220E+01,5.315E+02
f13,3.505E-01,1.212E+01,5.316E+02,3.505E-01,1.212E+01,5.316E+02,3.505E-01,1.212E+01,5.316E+02,3.506E-01,1.212E+01,5.316E+02,3.507E-01,1.211E+01,5.316E+02
f23,3.498E-01,1.220E+01,5.315E+02,3.502E-01,1.216E+01,5.316E+02,3.517E-01,1.199E+01,5.317E+02,3.574E-01,1.138E+01,5.324E+02,3.824E-01,9.074E+00,5.350E+02
f123,3.502E-01,2.077E+01,2.902E+02,3.517E-01,1.171E+01,5.472E+02,3.535E-01,7.487E+00,9.284E+02,3.559E-01,5.131E+00,1.500E+03,3.591E-01,3.686E+00,2.355E+03
kb1,3.471E-01,2.912E+01,4.422E+02,3.523E-01,1.089E+01,5.399E+02,3.612E-01,4.948E+00,5.959E+02,3.776E-01,2.566E+00,6.298E+02,4.127E-01,1.422E+00,6.507E+02
kb2,4.472E-01,5.132E+01,5.190E+02,4.313E-01,2.007E+01,5.301E+02,3.586E-01,1.219E+01,5.317E+02,2.115E-01,1.056E+01,5.319E+02,8.973E-02,1.029E+01,5.320E+02
kb3,3.919E-01,1.095E+02,4.959E+02,3.917E-01,5.463E+01,5.230E+02,3.908E-01,2.950E+01,5.296E+02,3.873E-01,1.815E+01,5.312E+02,3.753E-01,1.346E+01,5.316E+02
ku1,4.130E-01,1.417E+00,6.507E+02,3.777E-01,2.559E+00,6.299E+02,3.613E-01,4.934E+00,5.961E+02,3.523E-01,1.085E+01,5.402E+02,3.471E-01,2.903E+01,4.426E+02
ku2,1.365E-01,1.035E+01,5.320E+02,2.707E-01,1.088E+01,5.319E+02,3.910E-01,1.356E+01,5.315E+02,4.379E-01,2.424E+01,5.290E+02,4.481E-01,6.250E+01,5.138E+02
ku3,2.371E-01,1.120E+01,5.318E+02,2.396E-01,1.121E+01,5.318E+02,2.537E-01,1.123E+01,5.318E+02,3.009E-01,1.138E+01,5.318E+02,3.608E-01,1.233E+01,5.317E+02
bcoop12,3.487E-01,2.752E+01,4.485E+02,3.526E-01,9.924E+00,5.475E+02,3.594E-01,4.438E+00,6.029E+02,3.721E-01,2.298E+00,6.354E+02,3.998E-01,1.284E+00,6.550E+02
bcoop23,3.784E-01,3.916E+01,5.248E+02,3.762E-01,2.417E+01,5.294E+02,3.704E-01,1.645E+01,5.310E+02,3.566E-01,1.257E+01,5.316E+02,3.283E-01,1.074E+01,5.319E+02
bcoop13,3.492E-01,2.621E+01,4.538E+02,3.527E-01,9.333E+00,5.525E+02,3.590E-01,4.172E+00,6.070E+02,3.710E-01,2.174E+00,6.386E+02,3.974E-01,1.226E+00,6.574E+02
bcoop123,3.494E-01,2.847E+01,4.440E+02,3.520E-01,1.067E+01,5.418E+02,3.565E-01,4.931E+00,5.975E+02,3.645E-01,2.642E+00,6.310E+02,3.796E-01,1.552E+00,6.516E+02
ucoop12,4.009E-01,1.266E+00,6.554E+02,3.725E-01,2.264E+00,6.361E+02,3.596E-01,4.361E+00,6.039E+02,3.527E-01,9.714E+00,5.493E+02,3.488E-01,2.678E+01,4.517E+02
ucoop23,2.579E-01,9.779E+00,5.320E+02,3.098E-01,1.030E+01,5.319E+02,3.461E-01,1.157E+01,5.318E+02,3.656E-01,1.437E+01,5.314E+02,3.743E-01,2.008E+01,5.303E+02
ucoop13,4.000E-01,1.183E+00,6.583E+02,3.728E-01,2.040E+00,6.411E+02,3.604E-01,3.748E+00,6.129E+02,3.537E-01,7.847E+00,5.658E+02,3.499E-01,1.989E+01,4.838E+02
ucoop123,3.550E-01,6.003E+00,5.848E+02,3.527E-01,9.171E+00,5.540E+02,3.509E-01,1.483E+01,5.126E+02,3.496E-01,2.575E+01,4.556E+02,3.485E-01,4.989E+01,3.721E+02
