,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,4.911E-01,7.016E+01,6.314E+02,6.050E-01,4.234E+01,9.880E+02,7.664E-01,2.712E+01,1.423E+03,1.015E+00,1.740E+01,1.970E+03,1.463E+00,1.055E+01,2.661E+03
gammam,1.513E+00,1.015E+01,2.576E+03,1.069E+00,1.620E+01,1.995E+03,8.182E-01,2.439E+01,1.511E+03,6.530E-01,3.641E+01,1.109E+03,5.352E-01,5.595E+01,7.714E+02
gammamRNA,5.635E-01,4.944E+01,8.640E+02,5.234E-01,5.904E+01,7.382E+02,4.875E-01,7.167E+01,6.192E+02,4.551E-01,8.953E+01,5.038E+02,4.258E-01,1.188E+02,3.851E+02
gammad,4.724E-01,7.752E+01,5.943E+02,4.722E-01,7.835E+01,5.788E+02,4.719E-01,8.014E+01,5.480E+02,4.712E-01,8.427E+01,4.897E+02,4.699E-01,9.515E+01,3.872E+02
alphaass,4.871E-01,7.189E+01,6.168E+02,6.021E-01,4.287E+01,9.693E+02,7.659E-01,2.724E+01,1.392E+03,1.020E+00,1.734E+01,1.911E+03,1.485E+00,1.040E+01,2.547E+03
alphadiss,1.484E+00,1.041E+01,2.546E+03,1.017E+00,1.739E+01,1.907E+03,7.636E-01,2.739E+01,1.387E+03,5.999E-01,4.321E+01,9.629E+02,4.850E-01,7.283E+01,6.096E+02
phi0,4.843E-01,7.308E+01,6.082E+02,5.980E-01,4.340E+01,9.674E+02,7.595E-01,2.755E+01,1.406E+03,1.009E+00,1.755E+01,1.958E+03,1.462E+00,1.056E+01,2.660E+03
f1,2.128E-01,9.263E+01,5.522E+02,2.235E-01,9.164E+01,5.532E+02,2.541E-01,8.921E+01,5.556E+02,3.624E-01,8.316E+01,5.615E+02,1.010E+00,6.814E+01,5.757E+02
f2,4.718E-01,7.910E+01,5.654E+02,4.719E-01,7.910E+01,5.654E+02,4.720E-01,7.910E+01,5.654E+02,4.727E-01,7.908E+01,5.654E+02,4.776E-01,7.892E+01,5.656E+02
f3,4.721E-01,7.910E+01,5.654E+02,4.721E-01,7.910E+01,5.654E+02,4.721E-01,7.910E+01,5.654E+02,4.721E-01,7.910E+01,5.654E+02,4.721E-01,7.910E+01,5.654E+02
f12,4.809E-01,4.998E+01,8.725E+02,5.030E-01,2.506E+01,1.639E+03,5.359E-01,1.362E+01,2.779E+03,5.893E-01,7.486E+00,4.499E+03,6.922E-01,3.942E+00,7.089E+03
f13,4.721E-01,7.910E+01,5.654E+02,4.721E-01,7.910E+01,5.654E+02,4.721E-01,7.910E+01,5.654E+02,4.721E-01,7.909E+01,5.654E+02,4.721E-01,7.908E+01,5.655E+02
