,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,3.966E+00,6.961E+01,5.812E+02,4.431E+00,4.455E+01,8.862E+02,4.994E+00,3.161E+01,1.220E+03,5.719E+00,2.339E+01,1.597E+03,6.782E+00,1.734E+01,2.026E+03
gammam,9.460E+00,1.792E+01,7.777E+02,9.126E+00,1.870E+01,7.746E+02,8.354E+00,2.084E+01,7.652E+02,6.941E+00,2.670E+01,7.370E+02,4.982E+00,4.538E+01,6.495E+02
gammamRNA,6.719E+00,1.760E+01,2.005E+03,5.684E+00,2.369E+01,1.580E+03,4.971E+00,3.199E+01,1.207E+03,4.414E+00,4.512E+01,8.756E+02,3.954E+00,7.072E+01,5.724E+02
gammad,6.736E+00,1.550E+01,3.058E+03,5.744E+00,2.044E+01,2.284E+03,5.053E+00,2.721E+01,1.648E+03,4.507E+00,3.813E+01,1.123E+03,4.050E+00,6.040E+01,6.799E+02
alphaass,3.478E+00,1.021E+02,4.681E+02,4.040E+00,6.943E+01,5.597E+02,4.617E+00,5.239E+01,6.207E+02,5.197E+00,4.209E+01,6.638E+02,5.766E+00,3.534E+01,6.948E+02
alphadiss,3.976E+00,7.203E+01,5.513E+02,3.936E+00,7.376E+01,5.458E+02,3.850E+00,7.779E+01,5.334E+02,3.679E+00,8.730E+01,5.062E+02,3.381E+00,1.114E+02,4.464E+02
phi0,3.964E+00,6.983E+01,5.794E+02,4.432E+00,4.453E+01,8.866E+02,5.000E+00,3.153E+01,1.223E+03,5.733E+00,2.328E+01,1.603E+03,6.815E+00,1.721E+01,2.037E+03
f1,3.898E+00,7.488E+01,5.424E+02,3.908E+00,7.485E+01,5.424E+02,3.959E+00,7.473E+01,5.424E+02,4.225E+00,7.408E+01,5.425E+02,5.926E+00,7.071E+01,5.429E+02
f2,3.859E+00,7.498E+01,5.424E+02,3.861E+00,7.497E+01,5.424E+02,3.873E+00,7.494E+01,5.424E+02,3.960E+00,7.472E+01,5.424E+02,4.623E+00,7.320E+01,5.426E+02
f3,3.874E+00,7.494E+01,5.424E+02,3.937E+00,7.478E+01,5.424E+02,4.136E+00,7.429E+01,5.425E+02,4.821E+00,7.278E+01,5.427E+02,7.774E+00,6.779E+01,5.433E+02
f12,3.910E+00,7.492E+01,5.424E+02,3.911E+00,7.489E+01,5.424E+02,3.915E+00,7.469E+01,5.426E+02,3.943E+00,7.336E+01,5.438E+02,4.142E+00,6.487E+01,5.519E+02
f13,3.906E+00,7.510E+01,5.422E+02,3.919E+00,7.450E+01,5.428E+02,3.955E+00,7.276E+01,5.444E+02,4.071E+00,6.769E+01,5.493E+02,4.494E+00,5.324E+01,5.630E+02
f23,3.910E+00,7.490E+01,5.424E+02,3.916E+00,7.464E+01,5.426E+02,3.936E+00,7.368E+01,5.435E+02,4.014E+00,7.015E+01,5.469E+02,4.355E+00,5.740E+01,5.590E+02
f123,3.943E+00,5.479E+01,7.305E+02,4.032E+00,3.285E+01,1.192E+03,4.158E+00,2.218E+01,1.739E+03,4.348E+00,1.577E+01,2.399E+03,4.674E+00,1.135E+01,3.203E+03
kb1,3.896E+00,6.531E+01,5.749E+02,3.781E+00,3.740E+01,6.881E+02,3.594E+00,2.490E+01,7.475E+02,3.313E+00,1.831E+01,7.797E+02,2.933E+00,1.462E+01,7.975E+02
kb2,3.931E+00,6.140E+01,6.138E+02,4.019E+00,3.553E+01,8.195E+02,4.148E+00,2.340E+01,9.713E+02,4.349E+00,1.628E+01,1.087E+03,4.711E+00,1.145E+01,1.177E+03
kb3,6.324E+00,8.232E+01,5.231E+02,2.493E+00,7.244E+01,5.489E+02,8.890E-01,7.098E+01,5.528E+02,3.057E-01,7.075E+01,5.535E+02,1.070E-01,7.072E+01,5.536E+02
ku1,4.079E-01,9.962E+00,8.196E+02,7.739E-01,1.007E+01,8.191E+02,1.532E+00,1.064E+01,8.164E+02,2.725E+00,1.348E+01,8.030E+02,3.654E+00,2.755E+01,7.346E+02
ku2,4.718E+00,1.139E+01,1.178E+03,4.352E+00,1.621E+01,1.088E+03,4.150E+00,2.330E+01,9.728E+02,4.020E+00,3.536E+01,8.213E+02,3.932E+00,6.102E+01,6.160E+02
ku3,3.357E+00,7.377E+01,5.453E+02,4.621E+00,7.653E+01,5.380E+02,6.235E+00,8.194E+01,5.241E+02,8.171E+00,9.304E+01,4.970E+02,1.028E+01,1.185E+02,4.414E+02
bcoop12,3.935E+00,5.883E+01,6.334E+02,4.027E+00,3.405E+01,8.559E+02,4.157E+00,2.247E+01,1.026E+03,4.358E+00,1.568E+01,1.160E+03,4.717E+00,1.107E+01,1.267E+03
bcoop23,3.931E+00,5.967E+01,6.245E+02,4.009E+00,3.425E+01,8.343E+02,4.124E+00,2.243E+01,9.882E+02,4.307E+00,1.553E+01,1.105E+03,4.644E+00,1.087E+01,1.194E+03
bcoop13,3.862E+00,3.788E+01,6.850E+02,3.690E+00,1.845E+01,7.769E+02,3.291E+00,1.132E+01,8.097E+02,2.606E+00,8.511E+00,8.217E+02,1.850E+00,7.490E+00,8.260E+02
bcoop123,3.936E+00,5.881E+01,6.338E+02,4.027E+00,3.399E+01,8.574E+02,4.158E+00,2.241E+01,1.028E+03,4.360E+00,1.564E+01,1.163E+03,4.721E+00,1.104E+01,1.271E+03
ucoop12,4.668E+00,1.148E+01,1.257E+03,4.338E+00,1.613E+01,1.150E+03,4.147E+00,2.301E+01,1.016E+03,4.022E+00,3.476E+01,8.474E+02,3.934E+00,5.985E+01,6.268E+02
ucoop23,4.642E+00,1.088E+01,1.194E+03,4.308E+00,1.550E+01,1.105E+03,4.126E+00,2.232E+01,9.899E+02,4.011E+00,3.393E+01,8.379E+02,3.932E+00,5.857E+01,6.314E+02
ucoop13,3.900E+00,5.964E+01,5.954E+02,3.909E+00,6.994E+01,5.587E+02,3.916E+00,8.372E+01,5.148E+02,3.922E+00,1.035E+02,4.604E+02,3.928E+00,1.360E+02,3.883E+02
ucoop123,4.717E+00,1.107E+01,1.270E+03,4.359E+00,1.566E+01,1.163E+03,4.158E+00,2.241E+01,1.028E+03,4.027E+00,3.392E+01,8.582E+02,3.936E+00,5.847E+01,6.360E+02
