,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.892E-02,3.774E+01,3.160E+02,4.163E-02,1.961E+01,4.484E+02,6.278E-02,1.075E+01,5.853E+02,1.012E-01,5.830E+00,7.343E+02,1.844E-01,2.908E+00,8.997E+02
gammam,1.773E-01,3.177E+00,7.576E+02,9.620E-02,6.389E+00,6.581E+02,5.895E-02,1.183E+01,5.524E+02,3.866E-02,2.163E+01,4.410E+02,2.660E-02,4.166E+01,3.209E+02
gammamRNA,1.839E-01,2.918E+00,8.990E+02,1.011E-01,5.833E+00,7.342E+02,6.285E-02,1.073E+01,5.857E+02,4.173E-02,1.953E+01,4.492E+02,2.902E-02,3.748E+01,3.173E+02
gammad,5.078E-02,1.317E+01,6.617E+02,5.072E-02,1.348E+01,6.204E+02,5.061E-02,1.417E+01,5.477E+02,5.037E-02,1.588E+01,4.363E+02,4.985E-02,2.098E+01,2.893E+02
alphaass,2.681E-02,4.098E+01,3.238E+02,3.908E-02,2.127E+01,4.442E+02,5.981E-02,1.160E+01,5.559E+02,9.812E-02,6.241E+00,6.619E+02,1.827E-01,3.075E+00,7.616E+02
alphadiss,1.791E-01,3.142E+00,7.590E+02,9.700E-02,6.326E+00,6.597E+02,5.939E-02,1.171E+01,5.542E+02,3.893E-02,2.140E+01,4.430E+02,2.677E-02,4.111E+01,3.232E+02
phi0,2.871E-02,3.833E+01,3.131E+02,4.139E-02,1.979E+01,4.463E+02,6.253E-02,1.080E+01,5.840E+02,1.010E-01,5.840E+00,7.339E+02,1.849E-01,2.899E+00,9.004E+02
f1,1.400E-02,1.612E+01,5.134E+02,1.521E-02,1.601E+01,5.135E+02,1.914E-02,1.571E+01,5.136E+02,3.750E-02,1.493E+01,5.140E+02,1.861E-01,1.280E+01,5.149E+02
f2,5.040E-02,1.459E+01,5.141E+02,5.040E-02,1.459E+01,5.141E+02,5.040E-02,1.459E+01,5.141E+02,5.041E-02,1.459E+01,5.141E+02,5.047E-02,1.459E+01,5.141E+02
f3,5.054E-02,1.459E+01,5.141E+02,5.054E-02,1.459E+01,5.141E+02,5.056E-02,1.459E+01,5.141E+02,5.069E-02,1.458E+01,5.141E+02,5.161E-02,1.456E+01,5.142E+02
f12,5.054E-02,1.460E+01,5.140E+02,5.055E-02,1.456E+01,5.145E+02,5.059E-02,1.432E+01,5.185E+02,5.084E-02,1.282E+01,5.452E+02,5.269E-02,6.846E+00,7.100E+02
f13,4.863E-02,5.537E+01,2.444E+02,4.898E-02,3.833E+01,3.097E+02,4.938E-02,2.801E+01,3.707E+02,4.983E-02,2.101E+01,4.311E+02,5.035E-02,1.600E+01,4.924E+02
f23,5.055E-02,1.459E+01,5.141E+02,5.055E-02,1.459E+01,5.141E+02,5.055E-02,1.459E+01,5.141E+02,5.055E-02,1.459E+01,5.141E+02,5.055E-02,1.459E+01,5.141E+02
f123,5.055E-02,1.459E+01,5.129E+02,5.055E-02,1.459E+01,5.140E+02,5.055E-02,1.457E+01,5.222E+02,5.055E-02,1.448E+01,5.824E+02,5.055E-02,1.389E+01,1.305E+03
kb1,1.121E+00,1.335E+01,5.198E+02,4.148E-01,1.431E+01,5.154E+02,1.774E-01,1.453E+01,5.144E+02,8.779E-02,1.457E+01,5.142E+02,5.348E-02,1.459E+01,5.141E+02
kb2,5.042E-02,1.363E+01,2.198E+03,5.044E-02,1.376E+01,1.374E+03,5.048E-02,1.407E+01,8.112E+02,5.058E-02,1.484E+01,4.403E+02,5.078E-02,1.707E+01,2.039E+02
kb3,4.918E-02,3.162E+01,4.198E+02,5.095E-02,1.230E+01,5.315E+02,5.389E-02,5.102E+00,6.042E+02,5.919E-02,2.104E+00,6.532E+02,7.080E-02,8.079E-01,6.865E+02
ku1,6.689E-02,1.458E+01,5.142E+02,1.147E-01,1.456E+01,5.143E+02,2.271E-01,1.449E+01,5.146E+02,5.009E-01,1.421E+01,5.159E+02,1.255E+00,1.314E+01,5.207E+02
ku2,5.064E-02,1.542E+01,3.342E+02,5.047E-02,1.398E+01,9.119E+02,5.043E-02,1.364E+01,2.023E+03,5.041E-02,1.356E+01,3.925E+03,5.041E-02,1.353E+01,6.621E+03
ku3,7.108E-02,7.953E-01,6.869E+02,5.925E-02,2.090E+00,6.535E+02,5.388E-02,5.103E+00,6.042E+02,5.093E-02,1.239E+01,5.308E+02,4.915E-02,3.214E+01,4.176E+02
bcoop12,5.055E-02,1.415E+01,7.394E+02,5.055E-02,1.456E+01,5.244E+02,5.054E-02,1.527E+01,3.572E+02,5.054E-02,1.661E+01,2.286E+02,5.053E-02,1.966E+01,1.301E+02
bcoop23,5.055E-02,1.460E+01,4.643E+02,5.055E-02,1.468E+01,3.043E+02,5.055E-02,1.486E+01,1.919E+02,5.055E-02,1.528E+01,1.158E+02,5.055E-02,1.638E+01,6.526E+01
