,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.273E+00,6.040E+01,2.463E+02,1.695E+00,4.358E+01,3.322E+02,2.281E+00,3.292E+01,4.207E+02,3.139E+00,2.493E+01,5.162E+02,4.560E+00,1.809E+01,6.212E+02
gammam,4.274E+00,1.959E+01,5.641E+02,2.850E+00,2.683E+01,5.001E+02,1.983E+00,3.547E+01,4.311E+02,1.400E+00,4.716E+01,3.567E+02,9.948E-01,6.583E+01,2.742E+02
gammamRNA,4.397E+00,1.867E+01,6.117E+02,3.065E+00,2.545E+01,5.091E+02,2.242E+00,3.344E+01,4.155E+02,1.674E+00,4.412E+01,3.286E+02,1.263E+00,6.103E+01,2.439E+02
gammad,3.668E+00,1.853E+01,1.114E+03,3.567E+00,1.948E+01,9.315E+02,3.399E+00,2.133E+01,7.205E+02,3.138E+00,2.512E+01,5.061E+02,2.771E+00,3.402E+01,3.086E+02
alphaass,1.352E+00,4.866E+01,3.486E+02,1.802E+00,3.826E+01,4.114E+02,2.420E+00,3.040E+01,4.702E+02,3.309E+00,2.393E+01,5.256E+02,4.733E+00,1.805E+01,5.774E+02
alphadiss,4.374E+00,1.923E+01,5.672E+02,2.889E+00,2.656E+01,5.025E+02,1.997E+00,3.527E+01,4.326E+02,1.403E+00,4.709E+01,3.571E+02,9.913E-01,6.610E+01,2.733E+02
phi0,1.261E+00,6.118E+01,2.433E+02,1.667E+00,4.433E+01,3.273E+02,2.226E+00,3.366E+01,4.133E+02,3.031E+00,2.569E+01,5.058E+02,4.321E+00,1.895E+01,6.071E+02
f1,3.072E+00,2.578E+01,5.169E+02,3.075E+00,2.575E+01,5.169E+02,3.086E+00,2.561E+01,5.170E+02,3.138E+00,2.501E+01,5.175E+02,3.398E+00,2.236E+01,5.196E+02
f2,3.153E+00,2.484E+01,5.177E+02,3.156E+00,2.481E+01,5.177E+02,3.169E+00,2.466E+01,5.178E+02,3.225E+00,2.406E+01,5.183E+02,3.495E+00,2.150E+01,5.203E+02
f3,2.726E+00,3.067E+01,5.131E+02,2.726E+00,3.066E+01,5.131E+02,2.730E+00,3.061E+01,5.131E+02,2.752E+00,3.024E+01,5.134E+02,2.921E+00,2.773E+01,5.154E+02
