,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.389E+00,1.207E+02,3.760E+02,1.791E+00,8.454E+01,4.589E+02,2.363E+00,6.059E+01,5.325E+02,3.244E+00,4.262E+01,6.029E+02,4.836E+00,2.791E+01,6.726E+02
gammam,4.546E+00,3.080E+01,6.355E+02,3.067E+00,4.601E+01,5.802E+02,2.226E+00,6.453E+01,5.214E+02,1.675E+00,8.893E+01,4.572E+02,1.288E+00,1.251E+02,3.820E+02
gammamRNA,4.681E+00,2.888E+01,6.677E+02,3.206E+00,4.317E+01,6.005E+02,2.364E+00,6.056E+01,5.326E+02,1.808E+00,8.348E+01,4.618E+02,1.414E+00,1.173E+02,3.827E+02
gammad,2.546E+00,4.544E+01,7.301E+02,2.542E+00,4.576E+01,7.232E+02,2.532E+00,4.656E+01,7.070E+02,2.509E+00,4.855E+01,6.704E+02,2.454E+00,5.386E+01,5.944E+02
alphaass,1.285E+00,1.255E+02,3.811E+02,1.680E+00,8.863E+01,4.579E+02,2.247E+00,6.389E+01,5.233E+02,3.123E+00,4.517E+01,5.831E+02,4.701E+00,2.977E+01,6.394E+02
alphadiss,4.662E+00,3.003E+01,6.384E+02,3.113E+00,4.532E+01,5.826E+02,2.246E+00,6.390E+01,5.233E+02,1.683E+00,8.841E+01,4.584E+02,1.290E+00,1.248E+02,3.825E+02
phi0,1.419E+00,1.166E+02,3.841E+02,1.825E+00,8.253E+01,4.644E+02,2.402E+00,5.949E+01,5.364E+02,3.286E+00,4.203E+01,6.055E+02,4.884E+00,2.763E+01,6.740E+02
f1,2.408E+00,5.930E+01,5.370E+02,2.408E+00,5.930E+01,5.371E+02,2.408E+00,5.929E+01,5.371E+02,2.409E+00,5.922E+01,5.372E+02,2.413E+00,5.873E+01,5.380E+02
f2,1.982E+00,1.776E+02,3.893E+02,2.079E+00,1.272E+02,4.450E+02,2.233E+00,8.500E+01,4.979E+02,2.500E+00,5.058E+01,5.527E+02,3.061E+00,2.547E+01,6.116E+02
f3,2.085E+00,1.247E+02,4.478E+02,2.086E+00,1.247E+02,4.479E+02,2.087E+00,1.241E+02,4.485E+02,2.097E+00,1.206E+02,4.527E+02,2.168E+00,9.943E+01,4.787E+02
f12,2.402E+00,9.618E+01,2.436E+02,2.403E+00,8.003E+01,3.235E+02,2.405E+00,6.844E+01,4.203E+02,2.408E+00,5.911E+01,5.401E+02,2.412E+00,5.121E+01,6.869E+02
f13,2.408E+00,5.931E+01,5.369E+02,2.408E+00,5.931E+01,5.369E+02,2.408E+00,5.931E+01,5.369E+02,2.408E+00,5.931E+01,5.369E+02,2.408E+00,5.930E+01,5.371E+02
f23,2.408E+00,5.938E+01,5.359E+02,2.408E+00,5.938E+01,5.359E+02,2.408E+00,5.937E+01,5.360E+02,2.408E+00,5.935E+01,5.364E+02,2.408E+00,5.917E+01,5.391E+02
f123,2.408E+00,5.930E+01,5.371E+02,2.408E+00,5.930E+01,5.375E+02,2.408E+00,5.928E+01,5.404E+02,2.408E+00,5.914E+01,5.606E+02,2.408E+00,5.824E+01,7.386E+02
kb1,2.416E+00,4.598E+01,5.563E+02,2.434E+00,3.296E+01,5.695E+02,2.469E+00,2.281E+01,5.766E+02,2.544E+00,1.513E+01,5.803E+02,2.728E+00,9.401E+00,5.823E+02
kb2,2.048E+00,1.688E+02,4.597E+02,2.157E+00,1.097E+02,5.032E+02,2.325E+00,7.027E+01,5.299E+02,2.610E+00,4.249E+01,5.479E+02,3.189E+00,2.292E+01,5.607E+02
kb3,2.095E+00,1.038E+02,1.664E+03,2.102E+00,1.024E+02,1.464E+03,2.125E+00,9.804E+01,1.140E+03,2.200E+00,8.525E+01,7.803E+02,2.478E+00,5.314E+01,5.053E+02
ku1,2.586E+00,1.306E+01,5.811E+02,2.453E+00,2.625E+01,5.745E+02,2.415E+00,4.699E+01,5.551E+02,2.403E+00,7.672E+01,5.017E+02,2.399E+00,1.166E+02,3.854E+02
ku2,3.189E+00,2.293E+01,5.607E+02,2.613E+00,4.228E+01,5.481E+02,2.329E+00,6.964E+01,5.303E+02,2.161E+00,1.083E+02,5.042E+02,2.051E+00,1.658E+02,4.620E+02
ku3,3.292E+00,2.220E+01,3.965E+02,2.750E+00,3.695E+01,4.408E+02,2.495E+00,5.181E+01,4.991E+02,2.352E+00,6.504E+01,5.722E+02,2.264E+00,7.576E+01,6.596E+02
bcoop12,2.398E+00,1.342E+02,3.323E+02,2.400E+00,1.044E+02,4.223E+02,2.402E+00,8.067E+01,4.912E+02,2.407E+00,6.086E+01,5.343E+02,2.418E+00,4.458E+01,5.586E+02
bcoop23,2.408E+00,5.887E+01,1.144E+03,2.408E+00,5.898E+01,8.288E+02,2.408E+00,5.927E+01,5.529E+02,2.408E+00,6.009E+01,3.463E+02,2.408E+00,6.268E+01,2.034E+02
bcoop13,2.408E+00,5.891E+01,1.055E+03,2.408E+00,5.903E+01,7.643E+02,2.408E+00,5.935E+01,5.152E+02,2.408E+00,6.022E+01,3.284E+02,2.408E+00,6.287E+01,1.973E+02
bcoop123,2.408E+00,5.883E+01,1.621E+03,2.408E+00,5.884E+01,1.468E+03,2.408E+00,5.887E+01,1.215E+03,2.408E+00,5.895E+01,9.045E+02,2.408E+00,5.918E+01,6.138E+02
ucoop12,2.406E+00,6.649E+01,5.236E+02,2.402E+00,8.159E+01,4.888E+02,2.400E+00,9.885E+01,4.395E+02,2.399E+00,1.189E+02,3.770E+02,2.398E+00,1.439E+02,3.073E+02
ucoop23,2.408E+00,6.501E+01,1.627E+02,2.408E+00,6.168E+01,2.349E+02,2.408E+00,6.026E+01,3.261E+02,2.408E+00,5.957E+01,4.416E+02,2.408E+00,5.922E+01,5.846E+02
ucoop13,2.408E+00,6.290E+01,1.965E+02,2.408E+00,6.023E+01,3.269E+02,2.408E+00,5.936E+01,5.125E+02,2.408E+00,5.903E+01,7.601E+02,2.408E+00,5.891E+01,1.050E+03
ucoop123,2.408E+00,5.933E+01,5.246E+02,2.408E+00,5.901E+01,7.947E+02,2.408E+00,5.889E+01,1.106E+03,2.408E+00,5.885E+01,1.388E+03,2.408E+00,5.883E+01,1.577E+03
