,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.926E-01,5.890E+01,1.987E+02,2.507E-01,4.691E+01,2.791E+02,3.286E-01,3.917E+01,3.740E+02,4.347E-01,3.334E+01,4.910E+02,5.826E-01,2.858E+01,6.373E+02
gammam,1.923E+00,1.583E+01,1.461E+03,1.008E+00,2.180E+01,9.754E+02,5.901E-01,2.840E+01,6.431E+02,3.642E-01,3.683E+01,4.150E+02,2.316E-01,4.981E+01,2.547E+02
gammamRNA,1.924E+00,1.581E+01,1.482E+03,1.004E+00,2.183E+01,9.793E+02,5.862E-01,2.849E+01,6.407E+02,3.609E-01,3.703E+01,4.109E+02,2.289E-01,5.031E+01,2.504E+02
gammad,4.434E-01,3.295E+01,5.033E+02,4.432E-01,3.300E+01,4.982E+02,4.428E-01,3.313E+01,4.862E+02,4.418E-01,3.344E+01,4.598E+02,4.394E-01,3.421E+01,4.074E+02
alphaass,3.880E-01,3.551E+01,4.412E+02,5.632E-01,2.908E+01,6.181E+02,8.417E-01,2.380E+01,8.545E+02,1.322E+00,1.911E+01,1.171E+03,2.285E+00,1.446E+01,1.595E+03
alphadiss,1.922E+00,1.584E+01,1.460E+03,1.008E+00,2.181E+01,9.752E+02,5.900E-01,2.840E+01,6.430E+02,3.642E-01,3.683E+01,4.150E+02,2.316E-01,4.981E+01,2.547E+02
phi0,2.283E-01,5.042E+01,2.496E+02,3.600E-01,3.709E+01,4.098E+02,5.847E-01,2.852E+01,6.393E+02,1.002E+00,2.186E+01,9.774E+02,1.918E+00,1.584E+01,1.480E+03
f1,3.539E-01,4.051E+01,4.987E+02,3.542E-01,4.049E+01,4.987E+02,3.555E-01,4.035E+01,4.987E+02,3.625E-01,3.967E+01,4.988E+02,4.017E-01,3.616E+01,4.994E+02
f2,4.431E-01,3.300E+01,4.999E+02,4.433E-01,3.298E+01,4.999E+02,4.445E-01,3.290E+01,4.999E+02,4.510E-01,3.245E+01,5.000E+02,4.912E-01,2.984E+01,5.003E+02
f3,4.432E-01,3.300E+01,4.999E+02,4.432E-01,3.300E+01,4.999E+02,4.432E-01,3.299E+01,4.999E+02,4.434E-01,3.298E+01,4.999E+02,4.448E-01,3.288E+01,4.999E+02
f12,4.433E-01,3.299E+01,4.999E+02,4.433E-01,3.299E+01,4.999E+02,4.433E-01,3.298E+01,4.999E+02,4.433E-01,3.295E+01,5.000E+02,4.433E-01,3.274E+01,5.005E+02
f13,4.433E-01,3.299E+01,4.999E+02,4.433E-01,3.298E+01,4.999E+02,4.433E-01,3.289E+01,5.001E+02,4.434E-01,3.235E+01,5.013E+02,4.441E-01,2.886E+01,5.093E+02
f23,4.433E-01,3.299E+01,4.999E+02,4.433E-01,3.299E+01,4.999E+02,4.433E-01,3.298E+01,4.999E+02,4.433E-01,3.295E+01,5.000E+02,4.433E-01,3.274E+01,5.004E+02
f123,4.433E-01,4.488E+01,2.730E+02,4.433E-01,3.349E+01,4.839E+02,4.433E-01,2.672E+01,8.155E+02,4.433E-01,2.203E+01,1.348E+03,4.434E-01,1.851E+01,2.208E+03
