,log10_var,log10_left_bound,log10_right_bound
beta,0.9041743682841635,0.7992383803676459,1.0189211336907513
gammam,-1.9355420107730816,-2.064441220406029,-1.8032295686303907
gammamRNA,0.9813655090785445,0.8608358891747996,1.0
gammad,-2.600326278518962,-3.3010299956639813,-2.2158728952028834
alphaass,-1.0296531237699067,-1.2911919302537989,-0.7762619253421561
alphadiss,1.5693739096150459,1.3150239947243647,1.8292337268138752
phi0,-0.010105436281226938,-0.11504128241483412,0.1043205701725058
f1,-2.906578314837765,-3.0,0.011494139982741784
f2,1.8680563618230415,-3.0,2.0
f3,0.4638929889859073,-3.0,0.8809220408041865
f12,-0.6090648928966208,-3.0,2.0
f13,-0.6497519816658373,-3.0,-0.19691350823661705
f23,1.3424226808222062,-3.0,2.0
f123,1.1238516409670858,1.015117271527524,1.3805357305275099
kb1,-0.5391021572434522,-1.1014557658421165,2.0
kb2,-1.1062382379420566,-1.2874771565765082,-0.860529939823593
kb3,1.2329961103921538,-0.11875167095377806,2.0
ku1,-0.6003262785189618,-2.0,-0.034259353869007816
ku2,2.2068258760318495,1.956223943963546,2.389627724915134
ku3,1.833784374656479,1.0587908536077573,3.0
bcoop12,-0.4509967379742122,-0.6336210706809985,-0.18750834248565573
bcoop23,0.287801729930226,0.10471369905120603,0.5450667192766874
bcoop13,-0.5171264163912462,-1.3010299956639813,1.3010299956639813
bcoop123,0.5563025007672873,0.3785499766947635,0.8210298524688465
ucoop12,0.23299611039215382,-0.033660771324635276,0.4123924270589061
ucoop23,0.3053513694466238,0.044941890336896786,0.48815174222871677
ucoop13,-0.3516399890190684,-1.3010299956639813,0.9814707603444071
ucoop123,-1.1438755557576996,-1.3010299956639813,-0.9671929280182423
