,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,6.218E-02,3.024E+01,7.235E+02,8.249E-02,1.341E+01,1.384E+03,1.099E-01,6.568E+00,2.291E+03,1.495E-01,3.325E+00,3.503E+03,2.153E-01,1.657E+00,5.082E+03
gammam,2.163E-01,1.649E+00,4.526E+03,1.499E-01,3.318E+00,3.263E+03,1.101E-01,6.570E+00,2.202E+03,8.250E-02,1.344E+01,1.359E+03,6.211E-02,3.038E+01,7.187E+02
gammamRNA,2.160E-01,1.648E+00,5.094E+03,1.499E-01,3.307E+00,3.513E+03,1.102E-01,6.531E+00,2.300E+03,8.270E-02,1.332E+01,1.391E+03,6.235E-02,2.997E+01,7.289E+02
gammad,5.747E-02,3.916E+01,5.949E+02,5.746E-02,3.924E+01,5.907E+02,5.746E-02,3.944E+01,5.806E+02,5.745E-02,3.994E+01,5.575E+02,5.743E-02,4.120E+01,5.071E+02
alphaass,5.874E-02,3.662E+01,6.137E+02,7.373E-02,1.822E+01,1.082E+03,9.258E-02,9.997E+00,1.673E+03,1.169E-01,5.710E+00,2.401E+03,1.500E-01,3.310E+00,3.267E+03
alphadiss,2.167E-01,1.644E+00,4.531E+03,1.501E-01,3.308E+00,3.268E+03,1.102E-01,6.547E+00,2.207E+03,8.263E-02,1.338E+01,1.363E+03,6.221E-02,3.022E+01,7.218E+02
phi0,6.257E-02,2.964E+01,7.357E+02,8.312E-02,1.314E+01,1.405E+03,1.110E-01,6.427E+00,2.325E+03,1.513E-01,3.243E+00,3.553E+03,2.192E-01,1.607E+00,5.156E+03
f1,5.746E-02,3.958E+01,5.740E+02,5.746E-02,3.958E+01,5.740E+02,5.746E-02,3.958E+01,5.740E+02,5.746E-02,3.958E+01,5.740E+02,5.746E-02,3.958E+01,5.740E+02
f2,5.746E-02,3.958E+01,5.740E+02,5.746E-02,3.958E+01,5.740E+02,5.747E-02,3.958E+01,5.740E+02,5.754E-02,3.957E+01,5.740E+02,5.800E-02,3.952E+01,5.740E+02
f3,5.764E-02,3.956E+01,5.740E+02,5.861E-02,3.946E+01,5.741E+02,6.225E-02,3.908E+01,5.744E+02,7.852E-02,3.774E+01,5.756E+02,2.215E-01,3.294E+01,5.796E+02
f12,5.746E-02,3.958E+01,5.740E+02,5.746E-02,3.958E+01,5.740E+02,5.746E-02,3.958E+01,5.740E+02,5.746E-02,3.958E+01,5.740E+02,5.746E-02,3.957E+01,5.742E+02
f13,5.746E-02,3.959E+01,5.739E+02,5.746E-02,3.959E+01,5.739E+02,5.746E-02,3.958E+01,5.740E+02,5.746E-02,3.954E+01,5.745E+02,5.746E-02,3.928E+01,5.779E+02
