,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.806E-01,2.822E+01,2.812E+02,3.866E-01,1.699E+01,4.536E+02,5.315E-01,1.119E+01,6.604E+02,7.374E-01,7.605E+00,9.104E+02,1.063E+00,5.079E+00,1.210E+03
gammam,1.093E+00,4.988E+00,1.059E+03,7.484E-01,7.544E+00,8.455E+02,5.341E-01,1.117E+01,6.439E+02,3.846E-01,1.705E+01,4.593E+02,2.761E-01,2.842E+01,2.928E+02
gammamRNA,1.063E+00,5.082E+00,1.209E+03,7.367E-01,7.613E+00,9.096E+02,5.308E-01,1.121E+01,6.594E+02,3.858E-01,1.703E+01,4.525E+02,2.799E-01,2.835E+01,2.800E+02
gammad,4.375E-01,1.443E+01,5.130E+02,4.353E-01,1.498E+01,4.355E+02,4.318E-01,1.596E+01,3.463E+02,4.262E-01,1.785E+01,2.522E+02,4.176E-01,2.212E+01,1.600E+02
alphaass,2.586E-01,3.210E+01,2.618E+02,3.416E-01,2.018E+01,3.974E+02,4.497E-01,1.385E+01,5.448E+02,5.923E-01,9.872E+00,7.052E+02,7.884E-01,7.117E+00,8.765E+02
alphadiss,1.071E+00,5.097E+00,1.049E+03,7.364E-01,7.682E+00,8.358E+02,5.263E-01,1.138E+01,6.352E+02,3.791E-01,1.739E+01,4.516E+02,2.722E-01,2.916E+01,2.860E+02
phi0,2.766E-01,2.898E+01,2.741E+02,3.824E-01,1.725E+01,4.471E+02,5.274E-01,1.130E+01,6.549E+02,7.337E-01,7.648E+00,9.064E+02,1.061E+00,5.090E+00,1.208E+03
f1,4.378E-01,1.434E+01,5.301E+02,4.378E-01,1.433E+01,5.301E+02,4.381E-01,1.432E+01,5.301E+02,4.401E-01,1.426E+01,5.301E+02,4.543E-01,1.378E+01,5.306E+02
f2,4.379E-01,1.433E+01,5.301E+02,4.380E-01,1.433E+01,5.301E+02,4.385E-01,1.431E+01,5.301E+02,4.424E-01,1.418E+01,5.302E+02,4.709E-01,1.327E+01,5.311E+02
f3,4.381E-01,1.432E+01,5.301E+02,4.393E-01,1.428E+01,5.301E+02,4.438E-01,1.413E+01,5.303E+02,4.607E-01,1.358E+01,5.308E+02,5.350E-01,1.160E+01,5.326E+02
