,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,9.688E-02,4.551E+01,6.850E+02,1.384E-01,2.421E+01,1.305E+03,1.947E-01,1.435E+01,2.242E+03,2.712E-01,8.933E+00,3.674E+03,3.787E-01,5.681E+00,5.862E+03
gammam,5.488E-01,3.541E+00,8.267E+03,3.572E-01,6.148E+00,5.086E+03,2.404E-01,1.060E+01,2.983E+03,1.611E-01,1.909E+01,1.648E+03,1.059E-01,3.833E+01,8.139E+02
gammamRNA,5.564E-01,3.475E+00,9.416E+03,3.606E-01,6.061E+00,5.488E+03,2.422E-01,1.048E+01,3.111E+03,1.620E-01,1.891E+01,1.684E+03,1.063E-01,3.804E+01,8.220E+02
gammad,8.843E-02,5.504E+01,5.694E+02,8.842E-02,5.542E+01,5.572E+02,8.839E-02,5.635E+01,5.292E+02,8.833E-02,5.877E+01,4.695E+02,8.816E-02,6.594E+01,3.574E+02
alphaass,8.566E-02,5.942E+01,5.230E+02,1.086E-01,3.660E+01,8.528E+02,1.368E-01,2.470E+01,1.269E+03,1.710E-01,1.743E+01,1.806E+03,2.127E-01,1.263E+01,2.502E+03
alphadiss,5.520E-01,3.516E+00,8.313E+03,3.578E-01,6.134E+00,5.096E+03,2.400E-01,1.062E+01,2.976E+03,1.603E-01,1.923E+01,1.635E+03,1.050E-01,3.895E+01,8.007E+02
phi0,1.040E-01,3.962E+01,7.886E+02,1.590E-01,1.947E+01,1.634E+03,2.382E-01,1.073E+01,3.036E+03,3.551E-01,6.186E+00,5.374E+03,5.475E-01,3.545E+00,9.249E+03
f1,8.842E-02,5.524E+01,5.629E+02,8.868E-02,5.515E+01,5.630E+02,8.978E-02,5.477E+01,5.634E+02,9.469E-02,5.318E+01,5.650E+02,1.240E-01,4.655E+01,5.716E+02
f2,8.842E-02,5.524E+01,5.629E+02,8.842E-02,5.524E+01,5.629E+02,8.843E-02,5.524E+01,5.629E+02,8.843E-02,5.523E+01,5.629E+02,8.848E-02,5.522E+01,5.630E+02
f3,8.843E-02,5.524E+01,5.629E+02,8.843E-02,5.524E+01,5.629E+02,8.843E-02,5.523E+01,5.630E+02,8.848E-02,5.522E+01,5.630E+02,8.880E-02,5.510E+01,5.631E+02
f12,8.842E-02,5.544E+01,5.609E+02,8.842E-02,5.544E+01,5.609E+02,8.842E-02,5.544E+01,5.609E+02,8.842E-02,5.542E+01,5.610E+02,8.843E-02,5.535E+01,5.618E+02
f13,8.831E-02,1.044E+02,2.963E+02,8.835E-02,8.190E+01,3.782E+02,8.838E-02,6.801E+01,4.562E+02,8.841E-02,5.806E+01,5.352E+02,8.845E-02,5.043E+01,6.174E+02
f23,8.843E-02,5.532E+01,5.620E+02,8.843E-02,5.532E+01,5.620E+02,8.843E-02,5.532E+01,5.621E+02,8.843E-02,5.532E+01,5.621E+02,8.843E-02,5.528E+01,5.625E+02
f123,8.843E-02,5.524E+01,5.629E+02,8.843E-02,5.524E+01,5.629E+02,8.843E-02,5.524E+01,5.630E+02,8.843E-02,5.524E+01,5.630E+02,8.843E-02,5.523E+01,5.632E+02
kb1,1.053E-01,6.194E+01,5.540E+02,8.142E-02,5.459E+01,5.638E+02,4.239E-02,5.346E+01,5.652E+02,1.610E-02,5.329E+01,5.654E+02,5.228E-03,5.326E+01,5.654E+02
