,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,4.107E-01,9.969E+01,3.427E+02,5.528E-01,7.662E+01,4.480E+02,7.460E-01,6.165E+01,5.551E+02,1.011E+00,5.052E+01,6.691E+02,1.379E+00,4.161E+01,7.926E+02
gammam,3.535E+00,2.286E+01,1.185E+03,2.017E+00,3.291E+01,9.482E+02,1.220E+00,4.493E+01,7.413E+02,7.541E-01,6.121E+01,5.590E+02,4.712E-01,8.736E+01,3.927E+02
gammamRNA,3.501E+00,2.297E+01,1.191E+03,2.021E+00,3.284E+01,9.536E+02,1.234E+00,4.458E+01,7.475E+02,7.700E-01,6.035E+01,5.666E+02,4.856E-01,8.518E+01,4.025E+02
gammad,7.638E-01,6.055E+01,5.675E+02,7.637E-01,6.061E+01,5.658E+02,7.633E-01,6.076E+01,5.616E+02,7.626E-01,6.113E+01,5.519E+02,7.607E-01,6.205E+01,5.298E+02
alphaass,4.780E-01,8.627E+01,3.977E+02,7.613E-01,6.081E+01,5.625E+02,1.225E+00,4.480E+01,7.431E+02,2.016E+00,3.292E+01,9.478E+02,3.508E+00,2.297E+01,1.182E+03
alphadiss,4.138E+00,2.047E+01,1.248E+03,2.659E+00,2.762E+01,1.066E+03,1.804E+00,3.528E+01,9.010E+02,1.252E+00,4.420E+01,7.517E+02,8.799E-01,5.525E+01,6.158E+02
phi0,4.788E-01,8.623E+01,3.975E+02,7.605E-01,6.086E+01,5.621E+02,1.221E+00,4.488E+01,7.432E+02,2.003E+00,3.302E+01,9.497E+02,3.472E+00,2.310E+01,1.188E+03
f1,7.537E-01,6.374E+01,5.601E+02,7.537E-01,6.374E+01,5.601E+02,7.538E-01,6.371E+01,5.601E+02,7.542E-01,6.356E+01,5.603E+02,7.576E-01,6.251E+01,5.615E+02
f2,7.429E-01,6.732E+01,5.560E+02,7.431E-01,6.725E+01,5.561E+02,7.443E-01,6.683E+01,5.566E+02,7.522E-01,6.422E+01,5.595E+02,8.077E-01,4.905E+01,5.775E+02
f3,7.630E-01,6.085E+01,5.634E+02,7.630E-01,6.085E+01,5.634E+02,7.631E-01,6.080E+01,5.634E+02,7.642E-01,6.049E+01,5.638E+02,7.713E-01,5.841E+01,5.662E+02
f12,7.628E-01,9.041E+01,3.571E+02,7.632E-01,6.878E+01,4.878E+02,7.637E-01,5.531E+01,6.274E+02,7.644E-01,4.567E+01,7.823E+02,7.652E-01,3.831E+01,9.561E+02
f13,7.635E-01,6.071E+01,5.633E+02,7.635E-01,6.071E+01,5.633E+02,7.635E-01,6.071E+01,5.634E+02,7.635E-01,6.070E+01,5.635E+02,7.635E-01,6.062E+01,5.643E+02
f23,7.635E-01,6.073E+01,5.631E+02,7.635E-01,6.073E+01,5.631E+02,7.635E-01,6.073E+01,5.631E+02,7.635E-01,6.073E+01,5.632E+02,7.635E-01,6.071E+01,5.634E+02
f123,7.635E-01,6.069E+01,5.636E+02,7.635E-01,6.069E+01,5.640E+02,7.635E-01,6.066E+01,5.667E+02,7.635E-01,6.048E+01,5.855E+02,7.635E-01,5.931E+01,7.457E+02
kb1,7.596E-01,8.888E+01,5.271E+02,7.683E-01,4.481E+01,5.838E+02,7.866E-01,2.405E+01,6.089E+02,8.275E-01,1.288E+01,6.209E+02,9.344E-01,6.440E+00,6.267E+02
kb2,7.530E-01,1.243E+02,5.228E+02,7.615E-01,6.635E+01,5.604E+02,7.810E-01,3.656E+01,5.756E+02,8.279E-01,1.979E+01,5.823E+02,9.614E-01,9.788E+00,5.853E+02
kb3,7.635E-01,5.863E+01,1.537E+03,7.635E-01,5.879E+01,1.259E+03,7.635E-01,5.925E+01,9.055E+02,7.635E-01,6.062E+01,5.724E+02,7.634E-01,6.522E+01,3.183E+02
ku1,9.364E-01,6.388E+00,6.268E+02,8.281E-01,1.281E+01,6.210E+02,7.868E-01,2.395E+01,6.091E+02,7.684E-01,4.465E+01,5.840E+02,7.596E-01,8.861E+01,5.274E+02
ku2,9.610E-01,9.803E+00,5.853E+02,8.278E-01,1.981E+01,5.823E+02,7.809E-01,3.661E+01,5.756E+02,7.615E-01,6.646E+01,5.603E+02,7.530E-01,1.245E+02,5.226E+02
ku3,7.634E-01,6.942E+01,2.452E+02,7.635E-01,6.332E+01,3.794E+02,7.635E-01,6.084E+01,5.468E+02,7.635E-01,5.968E+01,7.485E+02,7.635E-01,5.912E+01,9.744E+02
bcoop12,7.623E-01,1.089E+02,4.985E+02,7.633E-01,6.452E+01,5.584E+02,7.651E-01,4.105E+01,5.898E+02,7.680E-01,2.696E+01,6.076E+02,7.730E-01,1.797E+01,6.180E+02
bcoop23,7.635E-01,6.001E+01,1.083E+03,7.635E-01,6.022E+01,8.073E+02,7.635E-01,6.071E+01,5.591E+02,7.635E-01,6.190E+01,3.622E+02,7.635E-01,6.525E+01,2.177E+02
bcoop13,7.635E-01,5.981E+01,1.678E+03,7.635E-01,5.983E+01,1.533E+03,7.635E-01,5.989E+01,1.278E+03,7.635E-01,6.005E+01,9.479E+02,7.635E-01,6.051E+01,6.256E+02
bcoop123,7.635E-01,5.988E+01,1.406E+03,7.635E-01,5.998E+01,1.107E+03,7.635E-01,6.025E+01,7.731E+02,7.635E-01,6.101E+01,4.845E+02,7.635E-01,6.341E+01,2.746E+02
