,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,4.937E-01,3.156E+01,2.749E+02,5.894E-01,1.850E+01,4.152E+02,7.115E-01,1.177E+01,5.725E+02,8.783E-01,7.704E+00,7.547E+02,1.140E+00,4.957E+00,9.682E+02
gammam,1.110E+00,5.525E+00,7.048E+02,8.239E-01,8.980E+00,6.262E+02,6.436E-01,1.431E+01,5.364E+02,5.130E-01,2.341E+01,4.340E+02,4.120E-01,4.160E+01,3.154E+02
gammamRNA,1.140E+00,4.958E+00,9.681E+02,8.785E-01,7.701E+00,7.549E+02,7.118E-01,1.176E+01,5.729E+02,5.897E-01,1.846E+01,4.158E+02,4.941E-01,3.147E+01,2.756E+02
gammad,7.845E-01,7.849E+00,1.898E+03,7.686E-01,8.482E+00,1.344E+03,7.455E-01,9.622E+00,8.970E+02,7.128E-01,1.188E+01,5.521E+02,6.690E-01,1.742E+01,2.937E+02
alphaass,4.144E-01,4.088E+01,3.189E+02,5.158E-01,2.311E+01,4.368E+02,6.471E-01,1.416E+01,5.386E+02,8.286E-01,8.891E+00,6.280E+02,1.118E+00,5.469E+00,7.062E+02
alphadiss,1.176E+00,5.075E+00,7.163E+02,8.718E-01,8.140E+00,6.436E+02,6.765E-01,1.296E+01,5.563E+02,5.336E-01,2.137E+01,4.532E+02,4.230E-01,3.849E+01,3.310E+02
phi0,4.909E-01,3.221E+01,2.705E+02,5.876E-01,1.865E+01,4.128E+02,7.114E-01,1.178E+01,5.724E+02,8.813E-01,7.655E+00,7.577E+02,1.151E+00,4.885E+00,9.753E+02
f1,6.999E-01,1.178E+01,5.778E+02,7.066E-01,1.171E+01,5.779E+02,7.250E-01,1.152E+01,5.780E+02,7.789E-01,1.101E+01,5.784E+02,9.685E-01,9.570E+00,5.793E+02
f2,7.151E-01,1.162E+01,5.779E+02,7.154E-01,1.162E+01,5.779E+02,7.175E-01,1.160E+01,5.780E+02,7.303E-01,1.147E+01,5.780E+02,8.172E-01,1.067E+01,5.786E+02
f3,7.160E-01,1.161E+01,5.779E+02,7.160E-01,1.161E+01,5.779E+02,7.161E-01,1.161E+01,5.779E+02,7.162E-01,1.161E+01,5.779E+02,7.170E-01,1.160E+01,5.780E+02
f12,6.754E-01,2.705E+01,3.093E+02,7.011E-01,1.477E+01,4.875E+02,7.379E-01,8.815E+00,6.973E+02,7.949E-01,5.430E+00,9.512E+02,8.984E-01,3.308E+00,1.261E+03
f13,7.160E-01,1.161E+01,5.779E+02,7.160E-01,1.161E+01,5.779E+02,7.160E-01,1.161E+01,5.780E+02,7.160E-01,1.161E+01,5.780E+02,7.161E-01,1.160E+01,5.785E+02
f23,7.160E-01,1.161E+01,5.779E+02,7.160E-01,1.161E+01,5.779E+02,7.160E-01,1.161E+01,5.779E+02,7.160E-01,1.161E+01,5.779E+02,7.160E-01,1.161E+01,5.779E+02
f123,7.160E-01,1.161E+01,5.779E+02,7.160E-01,1.161E+01,5.779E+02,7.160E-01,1.161E+01,5.779E+02,7.160E-01,1.161E+01,5.779E+02,7.160E-01,1.161E+01,5.779E+02
kb1,2.154E+00,1.700E+01,5.576E+02,8.692E-01,1.185E+01,5.770E+02,2.734E-01,1.114E+01,5.798E+02,8.162E-02,1.103E+01,5.802E+02,2.464E-02,1.102E+01,5.803E+02
kb2,6.594E-01,4.294E+01,3.951E+02,6.830E-01,2.096E+01,5.032E+02,7.178E-01,1.132E+01,5.808E+02,7.737E-01,6.374E+00,6.396E+02,8.800E-01,3.564E+00,6.849E+02
kb3,7.160E-01,1.161E+01,5.782E+02,7.160E-01,1.162E+01,5.756E+02,7.156E-01,1.166E+01,5.630E+02,7.140E-01,1.188E+01,5.065E+02,7.059E-01,1.307E+01,3.213E+02
ku1,7.807E-01,1.171E+01,5.776E+02,1.281E+00,1.275E+01,5.735E+02,1.932E+00,1.542E+01,5.635E+02,2.569E+00,2.235E+01,5.382E+02,3.008E+00,4.219E+01,4.720E+02
ku2,8.806E-01,3.556E+00,6.851E+02,7.741E-01,6.355E+00,6.398E+02,7.181E-01,1.128E+01,5.813E+02,6.832E-01,2.085E+01,5.039E+02,6.596E-01,4.261E+01,3.963E+02
ku3,7.074E-01,1.283E+01,3.476E+02,7.145E-01,1.180E+01,5.251E+02,7.158E-01,1.164E+01,5.690E+02,7.160E-01,1.161E+01,5.772E+02,7.161E-01,1.161E+01,5.786E+02
bcoop12,6.589E-01,4.256E+01,3.965E+02,6.825E-01,2.101E+01,5.028E+02,7.171E-01,1.144E+01,5.797E+02,7.723E-01,6.481E+00,6.381E+02,8.756E-01,3.652E+00,6.834E+02
bcoop23,7.160E-01,1.161E+01,5.779E+02,7.160E-01,1.161E+01,5.779E+02,7.160E-01,1.161E+01,5.779E+02,7.160E-01,1.161E+01,5.779E+02,7.160E-01,1.161E+01,5.779E+02
bcoop13,7.160E-01,1.161E+01,5.781E+02,7.160E-01,1.161E+01,5.769E+02,7.160E-01,1.162E+01,5.736E+02,7.160E-01,1.164E+01,5.646E+02,7.159E-01,1.169E+01,5.415E+02
