,log10_var,log10_left_bound,log10_right_bound
beta,-1.3979400086720375,-1.7789310969342638,-1.1296855368723762
gammam,-0.3819519032879073,-0.6555174758935656,0.0
gammamRNA,-1.4723700991286615,-1.7379151404910622,-1.1005488146893903
gammad,-3.2218487496163566,-3.3010299956639813,-2.2714876633546726
alphaass,-1.8664610916297826,-2.0,-1.3160008868717803
alphadiss,-2.962573502059376,-3.0,-2.0105415024629814
phi0,-0.4282911681913124,-0.8058696570828525,-0.15769694296756767
f1,-2.9244530386074694,-3.0,2.0
f2,-2.661543506395395,-3.0,2.0
f3,-1.4788619162959638,-3.0,-0.27281115429882785
f12,-1.899629454882437,-3.0,2.0
f13,-2.5346171485515816,-3.0,1.4553145417267142
f23,0.7259116322950482,-3.0,1.7362238926235842
f123,0.9854264740830017,0.5923326519322369,1.710688018000231
kb1,-2.1337126609158052,-3.0,-1.3384573931419639
kb2,-2.5316526695878427,-3.0,-1.9165162232277742
kb3,1.2966651902615312,-2.3664097229204186,2.0
ku1,0.7101173651118162,-0.0865089306876532,2.1278767308531332
ku2,1.749736315569061,1.1308833494253392,2.9267423622403745
ku3,1.4668676203541096,-2.0,3.0
bcoop12,0.42651126136457523,-0.73755462471912,1.17463470984727
bcoop23,0.8633228601204559,-0.30762585287229616,1.3010299956639813
bcoop13,0.3283796034387377,-1.087806473906399,1.114858631527118
bcoop123,0.7299742856995556,-0.4322996487526247,1.3010299956639813
ucoop12,-0.39147396642280585,-1.1411470998989308,0.7688168357109095
ucoop23,-0.712198270069774,-1.3010299956639813,0.46349558042708694
ucoop13,-0.049148541111453566,-0.8364646121386292,1.3010299956639813
ucoop123,-0.46597389394386496,-1.2129576724356876,0.6970735880831744
