,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.863E+00,7.524E+01,3.246E+02,2.226E+00,5.017E+01,4.294E+02,2.691E+00,3.544E+01,5.291E+02,3.326E+00,2.532E+01,6.296E+02,4.314E+00,1.759E+01,7.336E+02
gammam,4.485E+00,1.676E+01,7.394E+02,3.405E+00,2.449E+01,6.364E+02,2.734E+00,3.454E+01,5.361E+02,2.248E+00,4.912E+01,4.362E+02,1.873E+00,7.380E+01,3.309E+02
gammamRNA,4.480E+00,1.674E+01,7.464E+02,3.401E+00,2.449E+01,6.395E+02,2.730E+00,3.459E+01,5.362E+02,2.245E+00,4.932E+01,4.342E+02,1.870E+00,7.445E+01,3.271E+02
gammad,2.555E+00,3.840E+01,5.153E+02,2.551E+00,3.879E+01,5.048E+02,2.542E+00,3.974E+01,4.807E+02,2.521E+00,4.223E+01,4.290E+02,2.472E+00,4.973E+01,3.291E+02
alphaass,2.309E+00,4.667E+01,4.503E+02,2.677E+00,3.577E+01,5.259E+02,3.144E+00,2.761E+01,6.016E+02,3.776E+00,2.111E+01,6.785E+02,4.756E+00,1.555E+01,7.573E+02
alphadiss,4.387E+00,1.725E+01,7.323E+02,3.370E+00,2.487E+01,6.319E+02,2.722E+00,3.478E+01,5.341E+02,2.250E+00,4.907E+01,4.365E+02,1.882E+00,7.288E+01,3.339E+02
phi0,1.875E+00,7.396E+01,3.287E+02,2.243E+00,4.941E+01,4.337E+02,2.717E+00,3.488E+01,5.338E+02,3.367E+00,2.486E+01,6.350E+02,4.392E+00,1.718E+01,7.398E+02
f1,2.546E+00,3.895E+01,5.017E+02,2.546E+00,3.895E+01,5.017E+02,2.546E+00,3.895E+01,5.017E+02,2.547E+00,3.894E+01,5.017E+02,2.550E+00,3.890E+01,5.017E+02
f2,2.078E+00,4.544E+01,4.974E+02,2.091E+00,4.523E+01,4.976E+02,2.129E+00,4.460E+01,4.980E+02,2.254E+00,4.270E+01,4.992E+02,2.741E+00,3.685E+01,5.030E+02
f3,2.448E+00,4.012E+01,5.009E+02,2.448E+00,4.012E+01,5.009E+02,2.449E+00,4.011E+01,5.009E+02,2.451E+00,4.008E+01,5.009E+02,2.469E+00,3.986E+01,5.011E+02
f12,2.501E+00,5.017E+01,4.248E+02,2.501E+00,5.012E+01,4.251E+02,2.502E+00,4.978E+01,4.270E+02,2.510E+00,4.757E+01,4.403E+02,2.567E+00,3.617E+01,5.251E+02
f13,2.550E+00,3.890E+01,5.017E+02,2.550E+00,3.890E+01,5.017E+02,2.550E+00,3.890E+01,5.017E+02,2.550E+00,3.890E+01,5.017E+02,2.550E+00,3.890E+01,5.017E+02
f23,2.474E+00,5.958E+01,3.770E+02,2.566E+00,3.631E+01,5.238E+02,2.696E+00,2.361E+01,6.743E+02,2.896E+00,1.563E+01,8.358E+02,3.257E+00,1.016E+01,1.013E+03
f123,2.550E+00,3.891E+01,5.010E+02,2.550E+00,3.890E+01,5.020E+02,2.550E+00,3.883E+01,5.091E+02,2.550E+00,3.839E+01,5.615E+02,2.551E+00,3.580E+01,1.236E+03
kb1,2.552E+00,3.870E+01,4.933E+02,2.589E+00,3.465E+01,3.765E+02,2.658E+00,2.884E+01,2.904E+02,2.792E+00,2.149E+01,2.315E+02,3.099E+00,1.362E+01,1.939E+02
kb2,5.194E+00,7.619E+01,4.945E+02,3.565E+00,4.351E+01,5.010E+02,1.679E+00,3.693E+01,5.019E+02,7.041E-01,3.587E+01,5.021E+02,3.456E-01,3.571E+01,5.021E+02
kb3,2.385E+00,8.841E+01,4.032E+02,2.478E+00,5.185E+01,4.721E+02,2.612E+00,3.197E+01,5.193E+02,2.823E+00,1.992E+01,5.544E+02,3.211E+00,1.211E+01,5.812E+02
ku1,2.822E+00,2.032E+01,2.247E+02,2.607E+00,3.299E+01,3.457E+02,2.539E+00,4.018E+01,5.648E+02,2.515E+00,4.336E+01,8.855E+02,2.506E+00,4.464E+01,1.264E+03
