,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.407E-01,2.489E+01,3.991E+02,2.390E-01,1.523E+01,1.101E+03,3.844E-01,1.004E+01,2.799E+03,6.009E-01,6.760E+00,6.708E+03,9.469E-01,4.464E+00,1.520E+04
gammam,9.639E-01,4.493E+00,4.346E+03,6.118E-01,6.766E+00,3.246E+03,3.898E-01,1.003E+01,2.034E+03,2.406E-01,1.522E+01,1.019E+03,1.401E-01,2.492E+01,4.051E+02
gammamRNA,9.355E-01,4.514E+00,1.490E+04,5.958E-01,6.812E+00,6.599E+03,3.820E-01,1.010E+01,2.765E+03,2.380E-01,1.528E+01,1.093E+03,1.405E-01,2.493E+01,3.981E+02
gammad,1.665E-01,2.093E+01,6.140E+02,1.663E-01,2.114E+01,5.562E+02,1.657E-01,2.165E+01,4.569E+02,1.642E-01,2.297E+01,3.240E+02,1.609E-01,2.678E+01,1.892E+02
alphaass,1.664E-01,2.115E+01,5.497E+02,2.429E-01,1.509E+01,1.035E+03,3.443E-01,1.117E+01,1.731E+03,4.785E-01,8.397E+00,2.574E+03,6.583E-01,6.341E+00,3.441E+03
alphadiss,1.055E+00,4.134E+00,4.520E+03,6.731E-01,6.217E+00,3.500E+03,4.241E-01,9.324E+00,2.251E+03,2.570E-01,1.437E+01,1.131E+03,1.460E-01,2.393E+01,4.362E+02
phi0,9.239E-02,4.161E+01,1.680E+02,1.099E-01,3.266E+01,2.455E+02,1.296E-01,2.708E+01,3.409E+02,1.520E-01,2.307E+01,4.624E+02,1.770E-01,1.996E+01,6.185E+02
f1,1.662E-01,2.117E+01,5.487E+02,1.662E-01,2.117E+01,5.487E+02,1.662E-01,2.117E+01,5.487E+02,1.662E-01,2.117E+01,5.487E+02,1.664E-01,2.117E+01,5.487E+02
f2,1.660E-01,2.117E+01,5.487E+02,1.676E-01,2.115E+01,5.487E+02,1.740E-01,2.105E+01,5.487E+02,2.021E-01,2.069E+01,5.487E+02,4.164E-01,1.922E+01,5.488E+02
f3,1.662E-01,2.117E+01,5.487E+02,1.662E-01,2.117E+01,5.487E+02,1.662E-01,2.117E+01,5.487E+02,1.664E-01,2.116E+01,5.487E+02,1.674E-01,2.115E+01,5.487E+02
f12,1.662E-01,2.118E+01,5.487E+02,1.662E-01,2.117E+01,5.487E+02,1.662E-01,2.114E+01,5.488E+02,1.663E-01,2.092E+01,5.492E+02,1.671E-01,1.945E+01,5.523E+02
f13,1.662E-01,2.117E+01,5.487E+02,1.662E-01,2.117E+01,5.487E+02,1.662E-01,2.117E+01,5.487E+02,1.662E-01,2.117E+01,5.487E+02,1.662E-01,2.117E+01,5.487E+02
f23,1.662E-01,2.117E+01,5.487E+02,1.662E-01,2.116E+01,5.487E+02,1.663E-01,2.109E+01,5.489E+02,1.665E-01,2.062E+01,5.498E+02,1.682E-01,1.759E+01,5.563E+02
f123,1.662E-01,3.316E+01,2.390E+02,1.662E-01,2.337E+01,4.504E+02,1.662E-01,1.770E+01,7.968E+02,1.663E-01,1.383E+01,1.368E+03,1.663E-01,1.101E+01,2.299E+03
kb1,1.662E-01,3.890E+01,5.211E+02,1.663E-01,1.331E+01,5.596E+02,1.665E-01,5.067E+00,5.688E+02,1.677E-01,2.026E+00,5.711E+02,1.729E-01,8.232E-01,5.717E+02
kb2,5.826E-01,6.446E+01,5.228E+02,5.648E-01,3.295E+01,5.450E+02,4.787E-01,2.351E+01,5.482E+02,2.858E-01,2.145E+01,5.486E+02,1.190E-01,2.111E+01,5.487E+02
kb3,1.662E-01,6.461E+01,5.006E+02,1.662E-01,2.793E+01,5.421E+02,1.662E-01,1.319E+01,5.556E+02,1.661E-01,6.525E+00,5.603E+02,1.659E-01,3.341E+00,5.619E+02
ku1,1.741E-01,7.480E-01,5.717E+02,1.682E-01,1.675E+00,5.713E+02,1.668E-01,3.766E+00,5.699E+02,1.663E-01,8.740E+00,5.651E+02,1.662E-01,2.148E+01,5.482E+02
ku2,3.101E-02,2.106E+01,5.487E+02,9.378E-02,2.109E+01,5.487E+02,2.394E-01,2.131E+01,5.487E+02,4.410E-01,2.269E+01,5.484E+02,5.542E-01,2.958E+01,5.463E+02
ku3,6.192E-02,2.414E-01,5.628E+02,1.286E-01,3.087E-01,5.628E+02,1.604E-01,6.877E-01,5.628E+02,1.654E-01,2.023E+00,5.624E+02,1.661E-01,6.772E+00,5.602E+02
bcoop12,1.662E-01,1.016E+02,4.215E+02,1.662E-01,6.426E+01,4.799E+02,1.662E-01,4.363E+01,5.135E+02,1.662E-01,3.069E+01,5.342E+02,1.662E-01,2.206E+01,5.474E+02
bcoop23,1.662E-01,3.152E+01,5.384E+02,1.662E-01,1.522E+01,5.540E+02,1.663E-01,7.692E+00,5.596E+02,1.663E-01,4.013E+00,5.616E+02,1.666E-01,2.151E+00,5.624E+02
bcoop13,1.662E-01,8.212E+01,4.328E+02,1.662E-01,4.842E+01,4.955E+02,1.662E-01,3.099E+01,5.298E+02,1.662E-01,2.066E+01,5.497E+02,1.663E-01,1.411E+01,5.615E+02
bcoop123,1.662E-01,2.714E+01,5.373E+02,1.663E-01,1.239E+01,5.644E+02,1.666E-01,6.011E+00,5.741E+02,1.673E-01,3.003E+00,5.777E+02,1.695E-01,1.521E+00,5.790E+02
