,log10_var,log10_left_bound,log10_right_bound
beta,0.2944662261615929,0.1465807076785215,0.43738285861340404
gammam,-1.2831622767004756,-1.4273498198682093,-1.1302855210779579
gammamRNA,-2.339134521996131,-2.4811173395360244,-2.1923952119474728
gammad,-2.3726341434072675,-3.3010299956639813,-1.0
alphaass,-1.889410289700751,-2.0,-1.5978801864070806
alphadiss,2.45178643552429,2.161627880117968,2.7558736470694107
phi0,-1.8601209135987635,-2.0,-1.7176734852847626
f1,-0.835647144215563,-3.0,2.0
f2,0.8915374576725644,-3.0,1.7272142962241075
f3,0.7315887651867387,-3.0,0.9446422147842787
f12,-0.3187587626244128,-3.0,2.0
f13,-2.576754126063192,-3.0,1.9508356490364307
f23,-2.8013429130455774,-3.0,2.0
f123,1.5658478186735176,1.4097885670587,2.0
kb1,-1.1396619934290064,-1.8627230545767168,2.0
kb2,-2.9244530386074694,-3.0,-2.0347813470621743
kb3,-2.5654310959658013,-3.0,-1.8208734855885664
ku1,2.1931245983544616,-2.0,2.921203574058053
ku2,-0.5900668766687055,-1.479536405645284,-0.18688553798032548
ku3,-1.3655227298392685,-2.0,0.43781331969394494
bcoop12,0.7923916894982539,0.42849612313216223,1.3010299956639813
bcoop23,-0.34872198600185605,-0.7467569744153224,1.3010299956639813
bcoop13,1.1172712956557642,0.39461485508560584,1.3010299956639813
bcoop123,1.0293837776852097,0.6698082150004712,1.3010299956639813
ucoop12,0.33041377334919086,-1.3010299956639813,0.6906033870988202
ucoop23,-0.2218487496163564,-1.3010299956639813,0.17969154454935765
ucoop13,-0.41341269532824504,-1.3010299956639813,0.30651929405325623
ucoop123,0.7909884750888159,-1.1988806562717549,1.1535961186227226
